arch,activation,dataset,seed,epoch,test_loss,test_acc,epoch_time,active_frac_t0.001,active_frac_t0.005,active_frac_t0.01,active_frac_t0.05,active_frac_t0.1,gate_mean,gate_median,gate_std,n_gate_values,gate_q1,gate_q5,gate_q25,gate_q50,gate_q75,gate_q95,gate_q99
resnet18,relu,cifar10,0,0,1.5312675395965576,0.427,141.5431773662567,0.5166282352941176,0.5166282352941176,0.5166282352941176,0.5166282352941176,0.5166282352941176,0.5166282057762146,1.0,0.4997234344482422,850000,0.0,0.0,0.0,1.0,1.0,1.0,1.0
resnet18,gelu,cifar10,0,0,1.4779963344573974,0.4605,102.73200869560242,0.9950505882352941,0.9897082352941177,0.9837494117647059,0.9389235294117647,0.8778117647058824,0.5438905358314514,0.5420243740081787,0.345644474029541,850000,0.00476839579641819,0.04013938456773758,0.22999067604541779,0.5420243740081787,0.827398419380188,1.1042542457580566,1.127846360206604
