arch,dataset,seed,epoch,test_loss,test_acc,lr,epoch_time,mean_active_frac,min_active_frac,mean_effective_rank,mean_stable_rank,n_layers_measured,n_layers_total
resnet18,cifar10,0,0,1.6199770677566527,0.3925,0.0,180.37080025672913,0.5036890611929052,0.2832298278808594,38.06162329281078,2.253081763491911,17,17
