image_h,image_w,kernel_name,target_name,alpha,c,activation,noise_std,tv_lambda,tikhonov_lambda,optimizer,init_mode,seed,time_sec,loss_init,loss_final,grad_init,grad_final,output_mse_final,output_binary_acc_final,output_iou_final,input_psnr_final,input_ssim_final,active_grad_frac_final,saturation_frac_final,rel_loss_reduction,num_iters_recorded,scipy_message,scipy_success,scipy_nit
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,0,42.982728242874146,1794.8889413367833,294.46649988605344,141.85784683062903,103.21228938189431,0.07189123532374352,0.9091796875,0.8254340685124355,4.4796022484297,-0.0019509803052576767,0.83740234375,0.039794921875,0.8359416601749504,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,1,44.12008261680603,1711.0061086350884,307.97377263166004,139.4039614585985,103.5959233103481,0.07518890933390138,0.900634765625,0.8109614491407339,4.479470797244051,0.0029051656990132734,0.82958984375,0.0478515625,0.8200042822305653,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,2,42.546021461486816,1809.2909202686399,298.5709618759821,144.74017373022875,100.30555775367439,0.07289330123925344,0.907958984375,0.8237494156147732,4.476075270279411,0.003940467869866489,0.8251953125,0.05029296875,0.8349790193875228,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,3,43.18072819709778,1795.988700128074,321.70940953313755,140.10436384474846,103.17289900474103,0.07854233631180116,0.89990234375,0.8077824660103141,4.44958919951787,-0.002494428265892276,0.824462890625,0.048583984375,0.8208733665695134,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,4,44.399978160858154,1777.4575647043603,291.25474854891377,136.29129438891687,97.72083908286112,0.07110711634494965,0.908447265625,0.8246844319775596,4.473824125408753,-0.004584345701334987,0.8330078125,0.03466796875,0.8361396894460559,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,5,43.786670207977295,1784.1372358791714,295.94398383990574,143.3538851290957,90.91607315230922,0.07225194917966449,0.91064453125,0.8292113859076061,4.509639211156572,0.00456728582245843,0.834716796875,0.03515625,0.834124876781649,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,6,43.77085089683533,1724.3557563517547,280.0764894072076,143.99952874156313,92.3745519403858,0.06837804917168154,0.91455078125,0.8366013071895425,4.501348470155378,0.0044977701150265385,0.835693359375,0.031982421875,0.8375761565584531,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,pgd,random,7,45.02358889579773,1826.6423997680665,307.95090747082463,144.82465531583395,98.05031441035938,0.0751833270192443,0.904296875,0.8184344603983326,4.440718490508124,-0.004459848905791699,0.825439453125,0.045654296875,0.8314114971217541,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,0,47.43979001045227,1794.8889413367833,36.3985801218389,141.85784683062903,6.0692478548182835,0.008886372100058324,0.994873046875,0.98974609375,4.524553681030039,-1.0308964301072195e-05,0.966064453125,0.0087890625,0.9797209848010261,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,1,47.61171555519104,1711.0061086350884,34.40439618607731,139.4039614585985,6.068055163135759,0.00839951078761653,0.995361328125,0.99072265625,4.54639831476668,0.0035961236613036057,0.965576171875,0.0068359375,0.9798923007858092,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,2,46.16618347167969,1809.2909202686399,43.6762288332304,144.74017373022875,6.105075935643485,0.01066314180498789,0.9931640625,0.986328125,4.548285129556046,0.004483881116790119,0.958251953125,0.014892578125,0.975860029836028,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,3,47.441346168518066,1795.988700128074,28.581039674195235,140.10436384474846,6.262031605815933,0.006977792889207821,0.9970703125,0.994140625,4.556112395561311,0.001096648868688343,0.97021484375,0.005859375,0.9840861806802254,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,4,47.063605546951294,1777.4575647043603,36.3389581553543,136.29129438891687,5.900620011199284,0.008871815955897045,0.99462890625,0.9892578125,4.506424617125492,0.001858282841684468,0.966552734375,0.00830078125,0.9795556536049296,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,5,46.443365812301636,1784.1372358791714,38.40938319726842,143.3538851290957,6.05464545018174,0.00937729081964561,0.994384765625,0.98876953125,4.532417149742196,0.0010893173470628175,0.962158203125,0.01123046875,0.9784717327653658,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,6,47.297356367111206,1724.3557563517547,30.13126674273914,143.99952874156313,6.20946290136371,0.007356266294614048,0.99658203125,0.9931640625,4.54685532598652,0.002645710261715157,0.972412109375,0.006103515625,0.9825260729221629,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,momentum,random,7,46.915175914764404,1826.6423997680665,33.23792643841894,144.82465531583395,6.030848409118862,0.008114728134379624,0.99560546875,0.9912109375,4.5359265799434025,0.004992444134860965,0.970458984375,0.00732421875,0.9818038131368026,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,0,49.583698749542236,1794.8889413367833,107.56123819504388,141.85784683062903,50.17511138284643,0.026260067918711886,0.970947265625,0.9422330097087379,4.431772974305069,-0.00017279497122904355,0.88525390625,0.032958984375,0.9400735969129459,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,1,49.57698965072632,1711.0061086350884,118.33588849556975,139.4039614585985,56.68638987286699,0.028890597777238708,0.966796875,0.9339164237123421,4.45914888758659,0.003489805857720925,0.887451171875,0.0283203125,0.9308384184613058,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,2,48.35036873817444,1809.2909202686399,126.02591285124623,144.74017373022875,51.55933251582279,0.030768045129698787,0.966552734375,0.9334305150631681,4.453404582193714,0.007136387946490827,0.869384765625,0.04345703125,0.9303451360754443,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,3,49.23285675048828,1795.988700128074,105.02459233283139,140.10436384474846,53.95130568368238,0.025640769612507663,0.969970703125,0.9402622632345798,4.417588008295955,-0.002645965280001604,0.89013671875,0.029296875,0.9415226875729552,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,4,50.8821702003479,1777.4575647043603,98.0485275822295,136.29129438891687,54.94222405595542,0.023937628804255248,0.971923828125,0.9440389294403893,4.450437793967928,0.0006911275215450524,0.89697265625,0.0244140625,0.9448377674217288,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,5,49.02712392807007,1784.1372358791714,103.42124756091434,143.3538851290957,51.36828878020611,0.025249328017801352,0.97265625,0.9454722492697176,4.425778777805787,0.0002004094242303528,0.885009765625,0.030517578125,0.9420329078497421,600,,,
64,64,sobel_x,checkerboard,10.0,0.1,sigmoid,0.0,0.0,0.0,nesterov,random,6,50.34826922416687,1724.3557563517547,97.73531508455554,143.99952874156313,54.23209978284717,0.023861160909315317,0.97216796875,0.9446064139941691,4.465404214680175,-0.0011757045334025178,0.89892578125,0.01953125,0.9433206780419049,600,,,
