norm,activation,seed,epoch,train_acc,test_acc,epoch_time,active_frac,gate_mean,gate_median,gate_std,gate_q01,gate_q05,gate_q10,gate_q25,gate_q50,gate_q75,gate_q90,gate_q95,gate_q99
batchnorm,relu,1,14,0.8956330128205128,0.8756,18.38173747062683,0.38201411764705884,0.38201412558555603,0.0,0.48587995767593384,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,15,0.9078525641025641,0.8768,18.399588108062744,0.37881882352941176,0.3788188099861145,0.0,0.48509296774864197,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,16,0.9168870192307692,0.8873,18.40565800666809,0.37932941176470586,0.3793294131755829,0.0,0.48522016406059265,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,17,0.9287259615384615,0.8839,18.389103889465332,0.37779411764705884,0.3777941167354584,0.0,0.4848357141017914,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,18,0.9397235576923076,0.8971,18.38854169845581,0.37648470588235294,0.3764846920967102,0.0,0.48450377583503723,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,19,0.9520432692307692,0.9005,18.597759246826172,0.37477058823529413,0.3747705817222595,0.0,0.48406359553337097,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,20,0.9616386217948718,0.9148,18.369853734970093,0.3763929411764706,0.3763929307460785,0.0,0.4844804108142853,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,21,0.9716145833333333,0.9199,18.358312368392944,0.3753223529411765,0.3753223419189453,0.0,0.484205961227417,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,22,0.9782852564102564,0.9231,18.354568481445312,0.3766058823529412,0.3766058683395386,0.0,0.48453468084335327,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,23,0.98359375,0.927,18.35830783843994,0.37567529411764705,0.3756752908229828,0.0,0.4842967092990875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,1,24,0.9862379807692307,0.9258,18.344656467437744,0.3754541176470588,0.3754541277885437,0.0,0.4842399060726166,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,0,0.29755608974358977,0.4247,18.44732928276062,0.5028952941176471,0.5028952956199646,1.0,0.49999159574508667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,1,0.49000400641025643,0.5426,18.507956504821777,0.4811070588235294,0.48110705614089966,0.0,0.49964281916618347,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,2,0.6015224358974359,0.6182,18.49541926383972,0.47532823529411766,0.4753282368183136,0.0,0.49939098954200745,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,3,0.67109375,0.6692,18.446319580078125,0.46175647058823527,0.46175646781921387,0.0,0.49853527545928955,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,4,0.7120592948717949,0.7059,18.474149703979492,0.4491470588235294,0.4491470456123352,0.0,0.4974072277545929,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,5,0.7434895833333334,0.7083,18.682761192321777,0.4391258823529412,0.4391258955001831,0.0,0.4962805211544037,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,6,0.7818709935897435,0.7759,18.823922395706177,0.41870235294117647,0.4187023639678955,0.0,0.4933463931083679,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,7,0.803165064102564,0.7933,18.504848957061768,0.40625176470588237,0.4062517583370209,0.0,0.4911326467990875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,8,0.8212740384615385,0.8083,18.50066113471985,0.39025764705882354,0.39025765657424927,0.0,0.4878080189228058,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,9,0.8369190705128206,0.7666,18.444944143295288,0.3835129411764706,0.383512943983078,0.0,0.48624148964881897,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,10,0.8460536858974359,0.8234,18.452149629592896,0.3815647058823529,0.3815647065639496,0.0,0.48577067255973816,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,11,0.860516826923077,0.8399,18.55726385116577,0.3796294117647059,0.3796294033527374,0.0,0.48529475927352905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,12,0.8735376602564102,0.8492,18.424992561340332,0.3756294117647059,0.3756294250488281,0.0,0.48428499698638916,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,13,0.8824919871794872,0.8091,18.412214517593384,0.3757094117647059,0.3757094144821167,0.0,0.48430559039115906,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,14,0.8936298076923077,0.8592,18.415780305862427,0.37006823529411764,0.370068222284317,0.0,0.4828227162361145,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,15,0.9029647435897435,0.8661,18.620158195495605,0.36955058823529413,0.36955058574676514,0.0,0.482683002948761,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,16,0.9159254807692307,0.8707,18.493729829788208,0.3705494117647059,0.37054941058158875,0.0,0.48295193910598755,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,17,0.9272035256410256,0.8878,18.4639790058136,0.3663941176470588,0.36639413237571716,0.0,0.48181894421577454,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,18,0.9373397435897436,0.8873,18.294697523117065,0.3681188235294118,0.3681188225746155,0.0,0.48229387402534485,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,19,0.9497395833333333,0.8986,18.297792196273804,0.3663576470588235,0.3663576543331146,0.0,0.48180878162384033,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,20,0.9613782051282052,0.9117,18.396730422973633,0.3663235294117647,0.3663235306739807,0.0,0.48179933428764343,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,21,0.9706330128205128,0.9174,18.336515426635742,0.3661070588235294,0.3661070466041565,0.0,0.48173925280570984,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,22,0.9768429487179487,0.9222,18.377377033233643,0.3658270588235294,0.3658270537853241,0.0,0.48166128993034363,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,23,0.981229967948718,0.9252,18.382738828659058,0.3658588235294118,0.3658588230609894,0.0,0.48167020082473755,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,relu,2,24,0.9848758012820513,0.9258,18.55406093597412,0.3658094117647059,0.3658094108104706,0.0,0.48165637254714966,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
batchnorm,gelu,0,0,0.3574719551282051,0.4698,18.724398851394653,0.9835623529411764,0.5400500893592834,0.5370142459869385,0.3382384181022644,0.004381176549941301,0.04169334098696709,0.08711402863264084,0.24157053232192993,0.5370142459869385,0.8066087365150452,1.0357609987258911,1.1004983186721802,1.1276477575302124
batchnorm,gelu,0,1,0.5322716346153846,0.5329,18.377954483032227,0.9854705882352941,0.5282093286514282,0.5135670304298401,0.33929044008255005,0.006158310454338789,0.04083086550235748,0.08257930725812912,0.22463324666023254,0.5135670304298401,0.8007676005363464,1.0321874618530273,1.09908127784729,1.1276216506958008
batchnorm,gelu,0,2,0.6467548076923076,0.6878,18.540805101394653,0.9871352941176471,0.5146864056587219,0.49514687061309814,0.3321262001991272,0.007606800179928541,0.04170931503176689,0.08234240114688873,0.22054775059223175,0.49514687061309814,0.7758418321609497,1.0127619504928589,1.0903955698013306,1.1271753311157227
batchnorm,gelu,0,3,0.712119391025641,0.6977,18.34768271446228,0.9884094117647059,0.49982938170433044,0.47613632678985596,0.3161443769931793,0.008566182106733322,0.0449441522359848,0.08844739198684692,0.2339872419834137,0.47613632678985596,0.7342978119850159,0.9759591817855835,1.072964072227478,1.126081943511963
batchnorm,gelu,0,4,0.7584535256410256,0.7526,18.358474493026733,0.9893635294117648,0.4871426522731781,0.4635578393936157,0.302145779132843,0.00938481092453003,0.04775047302246094,0.0930122435092926,0.24152231216430664,0.4635578393936157,0.7008752822875977,0.9328861832618713,1.0488327741622925,1.1246362924575806
batchnorm,gelu,0,5,0.7884815705128205,0.7771,18.542893171310425,0.9901,0.47662290930747986,0.4542716145515442,0.28623202443122864,0.010103998705744743,0.052457068115472794,0.10152367502450943,0.2551385164260864,0.4542716145515442,0.6674401760101318,0.8905725479125977,1.0202425718307495,1.121854305267334
batchnorm,gelu,0,6,0.807071314102564,0.793,18.341784715652466,0.9912811764705882,0.4693457782268524,0.4493505358695984,0.2723934054374695,0.011541901156306267,0.057883091270923615,0.11019668728113174,0.2673090994358063,0.4493505358695984,0.6425422430038452,0.853969931602478,0.9941723942756653,1.1187161207199097
batchnorm,gelu,0,7,0.8225360576923076,0.8018,18.336618185043335,0.9917317647058823,0.46291154623031616,0.44570404291152954,0.26191258430480957,0.012186863459646702,0.06126698479056358,0.11598478257656097,0.2748735249042511,0.44570404291152954,0.6226226091384888,0.8262080550193787,0.9659287929534912,1.1144328117370605
batchnorm,gelu,0,8,0.8333333333333334,0.8252,18.458616971969604,0.9920317647058824,0.4597325623035431,0.44444388151168823,0.25574150681495667,0.012637720443308353,0.06372145563364029,0.11909057945013046,0.28021878004074097,0.44444388151168823,0.6103438138961792,0.8099322319030762,0.9532778859138489,1.1120362281799316
batchnorm,gelu,0,9,0.8430689102564103,0.8242,18.5052227973938,0.9923552941176471,0.45717182755470276,0.44433140754699707,0.2499101161956787,0.013057089410722256,0.06539939343929291,0.12187934666872025,0.2863619327545166,0.44433140754699707,0.5998421907424927,0.7946727871894836,0.9397796392440796,1.109439492225647
batchnorm,gelu,0,10,0.8546274038461539,0.8358,20.090299606323242,0.9924588235294117,0.4554538130760193,0.44437581300735474,0.2453629970550537,0.013245058245956898,0.0669267401099205,0.12403324246406555,0.29069983959198,0.44437581300735474,0.5932464003562927,0.7828218340873718,0.9267789721488953,1.106777310371399
batchnorm,gelu,0,11,0.8638221153846154,0.8463,19.29483914375305,0.9924647058823529,0.45355820655822754,0.4440913498401642,0.2425030916929245,0.013474784791469574,0.06733375787734985,0.12475776672363281,0.2932068705558777,0.4440913498401642,0.5862028002738953,0.7744095921516418,0.9195525050163269,1.1058197021484375
batchnorm,gelu,0,12,0.8755008012820513,0.8613,18.661523580551147,0.9926270588235294,0.4535483419895172,0.44576576352119446,0.24058887362480164,0.013696571812033653,0.06809396296739578,0.12563641369342804,0.29622459411621094,0.44576576352119446,0.5827903151512146,0.7696059346199036,0.9164052605628967,1.1054553985595703
batchnorm,gelu,0,13,0.8826722756410257,0.8653,18.442455768585205,0.9926035294117647,0.45198073983192444,0.4463045299053192,0.23807430267333984,0.013747381046414375,0.06815418601036072,0.12560337781906128,0.29753005504608154,0.4463045299053192,0.5784521102905273,0.7624397277832031,0.907244086265564,1.1027398109436035
batchnorm,gelu,0,14,0.8920472756410256,0.8615,18.49469304084778,0.9927517647058823,0.45160576701164246,0.44822585582733154,0.23541569709777832,0.013804026879370213,0.0692727267742157,0.12690462172031403,0.3010081350803375,0.44822585582733154,0.5748803615570068,0.7548140287399292,0.8998762965202332,1.1012427806854248
batchnorm,gelu,0,15,0.899579326923077,0.8792,18.4728741645813,0.9927376470588235,0.451118528842926,0.448672890663147,0.2339286506175995,0.013815131969749928,0.0692562386393547,0.12707145512104034,0.30256566405296326,0.448672890663147,0.5724142789840698,0.751683235168457,0.8962221741676331,1.0990514755249023
batchnorm,gelu,0,16,0.9100360576923077,0.886,18.465970277786255,0.9928388235294118,0.450819194316864,0.44919735193252563,0.23247051239013672,0.014095453545451164,0.06983509659767151,0.12774504721164703,0.30368006229400635,0.44919735193252563,0.5707908868789673,0.7477256059646606,0.8918638825416565,1.097435474395752
batchnorm,gelu,0,17,0.919110576923077,0.8913,18.637133836746216,0.9930011764705883,0.45018982887268066,0.4500078558921814,0.2302497923374176,0.014303755015134811,0.07057409733533859,0.1284392923116684,0.3050675690174103,0.4500078558921814,0.5685884952545166,0.7423319816589355,0.88383549451828,1.093481421470642
batchnorm,gelu,0,18,0.931209935897436,0.8939,18.35409116744995,0.9930505882352941,0.4498510956764221,0.4502517879009247,0.2290075123310089,0.01439649984240532,0.07123446464538574,0.12861259281635284,0.30715739727020264,0.4502517879009247,0.5666822195053101,0.739475429058075,0.8803404569625854,1.0930670499801636
batchnorm,gelu,0,19,0.9393429487179488,0.9072,18.44920301437378,0.9931058823529412,0.4500751197338104,0.45067116618156433,0.22827178239822388,0.014505448751151562,0.07176712900400162,0.1288263201713562,0.3082846403121948,0.45067116618156433,0.5661215782165527,0.7383227348327637,0.878618597984314,1.0920783281326294
batchnorm,gelu,0,20,0.9495793269230769,0.9134,18.526197910308838,0.9930082352941176,0.44968026876449585,0.45115673542022705,0.22706745564937592,0.01449616253376007,0.0718226507306099,0.12907478213310242,0.30925846099853516,0.45115673542022705,0.5646916031837463,0.7347913980484009,0.8745828866958618,1.0912498235702515
batchnorm,gelu,0,21,0.9593349358974359,0.9173,18.4857656955719,0.9931282352941176,0.44979092478752136,0.4517919421195984,0.22631330788135529,0.014589079655706882,0.07205827534198761,0.1296156942844391,0.3102834224700928,0.4517919421195984,0.5644412636756897,0.7332703471183777,0.8716248869895935,1.0899758338928223
batchnorm,gelu,0,22,0.9654447115384616,0.9198,18.456215381622314,0.9931623529411765,0.4502238631248474,0.4524790644645691,0.22590424120426178,0.014900436624884605,0.07236021757125854,0.1309829205274582,0.31125375628471375,0.4524790644645691,0.5644948482513428,0.733316957950592,0.8707049489021301,1.0881242752075195
batchnorm,gelu,0,23,0.96953125,0.9231,18.494587898254395,0.9932294117647059,0.4505745470523834,0.45250219106674194,0.22588491439819336,0.014774068258702755,0.07267804443836212,0.13244356215000153,0.3120233714580536,0.45250219106674194,0.5643472075462341,0.7334340214729309,0.8726954460144043,1.0903549194335938
batchnorm,gelu,0,24,0.9743589743589743,0.9229,18.458216428756714,0.9932670588235294,0.45038458704948425,0.4525700807571411,0.22542732954025269,0.014850486069917679,0.07330483943223953,0.13273265957832336,0.3119170069694519,0.4525700807571411,0.5644696354866028,0.7325814962387085,0.8707114458084106,1.0871447324752808
batchnorm,gelu,1,0,0.36302083333333335,0.4508,18.66074800491333,0.9824223529411765,0.5443874597549438,0.5334587097167969,0.35560497641563416,0.0042931074276566505,0.03693026676774025,0.07786772400140762,0.2115796059370041,0.5334587097167969,0.8523938655853271,1.0612099170684814,1.1099543571472168,1.128092885017395
batchnorm,gelu,1,1,0.534354967948718,0.586,19.254847526550293,0.9860141176470588,0.5313650965690613,0.514201819896698,0.34046709537506104,0.006568137556314468,0.04140591248869896,0.08329226076602936,0.22827577590942383,0.514201819896698,0.8096547722816467,1.0362255573272705,1.100011944770813,1.1276270151138306
batchnorm,gelu,1,2,0.6376802884615385,0.6437,18.65370535850525,0.987935294117647,0.5180758237838745,0.4981590509414673,0.3272069990634918,0.008093956857919693,0.04428277537226677,0.0876827985048294,0.23621724545955658,0.4981590509414673,0.773362398147583,1.0079385042190552,1.0878064632415771,1.1269962787628174
batchnorm,gelu,1,3,0.6992988782051283,0.6982,18.52008843421936,0.9888329411764706,0.5075135231018066,0.4878496527671814,0.318013995885849,0.008911022916436195,0.045763395726680756,0.08955276012420654,0.2376834750175476,0.4878496527671814,0.748401403427124,0.9802481532096863,1.0735653638839722,1.1261677742004395
batchnorm,gelu,1,4,0.7478766025641026,0.7358,19.01522994041443,0.9900141176470588,0.49515485763549805,0.475088506937027,0.29921576380729675,0.010021924041211605,0.051332417875528336,0.09973473846912384,0.25542333722114563,0.475088506937027,0.7076653242111206,0.9323028922080994,1.045021891593933,1.124103307723999
batchnorm,gelu,1,5,0.7796875,0.7144,18.674595832824707,0.9910082352941176,0.4859848916530609,0.4661073386669159,0.2854573726654053,0.011160697788000107,0.05672287940979004,0.10842188447713852,0.2657385468482971,0.4661073386669159,0.6791680455207825,0.8969456553459167,1.0213232040405273,1.1218253374099731
batchnorm,gelu,1,6,0.8005208333333333,0.7759,18.70026445388794,0.9918611764705882,0.4781606197357178,0.4586101174354553,0.27445775270462036,0.012234716676175594,0.0606079027056694,0.11498573422431946,0.273424357175827,0.4586101174354553,0.656072199344635,0.8683671355247498,1.000447154045105,1.1187400817871094
batchnorm,gelu,1,7,0.8186298076923076,0.791,18.633803844451904,0.9922682352941177,0.47216716408729553,0.4547498822212219,0.26432567834854126,0.013001828454434872,0.0653589740395546,0.12106301635503769,0.28086861968040466,0.4547498822212219,0.6359313726425171,0.842120885848999,0.9801691770553589,1.1157296895980835
batchnorm,gelu,1,8,0.8346153846153846,0.8131,18.557774305343628,0.9925988235294118,0.4683755934238434,0.4525991976261139,0.2573653757572174,0.013580763712525368,0.06784327328205109,0.12472553551197052,0.2868461608886719,0.4525991976261139,0.6227065324783325,0.8240016102790833,0.9633997678756714,1.1134244203567505
batchnorm,gelu,1,9,0.8433493589743589,0.835,19.30246901512146,0.9930223529411765,0.46600425243377686,0.45159828662872314,0.2512321472167969,0.014462967403233051,0.07044202089309692,0.12792354822158813,0.29383525252342224,0.45159828662872314,0.6108782291412354,0.8093823194503784,0.9510051012039185,1.1108485460281372
batchnorm,gelu,1,10,0.8548277243589744,0.8437,18.64676523208618,0.993055294117647,0.4636450409889221,0.45112693309783936,0.24724771082401276,0.01446680910885334,0.07141968607902527,0.12852677702903748,0.2969777584075928,0.45112693309783936,0.6030349135398865,0.7977843880653381,0.9413610696792603,1.1091192960739136
batchnorm,gelu,1,11,0.8649439102564103,0.8393,18.54208779335022,0.9931152941176471,0.4621434211730957,0.4511221647262573,0.24424591660499573,0.01460757851600647,0.07169846445322037,0.12885621190071106,0.3000330924987793,0.4511221647262573,0.5971726179122925,0.7902866005897522,0.9334269762039185,1.1069821119308472
batchnorm,gelu,1,12,0.8749799679487179,0.8491,18.49066972732544,0.9931682352941177,0.4614660441875458,0.4516184329986572,0.24180875718593597,0.014545456506311893,0.07309720665216446,0.13008971512317657,0.3036423325538635,0.4516184329986572,0.5923188924789429,0.7839881181716919,0.9282829761505127,1.1069839000701904
batchnorm,gelu,1,13,0.8844551282051282,0.8684,18.54939842224121,0.9933435294117647,0.45971593260765076,0.45220643281936646,0.23871789872646332,0.014832688495516777,0.07304508239030838,0.13073430955410004,0.3055841326713562,0.45220643281936646,0.5865410566329956,0.7745835185050964,0.9178009033203125,1.1042375564575195
batchnorm,gelu,1,14,0.8931690705128205,0.8778,18.61060929298401,0.9931941176470588,0.45928359031677246,0.4526972770690918,0.23705178499221802,0.014736558310687542,0.07338472455739975,0.13261695206165314,0.3076488673686981,0.4526972770690918,0.5839614868164062,0.7709515690803528,0.914085865020752,1.1031368970870972
