attack,alpha,seed,active_frac,gate_mean,final_loss,mse,psnr,corr
inverting_gradients,0.5,12,1.0,0.12160025537014008,0.0021733613684773445,0.32791566848754883,-2.5474218807633586,0.49830561876296997
dlg,0.5,13,0.9535501599311829,0.09430520236492157,0.43275538086891174,35.85963821411133,-22.84569109154736,0.053272318094968796
idlg,0.5,13,0.36628401279449463,0.029760148376226425,0.598771333694458,16579.884765625,-49.495447132479725,0.005641972180455923
inverting_gradients,0.5,13,1.0,0.11949322372674942,0.005788719747215509,1.6129746437072754,-9.375907457234183,0.18820622563362122
dlg,0.5,14,0.9961734414100647,0.11136940866708755,0.11053099483251572,8.988323211669922,-16.896322471224952,0.0632200837135315
idlg,0.5,14,0.7897533774375916,0.07773798704147339,0.2579113245010376,1391.3154296875,-38.79379167754752,-0.022880002856254578
inverting_gradients,0.5,14,1.0,0.12227214872837067,8.95256016519852e-05,0.14419394731521606,1.0509940290561666,0.6663820743560791
dlg,0.5,15,1.0,0.12139882147312164,0.015764905139803886,0.7638839483261108,-6.2505509519816425,0.28932905197143555
idlg,0.5,15,0.0,2.7876176367236383e-10,2.1466031074523926,3942368673792.0,-133.3778494624909,-0.008761107921600342
inverting_gradients,0.5,15,1.0,0.1224982962012291,0.0005572153604589403,0.23654338717460632,-1.159385223910208,0.5236790776252747
dlg,0.5,16,0.9952167868614197,0.11447392404079437,0.1513122320175171,6.648954391479492,-15.557014115081756,0.2465316355228424
idlg,0.5,16,0.8754251599311829,0.09691666066646576,0.20035775005817413,531.75634765625,-34.586607404356045,0.2038215547800064
inverting_gradients,0.5,16,1.0,0.11896999925374985,0.026367569342255592,1.709218978881836,-9.657457640959972,0.23171304166316986
dlg,0.5,17,0.9539753198623657,0.10046488046646118,0.3668990433216095,33.77629852294922,-22.706397653854946,0.08783052861690521
idlg,0.5,17,0.0,1.7054936022470324e-12,1.6852242946624756,9658306658304.0,-137.26928701458004,-0.023613333702087402
inverting_gradients,0.5,17,1.0,0.11716722697019577,0.023299483582377434,1.8342269659042358,-10.054807849480596,0.2982880175113678
dlg,0.5,18,0.9612032175064087,0.10053499788045883,0.09063684195280075,33.806922912597656,-22.710333543285422,0.05406872183084488
idlg,0.5,18,0.9024234414100647,0.09152814000844955,0.12634018063545227,135.13526916503906,-28.72796422018485,0.005796559154987335
inverting_gradients,0.5,18,1.0,0.11677587032318115,0.015290511772036552,3.8704471588134766,-13.297888536453916,0.15241172909736633
dlg,0.5,19,0.8832908272743225,0.08975710719823837,0.24585524201393127,188.39471435546875,-30.1404873338833,0.0802822858095169
idlg,0.5,19,0.7102465629577637,0.07291556149721146,0.34094303846359253,2760.05859375,-41.79898321298313,0.06941907107830048
inverting_gradients,0.5,19,1.0,0.12148883938789368,0.00022093611187301576,0.24622409045696259,-1.3031056127995666,0.5491642951965332
dlg,1.0,0,0.9559949040412903,0.18809431791305542,0.17847193777561188,12.09261417388916,-18.15468254114815,0.10339437425136566
idlg,1.0,0,0.9613094925880432,0.20011486113071442,0.16609013080596924,12.454988479614258,-18.282913877577364,0.09618203341960907
inverting_gradients,1.0,0,0.9963860511779785,0.21014785766601562,0.019025355577468872,2.1651110649108887,-10.68428237098013,0.21578316390514374
dlg,1.0,1,0.0,0.0,0.9585581421852112,138341517361152.0,-148.73900592399937,0.05822084844112396
idlg,1.0,1,0.9903273582458496,0.2187403440475464,0.01757550984621048,4.172418117523193,-13.533358801243352,0.28381019830703735
