alpha,optimizer,seed,frac_active_sp_gt_0.0001,frac_active_sp_gt_0.001,frac_active_sp_gt_0.01,frac_active_sp_gt_0.05,frac_active_sp_gt_0.1
20.0,nesterov,7,0.285400390625,0.285400390625,0.285400390625,0.285400390625,0.285400390625
20.0,adam,0,0.4658203125,0.4658203125,0.4658203125,0.4658203125,0.4658203125
20.0,adam,1,0.48876953125,0.48876953125,0.48876953125,0.48876953125,0.48876953125
20.0,adam,2,0.47314453125,0.47314453125,0.47314453125,0.47314453125,0.47314453125
20.0,adam,3,0.457275390625,0.457275390625,0.457275390625,0.457275390625,0.457275390625
20.0,adam,4,0.47021484375,0.47021484375,0.47021484375,0.47021484375,0.47021484375
20.0,adam,5,0.469970703125,0.469970703125,0.469970703125,0.469970703125,0.469970703125
20.0,adam,6,0.484130859375,0.484130859375,0.484130859375,0.484130859375,0.484130859375
20.0,adam,7,0.452880859375,0.452880859375,0.452880859375,0.452880859375,0.452880859375
20.0,lbfgsb,0,0.388916015625,0.388916015625,0.388916015625,0.388916015625,0.388916015625
20.0,lbfgsb,1,0.345703125,0.345703125,0.345703125,0.345703125,0.345703125
20.0,lbfgsb,2,0.330078125,0.330078125,0.330078125,0.330078125,0.330078125
20.0,lbfgsb,3,0.3388671875,0.3388671875,0.3388671875,0.3388671875,0.3388671875
20.0,lbfgsb,4,0.40966796875,0.40966796875,0.40966796875,0.40966796875,0.40966796875
20.0,lbfgsb,5,0.344482421875,0.344482421875,0.344482421875,0.344482421875,0.344482421875
20.0,lbfgsb,6,0.333251953125,0.333251953125,0.333251953125,0.333251953125,0.333251953125
20.0,lbfgsb,7,0.384033203125,0.384033203125,0.384033203125,0.384033203125,0.384033203125
25.0,pgd,0,0.143798828125,0.143798828125,0.143798828125,0.143798828125,0.143798828125
25.0,pgd,1,0.143798828125,0.143798828125,0.143798828125,0.143798828125,0.143798828125
25.0,pgd,2,0.1591796875,0.1591796875,0.1591796875,0.1591796875,0.1591796875
25.0,pgd,3,0.1376953125,0.1376953125,0.1376953125,0.1376953125,0.1376953125
25.0,pgd,4,0.14697265625,0.14697265625,0.14697265625,0.14697265625,0.14697265625
25.0,pgd,5,0.14404296875,0.14404296875,0.14404296875,0.14404296875,0.14404296875
25.0,pgd,6,0.1455078125,0.1455078125,0.1455078125,0.1455078125,0.1455078125
25.0,pgd,7,0.1357421875,0.1357421875,0.1357421875,0.1357421875,0.1357421875
25.0,momentum,0,0.1767578125,0.1767578125,0.1767578125,0.1767578125,0.1767578125
25.0,momentum,1,0.1767578125,0.1767578125,0.1767578125,0.1767578125,0.1767578125
25.0,momentum,2,0.177001953125,0.177001953125,0.177001953125,0.177001953125,0.177001953125
25.0,momentum,3,0.17822265625,0.17822265625,0.17822265625,0.17822265625,0.17822265625
25.0,momentum,4,0.173095703125,0.173095703125,0.173095703125,0.173095703125,0.173095703125
25.0,momentum,5,0.192626953125,0.192626953125,0.192626953125,0.192626953125,0.192626953125
25.0,momentum,6,0.162841796875,0.162841796875,0.162841796875,0.162841796875,0.162841796875
25.0,momentum,7,0.1796875,0.1796875,0.1796875,0.1796875,0.1796875
25.0,nesterov,0,0.147216796875,0.147216796875,0.147216796875,0.147216796875,0.147216796875
25.0,nesterov,1,0.14404296875,0.14404296875,0.14404296875,0.14404296875,0.14404296875
25.0,nesterov,2,0.1552734375,0.1552734375,0.1552734375,0.1552734375,0.1552734375
25.0,nesterov,3,0.153076171875,0.153076171875,0.153076171875,0.153076171875,0.153076171875
25.0,nesterov,4,0.145263671875,0.145263671875,0.145263671875,0.145263671875,0.145263671875
25.0,nesterov,5,0.1416015625,0.1416015625,0.1416015625,0.1416015625,0.1416015625
25.0,nesterov,6,0.150146484375,0.150146484375,0.150146484375,0.150146484375,0.150146484375
25.0,nesterov,7,0.145751953125,0.145751953125,0.145751953125,0.145751953125,0.145751953125
25.0,adam,0,0.33349609375,0.33349609375,0.33349609375,0.33349609375,0.33349609375
25.0,adam,1,0.36474609375,0.36474609375,0.36474609375,0.36474609375,0.36474609375
25.0,adam,2,0.35205078125,0.35205078125,0.35205078125,0.35205078125,0.35205078125
25.0,adam,3,0.33984375,0.33984375,0.33984375,0.33984375,0.33984375
25.0,adam,4,0.358154296875,0.358154296875,0.358154296875,0.358154296875,0.358154296875
25.0,adam,5,0.357421875,0.357421875,0.357421875,0.357421875,0.357421875
25.0,adam,6,0.3642578125,0.3642578125,0.3642578125,0.3642578125,0.3642578125
25.0,adam,7,0.33642578125,0.33642578125,0.33642578125,0.33642578125,0.33642578125
25.0,lbfgsb,0,0.2529296875,0.2529296875,0.2529296875,0.2529296875,0.2529296875
25.0,lbfgsb,1,0.270263671875,0.270263671875,0.270263671875,0.270263671875,0.270263671875
25.0,lbfgsb,2,0.265625,0.265625,0.265625,0.265625,0.265625
25.0,lbfgsb,3,0.21484375,0.21484375,0.21484375,0.21484375,0.21484375
25.0,lbfgsb,4,0.24560546875,0.24560546875,0.24560546875,0.24560546875,0.24560546875
25.0,lbfgsb,5,0.323486328125,0.323486328125,0.323486328125,0.323486328125,0.323486328125
25.0,lbfgsb,6,0.21240234375,0.21240234375,0.21240234375,0.21240234375,0.21240234375
25.0,lbfgsb,7,0.328857421875,0.328857421875,0.328857421875,0.328857421875,0.328857421875
30.0,pgd,0,0.102783203125,0.102783203125,0.102783203125,0.102783203125,0.102783203125
30.0,pgd,1,0.09326171875,0.09326171875,0.09326171875,0.09326171875,0.09326171875
30.0,pgd,2,0.096435546875,0.096435546875,0.096435546875,0.096435546875,0.096435546875
30.0,pgd,3,0.096923828125,0.096923828125,0.096923828125,0.096923828125,0.096923828125
30.0,pgd,4,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625
30.0,pgd,5,0.097900390625,0.097900390625,0.097900390625,0.097900390625,0.097900390625
30.0,pgd,6,0.096923828125,0.096923828125,0.096923828125,0.096923828125,0.096923828125
30.0,pgd,7,0.089111328125,0.089111328125,0.089111328125,0.089111328125,0.089111328125
30.0,momentum,0,0.076904296875,0.076904296875,0.076904296875,0.076904296875,0.076904296875
30.0,momentum,1,0.08642578125,0.08642578125,0.08642578125,0.08642578125,0.08642578125
30.0,momentum,2,0.0859375,0.0859375,0.0859375,0.0859375,0.0859375
30.0,momentum,3,0.0869140625,0.0869140625,0.0869140625,0.0869140625,0.0869140625
30.0,momentum,4,0.08837890625,0.08837890625,0.08837890625,0.08837890625,0.08837890625
30.0,momentum,5,0.083740234375,0.083740234375,0.083740234375,0.083740234375,0.083740234375
30.0,momentum,6,0.08251953125,0.08251953125,0.08251953125,0.08251953125,0.08251953125
30.0,momentum,7,0.091552734375,0.091552734375,0.091552734375,0.091552734375,0.091552734375
30.0,nesterov,0,0.091552734375,0.091552734375,0.091552734375,0.091552734375,0.091552734375
30.0,nesterov,1,0.100341796875,0.100341796875,0.100341796875,0.100341796875,0.100341796875
30.0,nesterov,2,0.09619140625,0.09619140625,0.09619140625,0.09619140625,0.09619140625
30.0,nesterov,3,0.086181640625,0.086181640625,0.086181640625,0.086181640625,0.086181640625
30.0,nesterov,4,0.090087890625,0.090087890625,0.090087890625,0.090087890625,0.090087890625
30.0,nesterov,5,0.085205078125,0.085205078125,0.085205078125,0.085205078125,0.085205078125
30.0,nesterov,6,0.101806640625,0.101806640625,0.101806640625,0.101806640625,0.101806640625
30.0,nesterov,7,0.093017578125,0.093017578125,0.093017578125,0.093017578125,0.093017578125
30.0,adam,0,0.260986328125,0.260986328125,0.260986328125,0.260986328125,0.260986328125
30.0,adam,1,0.29638671875,0.29638671875,0.29638671875,0.29638671875,0.29638671875
30.0,adam,2,0.273193359375,0.273193359375,0.273193359375,0.273193359375,0.273193359375
30.0,adam,3,0.268310546875,0.268310546875,0.268310546875,0.268310546875,0.268310546875
30.0,adam,4,0.289306640625,0.289306640625,0.289306640625,0.289306640625,0.289306640625
30.0,adam,5,0.2744140625,0.2744140625,0.2744140625,0.2744140625,0.2744140625
30.0,adam,6,0.290283203125,0.290283203125,0.290283203125,0.290283203125,0.290283203125
30.0,adam,7,0.262451171875,0.262451171875,0.262451171875,0.262451171875,0.262451171875
30.0,lbfgsb,0,0.19677734375,0.19677734375,0.19677734375,0.19677734375,0.19677734375
30.0,lbfgsb,1,0.15234375,0.15234375,0.15234375,0.15234375,0.15234375
30.0,lbfgsb,2,0.17529296875,0.17529296875,0.17529296875,0.17529296875,0.17529296875
30.0,lbfgsb,3,0.23974609375,0.23974609375,0.23974609375,0.23974609375,0.23974609375
30.0,lbfgsb,4,0.142333984375,0.142333984375,0.142333984375,0.142333984375,0.142333984375
30.0,lbfgsb,5,0.126953125,0.126953125,0.126953125,0.126953125,0.126953125
30.0,lbfgsb,6,0.1689453125,0.1689453125,0.1689453125,0.1689453125,0.1689453125
30.0,lbfgsb,7,0.168701171875,0.168701171875,0.168701171875,0.168701171875,0.168701171875
40.0,pgd,0,0.05029296875,0.05029296875,0.05029296875,0.05029296875,0.05029296875
40.0,pgd,1,0.063232421875,0.063232421875,0.063232421875,0.063232421875,0.063232421875
40.0,pgd,2,0.05859375,0.05859375,0.05859375,0.05859375,0.05859375
40.0,pgd,3,0.058837890625,0.058837890625,0.058837890625,0.058837890625,0.058837890625
40.0,pgd,4,0.056884765625,0.056884765625,0.056884765625,0.056884765625,0.056884765625
40.0,pgd,5,0.052490234375,0.052490234375,0.052490234375,0.052490234375,0.052490234375
40.0,pgd,6,0.055419921875,0.055419921875,0.055419921875,0.055419921875,0.055419921875
40.0,pgd,7,0.064697265625,0.064697265625,0.064697265625,0.064697265625,0.064697265625
40.0,momentum,0,0.039794921875,0.039794921875,0.039794921875,0.039794921875,0.039794921875
40.0,momentum,1,0.03662109375,0.03662109375,0.03662109375,0.03662109375,0.03662109375
40.0,momentum,2,0.03466796875,0.03466796875,0.03466796875,0.03466796875,0.03466796875
40.0,momentum,3,0.0361328125,0.0361328125,0.0361328125,0.0361328125,0.0361328125
40.0,momentum,4,0.0380859375,0.0380859375,0.0380859375,0.0380859375,0.0380859375
40.0,momentum,5,0.036865234375,0.036865234375,0.036865234375,0.036865234375,0.036865234375
40.0,momentum,6,0.03466796875,0.03466796875,0.03466796875,0.03466796875,0.03466796875
40.0,momentum,7,0.04296875,0.04296875,0.04296875,0.04296875,0.04296875
40.0,nesterov,0,0.057861328125,0.057861328125,0.057861328125,0.057861328125,0.057861328125
40.0,nesterov,1,0.0556640625,0.0556640625,0.0556640625,0.0556640625,0.0556640625
40.0,nesterov,2,0.064208984375,0.064208984375,0.064208984375,0.064208984375,0.064208984375
40.0,nesterov,3,0.05810546875,0.05810546875,0.05810546875,0.05810546875,0.05810546875
40.0,nesterov,4,0.052490234375,0.052490234375,0.052490234375,0.052490234375,0.052490234375
40.0,nesterov,5,0.063720703125,0.063720703125,0.063720703125,0.063720703125,0.063720703125
40.0,nesterov,6,0.057373046875,0.057373046875,0.057373046875,0.057373046875,0.057373046875
40.0,nesterov,7,0.055419921875,0.055419921875,0.055419921875,0.055419921875,0.055419921875
40.0,adam,0,0.18701171875,0.18701171875,0.18701171875,0.18701171875,0.18701171875
40.0,adam,1,0.196044921875,0.196044921875,0.196044921875,0.196044921875,0.196044921875
40.0,adam,2,0.185302734375,0.185302734375,0.185302734375,0.185302734375,0.185302734375
40.0,adam,3,0.181884765625,0.181884765625,0.181884765625,0.181884765625,0.181884765625
40.0,adam,4,0.194580078125,0.194580078125,0.194580078125,0.194580078125,0.194580078125
40.0,adam,5,0.192626953125,0.192626953125,0.192626953125,0.192626953125,0.192626953125
40.0,adam,6,0.19580078125,0.19580078125,0.19580078125,0.19580078125,0.19580078125
40.0,adam,7,0.188720703125,0.188720703125,0.188720703125,0.188720703125,0.188720703125
40.0,lbfgsb,0,0.107177734375,0.107177734375,0.107177734375,0.107177734375,0.107177734375
40.0,lbfgsb,1,0.118408203125,0.118408203125,0.118408203125,0.118408203125,0.118408203125
40.0,lbfgsb,2,0.103515625,0.103515625,0.103515625,0.103515625,0.103515625
40.0,lbfgsb,3,0.148681640625,0.148681640625,0.148681640625,0.148681640625,0.148681640625
40.0,lbfgsb,4,0.1376953125,0.1376953125,0.1376953125,0.1376953125,0.1376953125
40.0,lbfgsb,5,0.177490234375,0.177490234375,0.177490234375,0.177490234375,0.177490234375
40.0,lbfgsb,6,0.203125,0.203125,0.203125,0.203125,0.203125
40.0,lbfgsb,7,0.21875,0.21875,0.21875,0.21875,0.21875
60.0,pgd,0,0.033447265625,0.033447265625,0.033447265625,0.033447265625,0.033447265625
60.0,pgd,1,0.035888671875,0.035888671875,0.035888671875,0.035888671875,0.035888671875
60.0,pgd,2,0.036376953125,0.036376953125,0.036376953125,0.036376953125,0.036376953125
60.0,pgd,3,0.0400390625,0.0400390625,0.0400390625,0.0400390625,0.0400390625
60.0,pgd,4,0.040283203125,0.040283203125,0.040283203125,0.040283203125,0.040283203125
60.0,pgd,5,0.04296875,0.04296875,0.04296875,0.04296875,0.04296875
60.0,pgd,6,0.039794921875,0.039794921875,0.039794921875,0.039794921875,0.039794921875
60.0,pgd,7,0.04150390625,0.04150390625,0.04150390625,0.04150390625,0.04150390625
60.0,momentum,0,0.016357421875,0.016357421875,0.016357421875,0.016357421875,0.016357421875
60.0,momentum,1,0.0146484375,0.0146484375,0.0146484375,0.0146484375,0.0146484375
60.0,momentum,2,0.021240234375,0.021240234375,0.021240234375,0.021240234375,0.021240234375
60.0,momentum,3,0.018310546875,0.018310546875,0.018310546875,0.018310546875,0.018310546875
60.0,momentum,4,0.01953125,0.01953125,0.01953125,0.01953125,0.01953125
60.0,momentum,5,0.019775390625,0.019775390625,0.019775390625,0.019775390625,0.019775390625
60.0,momentum,6,0.020751953125,0.020751953125,0.020751953125,0.020751953125,0.020751953125
60.0,momentum,7,0.021728515625,0.021728515625,0.021728515625,0.021728515625,0.021728515625
60.0,nesterov,0,0.03076171875,0.03076171875,0.03076171875,0.03076171875,0.03076171875
60.0,nesterov,1,0.040771484375,0.040771484375,0.040771484375,0.040771484375,0.040771484375
60.0,nesterov,2,0.034423828125,0.034423828125,0.034423828125,0.034423828125,0.034423828125
60.0,nesterov,3,0.03515625,0.03515625,0.03515625,0.03515625,0.03515625
60.0,nesterov,4,0.02880859375,0.02880859375,0.02880859375,0.02880859375,0.02880859375
60.0,nesterov,5,0.035400390625,0.035400390625,0.035400390625,0.035400390625,0.035400390625
60.0,nesterov,6,0.029541015625,0.029541015625,0.029541015625,0.029541015625,0.029541015625
60.0,nesterov,7,0.03125,0.03125,0.03125,0.03125,0.03125
60.0,adam,0,0.103515625,0.103515625,0.103515625,0.103515625,0.103515625
60.0,adam,1,0.11669921875,0.11669921875,0.11669921875,0.11669921875,0.11669921875
60.0,adam,2,0.114501953125,0.114501953125,0.114501953125,0.114501953125,0.114501953125
60.0,adam,3,0.1083984375,0.1083984375,0.1083984375,0.1083984375,0.1083984375
60.0,adam,4,0.10693359375,0.10693359375,0.10693359375,0.10693359375,0.10693359375
60.0,adam,5,0.115966796875,0.115966796875,0.115966796875,0.115966796875,0.115966796875
60.0,adam,6,0.114501953125,0.114501953125,0.114501953125,0.114501953125,0.114501953125
60.0,adam,7,0.10888671875,0.10888671875,0.10888671875,0.10888671875,0.10888671875
60.0,lbfgsb,0,0.02587890625,0.02587890625,0.02587890625,0.02587890625,0.02587890625
60.0,lbfgsb,1,0.09228515625,0.09228515625,0.09228515625,0.09228515625,0.09228515625
60.0,lbfgsb,2,0.115478515625,0.115478515625,0.115478515625,0.115478515625,0.115478515625
60.0,lbfgsb,3,0.044921875,0.044921875,0.044921875,0.044921875,0.044921875
60.0,lbfgsb,4,0.064453125,0.064453125,0.064453125,0.064453125,0.064453125
60.0,lbfgsb,5,0.102783203125,0.102783203125,0.102783203125,0.102783203125,0.102783203125
60.0,lbfgsb,6,0.10986328125,0.10986328125,0.10986328125,0.10986328125,0.10986328125
60.0,lbfgsb,7,0.088623046875,0.088623046875,0.088623046875,0.088623046875,0.088623046875
