image_h,image_w,kernel_name,target_name,alpha,c,activation,noise_std,tv_lambda,tikhonov_lambda,optimizer,init_mode,seed,time_sec,loss_init,loss_final,grad_init,grad_final,output_mse_final,output_binary_acc_final,output_iou_final,input_psnr_final,input_ssim_final,active_grad_frac_final,saturation_frac_final,rel_loss_reduction,num_iters_recorded,scipy_message,scipy_success,scipy_nit
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,0,41.16947913169861,1092.418871696519,634.2036036475921,29.044827081467933,20.991881822627793,0.15483486417177542,1.0,1.0,4.543889953575296,0.003978496834186919,1.0,0.0,0.4194501577378664,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,1,43.77870845794678,1075.0846512993649,634.2094161684886,28.663410400150564,20.991860717092717,0.1548362832442599,1.0,1.0,4.540384136813881,0.0029323169187620585,1.0,0.0,0.41008420555351366,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,2,43.78344964981079,1096.0214256277793,634.2109168029133,29.433785312587247,20.991816906497128,0.15483664961008625,1.0,1.0,4.536720353821626,0.005346060760635759,1.0,0.0,0.4213517163319596,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,3,44.24197721481323,1096.8077280803373,634.2063956071756,29.48593866578953,20.991799018367125,0.15483554580253311,1.0,1.0,4.528540024014872,0.003989622989195942,1.0,0.0,0.4217706719506974,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,4,42.27589535713196,1085.2546729284109,634.2078679594232,29.120437805605626,20.991859236127205,0.15483590526353105,1.0,1.0,4.523274467223775,0.00045529540802771343,1.0,0.0,0.4156137874549756,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,5,43.82806992530823,1093.1319615699526,634.2077537742388,29.36380113428763,20.991866296037898,0.15483587738628876,1.0,1.0,4.521644680947845,-0.000356473777017925,1.0,0.0,0.4198250750409021,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,6,41.74742364883423,1076.7795879654868,634.2094661449078,29.092042930709713,20.991874918094194,0.15483629544553412,1.0,1.0,4.524588216587223,0.0019276449107180637,1.0,0.0,0.41101273349431694,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,pgd,random,7,44.31613111495972,1105.930277998634,634.2076796071248,29.75438993554479,20.991896493147244,0.1548358592790832,1.0,1.0,4.561286280752488,0.006405850943589128,1.0,0.0,0.4265391840479946,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,momentum,random,0,45.68308639526367,1092.418871696519,634.1685396851237,29.044827081467933,20.99190344763211,0.1548263036340634,1.0,1.0,4.587180791571808,0.003033299981104343,1.0,0.0,0.4194822552815622,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,momentum,random,1,45.17333698272705,1075.0846512993649,634.1685758156079,28.663410400150564,20.99190394805952,0.1548263124549824,1.0,1.0,4.592040552052367,0.0025926175747747124,1.0,0.0,0.41012219358806634,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,momentum,random,2,45.5289580821991,1096.0214256277793,634.1688918249117,29.433785312587247,20.991905116573992,0.15482638960569134,1.0,1.0,4.589142589865109,0.004666158302986172,1.0,0.0,0.4213900595404215,600,,,
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.0,0.0,0.0,momentum,random,3,45.54907965660095,1096.8077280803373,634.1691313133365,29.48593866578953,20.991902978733695,0.15482644807454504,1.0,1.0,4.5825140705300775,0.0037986748436065173,1.0,0.0,0.42180464717979643,600,,,
