arch,dataset,seed,epoch,test_loss,test_acc,lr,epoch_time,mean_active_frac,min_active_frac,mean_effective_rank,mean_stable_rank,n_layers_measured,n_layers_total
resnet18,cifar10,2,14,0.46809667143821715,0.8486,0.03454915028125265,14.786647081375122,0.3863565921783447,0.2264842987060547,54.6965233297909,3.465699511415818,17,17
resnet18,cifar10,2,15,0.5053542702674866,0.8382,0.02871103542174637,14.915806770324707,0.38693827741286335,0.22558116912841797,54.65870823579676,3.452479699078728,17,17
resnet18,cifar10,2,16,0.4162850646018982,0.8589,0.02320866025105016,14.961760997772217,0.3850451585124521,0.2199544906616211,54.49105004703297,3.406717440661262,17,17
resnet18,cifar10,2,17,0.33365940017700196,0.89,0.018128800512565515,14.93850040435791,0.3813006597406724,0.20838069915771484,54.81236872953527,3.5683395932702457,17,17
resnet18,cifar10,2,18,0.3223684592485428,0.8937,0.013551568628929436,14.906671285629272,0.38020321200875673,0.20562076568603516,54.823850968304804,3.5840382085126987,17,17
resnet18,cifar10,2,19,0.2992014997959137,0.9025,0.009549150281252635,14.994832038879395,0.37809032552382527,0.20014667510986328,54.97280143289005,3.665889193029965,17,17
resnet18,cifar10,2,20,0.2659689864635468,0.9154,0.006184665997806822,14.75719666481018,0.3784451221718508,0.19885826110839844,54.939558814553656,3.5927567762487076,17,17
resnet18,cifar10,2,21,0.25214998083114626,0.9209,0.003511175705587433,14.821197509765625,0.37871785900172067,0.19681739807128906,54.859136918011835,3.6182161078733555,17,17
resnet18,cifar10,2,22,0.2463825727701187,0.9224,0.001570841943568452,14.816189527511597,0.3783476790961097,0.19416236877441406,55.07235268985524,3.6484628635294296,17,17
resnet18,cifar10,2,23,0.23802309284210205,0.9257,0.00039426493427611184,14.798763036727905,0.3779712792705087,0.19330596923828125,55.04753337186926,3.6621002800324383,17,17
resnet18,cifar10,2,24,0.23687883174419402,0.9251,0.0,14.937200546264648,0.37806692719459534,0.19307994842529297,54.93982696533203,3.600834937656627,17,17
resnet50,cifar10,0,0,1.936495067214966,0.2635,0.0996057350657239,21.043673753738403,0.5356540436647377,0.009985923767089844,22.81099612372262,1.4859625368702167,49,49
resnet50,cifar10,0,1,1.7482742671966554,0.3336,0.09842915805643156,19.609094619750977,0.5094908004512593,0.02203989028930664,25.004403703066767,1.4947205222382838,49,49
resnet50,cifar10,0,2,1.6067254638671875,0.4017,0.09648882429441258,19.614032745361328,0.5041420800345284,0.04142570495605469,29.42239236831665,1.5685397508193035,49,49
resnet50,cifar10,0,3,1.3861475303649902,0.4912,0.09381533400219319,19.605318069458008,0.4994772547970013,0.0586848258972168,33.51072727904028,1.6909399105578053,49,49
resnet50,cifar10,0,4,1.2850684564590453,0.5378,0.0904508497187474,19.612855911254883,0.4945424509291746,0.07960081100463867,37.0188346784942,1.797262233130786,49,49
resnet50,cifar10,0,5,1.0275897422790528,0.6309,0.0864484313710706,19.61931586265564,0.4907257362287872,0.11356496810913086,39.79133352941396,1.932321465745264,49,49
resnet50,cifar10,0,6,1.0232014451980591,0.6384,0.0818711994874345,19.61884570121765,0.4861438815691033,0.14613914489746094,42.0989537141761,2.0780367802600472,49,49
resnet50,cifar10,0,7,0.8363470212936401,0.7084,0.07679133974894983,19.622598886489868,0.47968764755190635,0.17942237854003906,44.562930360132334,2.2213395031131045,49,49
resnet50,cifar10,0,8,0.7471752639770508,0.7377,0.07128896457825364,19.623101472854614,0.4723477047316882,0.2079024314880371,45.37282655677017,2.2383791256924064,49,49
resnet50,cifar10,0,9,0.8333037265777588,0.7257,0.06545084971874737,19.62495732307434,0.4692910879242177,0.25437691807746887,47.015522119950276,2.3624209749455356,49,49
resnet50,cifar10,0,10,0.6647537478446961,0.7731,0.05936906572928624,19.624881267547607,0.46250889860853855,0.2748226225376129,47.65836583351602,2.434198875816501,49,49
resnet50,cifar10,0,11,0.6173048456192016,0.7896,0.05313952597646568,19.624719619750977,0.46346547591442966,0.29816150665283203,48.99508425654197,2.4387319087982178,49,49
resnet50,cifar10,0,12,0.7138762403488159,0.7732,0.04686047402353434,19.62521266937256,0.45321074797182664,0.2784557342529297,48.71524869179239,2.494455454300861,49,49
resnet50,cifar10,0,13,0.5652915058135987,0.8105,0.04063093427071378,19.62632656097412,0.45295244272874324,0.2788124084472656,49.42042413049815,2.4975197923426724,49,49
resnet50,cifar10,0,14,0.4944590046882629,0.8316,0.03454915028125265,19.625741243362427,0.45221806545646825,0.2840614318847656,49.96712906506597,2.563331715914668,49,49
resnet50,cifar10,0,15,0.5307124015331268,0.8214,0.02871103542174637,19.625404119491577,0.4518755376338959,0.28069400787353516,50.13335722319934,2.556093916601064,49,49
resnet50,cifar10,0,16,0.4815420447349548,0.8379,0.02320866025105016,19.626745462417603,0.4544335390840258,0.2787599563598633,51.174892347686146,2.5544737796394195,49,49
resnet50,cifar10,0,17,0.45051637797355654,0.8514,0.018128800512565515,19.628841638565063,0.4505107992765855,0.27692222595214844,50.99075099400112,2.6106954423748716,49,49
resnet50,cifar10,0,18,0.412288347196579,0.8631,0.013551568628929436,19.62097930908203,0.4508043612752642,0.2775440216064453,51.23068525353256,2.598390987941197,49,49
resnet50,cifar10,0,19,0.3928230559468269,0.8734,0.009549150281252635,19.628585815429688,0.44820598071935225,0.27271461486816406,51.02657442676778,2.579986569832782,49,49
resnet50,cifar10,0,20,0.3221316961765289,0.893,0.006184665997806822,19.624991416931152,0.4497442202908652,0.2729606628417969,51.35471460770587,2.586780611349612,49,49
resnet50,cifar10,0,21,0.30475857315063476,0.9,0.003511175705587433,19.62716054916382,0.4494743797243858,0.2731447219848633,51.600969820606466,2.6075327542363382,49,49
resnet50,cifar10,0,22,0.2933091829776764,0.9061,0.001570841943568452,19.62500500679016,0.44933929127089833,0.2741851806640625,51.58615742897501,2.6239147697176253,49,49
resnet50,cifar10,0,23,0.28183599677085874,0.9098,0.00039426493427611184,19.626911878585815,0.4492362092952339,0.2735424041748047,51.5997024069027,2.6178167450184726,49,49
resnet50,cifar10,0,24,0.2755063998699188,0.911,0.0,19.62443494796753,0.44924277797037243,0.27394866943359375,51.75743764760543,2.6252345600906684,49,49
resnet50,cifar10,1,0,1.90193505859375,0.2784,0.0996057350657239,19.655755043029785,0.5457566363775,0.009128093719482422,31.33052691148252,2.133436845273388,49,49
resnet50,cifar10,1,1,1.5698169551849366,0.403,0.09842915805643156,19.644304990768433,0.5389974702681813,0.013068675994873047,31.298033446681742,2.0497197010079207,49,49
resnet50,cifar10,1,2,1.5061816303253175,0.4595,0.09648882429441258,19.643481492996216,0.5339855162464843,0.02335357666015625,34.43144702911377,2.1726239943990904,49,49
resnet50,cifar10,1,3,1.3126330055236817,0.5315,0.09381533400219319,19.642498254776,0.5254930309495147,0.042433738708496094,36.844494391460806,2.2138479875058543,49,49
resnet50,cifar10,1,4,1.0621427274703978,0.6159,0.0904508497187474,19.642424821853638,0.5158664097591322,0.0663290023803711,38.9480978907371,2.2797667347655004,49,49
resnet50,cifar10,1,5,0.9003762552261353,0.6799,0.0864484313710706,19.643709421157837,0.5052130544672206,0.0740671157836914,41.299397565880604,2.392731197026311,49,49
resnet50,cifar10,1,6,1.1649484031677246,0.6298,0.0818711994874345,19.63583207130432,0.49775298031008974,0.10632467269897461,42.82717430348299,2.2302722906579775,49,49
resnet50,cifar10,1,7,0.8463053876876832,0.7193,0.07679133974894983,19.64234972000122,0.49023293506126014,0.11616407334804535,43.90621144430978,2.274751147445367,49,49
resnet50,cifar10,1,8,0.9605984426498413,0.6891,0.07128896457825364,19.64018225669861,0.4840653173777522,0.1625657081604004,45.434754196478394,2.32537989956992,49,49
resnet50,cifar10,1,9,0.8251275797843933,0.7238,0.06545084971874737,19.638636589050293,0.47676073622946835,0.1801411658525467,46.53697632770149,2.412537852112128,49,49
resnet50,cifar10,1,10,0.657350345659256,0.7766,0.05936906572928624,19.634182453155518,0.47434001613636406,0.23839902877807617,46.885607855660574,2.352214202588918,49,49
resnet50,cifar10,1,11,0.7358185465812683,0.7522,0.05313952597646568,19.640800714492798,0.4721606021024743,0.29466724395751953,48.40001479946837,2.4657215001631756,49,49
resnet50,cifar10,1,12,0.6531910800933838,0.7851,0.04686047402353434,19.637550354003906,0.46854980685272996,0.29523715376853943,48.27865557767907,2.40331418416938,49,49
resnet50,cifar10,1,13,0.535653518652916,0.8214,0.04063093427071378,19.635549068450928,0.4640547487200523,0.3028440475463867,49.126077690903024,2.5386590398087794,49,49
resnet50,cifar10,1,14,0.5450157559394836,0.816,0.03454915028125265,19.633150339126587,0.4598850364587745,0.29041481018066406,49.424289236263355,2.553777108387071,49,49
resnet50,cifar10,1,15,0.4697338974952698,0.8425,0.02871103542174637,19.63405680656433,0.4615269297239732,0.2915687561035156,49.73694295299296,2.6386239674626566,49,49
resnet50,cifar10,1,16,0.6072145657539367,0.8098,0.02320866025105016,19.634440422058105,0.46367599282945904,0.2947521209716797,50.21964131569376,2.5661028818208345,49,49
resnet50,cifar10,1,17,0.4100913947105408,0.8649,0.018128800512565515,19.6354501247406,0.46274170948534593,0.2879152297973633,50.38319906896474,2.604170791956843,49,49
resnet50,cifar10,1,18,0.36682977647781373,0.8803,0.013551568628929436,19.636789083480835,0.4602490061399888,0.28901195526123047,50.428473492057954,2.6705988475254605,49,49
resnet50,cifar10,1,19,0.341381285905838,0.8862,0.009549150281252635,19.632012844085693,0.46077972042317294,0.2850341796875,50.743750124561544,2.66154146194458,49,49
resnet50,cifar10,1,20,0.35831362700462344,0.8851,0.006184665997806822,19.63205647468567,0.4625932416137384,0.28702831268310547,51.24895640781948,2.6418615628261954,49,49
resnet50,cifar10,1,21,0.2821813603878021,0.9067,0.003511175705587433,19.63194489479065,0.46211603709629606,0.28583431243896484,51.10340601084184,2.6311395776515103,49,49
resnet50,cifar10,1,22,0.29210893898010254,0.9068,0.001570841943568452,19.637516736984253,0.46322490609422023,0.2863426208496094,51.4145230663066,2.6069704732116388,49,49
resnet50,cifar10,1,23,0.27444041104316713,0.9117,0.00039426493427611184,19.638346910476685,0.4631539114883968,0.28670406341552734,51.428857608717315,2.621203120873899,49,49
resnet50,cifar10,1,24,0.2710998650074005,0.9158,0.0,19.634403228759766,0.4632078263224388,0.28699779510498047,51.39849487616091,2.6433131256882025,49,49
resnet50,cifar10,2,0,1.9428803440093994,0.2392,0.0996057350657239,19.655993700027466,0.5445841289296443,0.011866569519042969,22.169135930586833,1.6938304317240813,49,49
resnet50,cifar10,2,1,1.6393067302703856,0.3775,0.09842915805643156,19.64398455619812,0.5404924795943864,0.03372764587402344,28.666166344467474,1.736056670850637,49,49
resnet50,cifar10,2,2,1.3838235519409179,0.4854,0.09648882429441258,19.65238618850708,0.5218340958259544,0.023860931396484375,30.563862810329514,1.4608269467645763,49,49
resnet50,cifar10,2,3,1.1974334590911866,0.5731,0.09381533400219319,19.661011219024658,0.5152760418702145,0.04021501541137695,36.1384908033877,1.7843765239326321,49,49
resnet50,cifar10,2,4,1.0507900863647461,0.6262,0.0904508497187474,19.65288472175598,0.5119890509819498,0.09517049789428711,40.67102988885374,2.1369263298657475,49,49
resnet50,cifar10,2,5,0.9393264758110046,0.6621,0.0864484313710706,19.652694702148438,0.49360280438345305,0.0723719596862793,41.22188129230421,2.2476423662536,49,49
resnet50,cifar10,2,6,0.8136481832504272,0.7183,0.0818711994874345,19.655191898345947,0.48795973463934295,0.09789657592773438,43.908582628989706,2.542599055231834,49,49
resnet50,cifar10,2,7,0.7667466313838959,0.7357,0.07679133974894983,19.654515743255615,0.47762063388921777,0.11533880233764648,44.81503556699169,2.4429691348757063,49,49
resnet50,cifar10,2,8,0.6914620859146118,0.7605,0.07128896457825364,19.65072798728943,0.47033601695177507,0.1394190788269043,46.46191159073187,2.5185838086264476,49,49
resnet50,cifar10,2,9,0.6742426895141601,0.775,0.06545084971874737,19.65037512779236,0.4668790752790412,0.18309736251831055,47.656859689829304,2.5089379962609737,49,49
resnet50,cifar10,2,10,0.5593180213928223,0.8035,0.05936906572928624,19.65183687210083,0.4622797528091742,0.2147158980369568,48.33421851177605,2.572739547612716,49,49
resnet50,cifar10,2,11,0.5251722803115845,0.818,0.05313952597646568,19.649747371673584,0.4583416337869605,0.2400975227355957,48.97957143978197,2.5436569744226882,49,49
resnet50,cifar10,2,12,0.6057152180671692,0.7968,0.04686047402353434,19.64790654182434,0.45853239237045756,0.30500221252441406,49.703151625029896,2.5718358901082254,49,49
resnet50,cifar10,2,13,0.6485882076263427,0.7764,0.04063093427071378,19.65446710586548,0.45609792458767795,0.28419017791748047,50.173156271175465,2.647902948515756,49,49
resnet50,cifar10,2,14,0.524943764424324,0.8225,0.03454915028125265,19.65031623840332,0.4549125834387176,0.29123878479003906,51.24456826034857,2.6769428666757076,49,49
resnet50,cifar10,2,15,0.548514828968048,0.8238,0.02871103542174637,19.6460599899292,0.44998856466643666,0.2796611785888672,51.04970013365454,2.710993596485683,49,49
resnet50,cifar10,2,16,0.4292930797100067,0.8584,0.02320866025105016,19.647714376449585,0.4515568978932439,0.2808055877685547,51.65802570265166,2.7685967075581455,49,49
resnet50,cifar10,2,17,0.5513409635543823,0.8235,0.018128800512565515,19.645987272262573,0.451030612600093,0.2775004208087921,51.84498681827467,2.749123295959161,49,49
resnet50,cifar10,2,18,0.36022295002937316,0.8795,0.013551568628929436,19.64971399307251,0.4503701688075552,0.27243804931640625,52.02302644690689,2.800027971365014,49,49
resnet50,cifar10,2,19,0.360797967839241,0.8831,0.009549150281252635,19.64895224571228,0.45086430469337774,0.27248096466064453,52.40017061817403,2.813907586798376,49,49
resnet50,cifar10,2,20,0.31564376592636106,0.8976,0.006184665997806822,19.643046855926514,0.4520605443691721,0.26923561096191406,52.51138523646763,2.78860503556777,49,49
resnet50,cifar10,2,21,0.2970058571815491,0.903,0.003511175705587433,19.69599962234497,0.45165890394424907,0.26964664459228516,52.60506485919563,2.7583509440324745,49,49
resnet50,cifar10,2,22,0.28188500838279723,0.9101,0.001570841943568452,19.647322177886963,0.4518426802693581,0.2680368423461914,52.80175181797573,2.84055604740065,49,49
resnet50,cifar10,2,23,0.2733262670993805,0.9142,0.00039426493427611184,19.64599633216858,0.4521816105258708,0.2680044174194336,52.68874717245296,2.793514575277056,49,49
resnet50,cifar10,2,24,0.2692420962333679,0.9145,0.0,19.640360355377197,0.45209068364026594,0.26781654357910156,52.946928608174225,2.8351105305613302,49,49
vgg11,cifar10,0,0,1.5749600704193116,0.4154,0.0996057350657239,13.712281465530396,0.5439271860652499,0.02130126953125,33.9762347539266,2.2211876842710705,9,9
vgg11,cifar10,0,1,1.2100987511634826,0.5831,0.09842915805643156,13.3042311668396,0.5437023374769423,0.03857421875,37.85980542500814,2.287689460648431,9,9
vgg11,cifar10,0,2,1.2017073046684266,0.6093,0.09648882429441258,13.473133563995361,0.5245712068345811,0.05145263671875,39.885302225748696,2.564438064893087,9,9
vgg11,cifar10,0,3,0.7812883167266845,0.7329,0.09381533400219319,13.287025690078735,0.5042422612508138,0.0670166015625,41.40360016292996,2.807805207040575,9,9
vgg11,cifar10,0,4,0.6820063803195954,0.7676,0.0904508497187474,13.317152500152588,0.49111451043023,0.08587646484375,42.04865434434679,2.9600693384806314,9,9
vgg11,cifar10,0,5,0.7132432129859925,0.7587,0.0864484313710706,13.443666696548462,0.47893524169921875,0.089599609375,42.844299740261505,3.142911089791192,9,9
vgg11,cifar10,0,6,0.767343477153778,0.7345,0.0818711994874345,13.38355565071106,0.472416983710395,0.09033203125,43.27200963762071,3.293097840415107,9,9
vgg11,cifar10,0,7,0.6043538489341735,0.7924,0.07679133974894983,13.296849966049194,0.46572240193684894,0.0986328125,43.66258377499051,3.296441634496053,9,9
vgg11,cifar10,0,8,0.858072003364563,0.7289,0.07128896457825364,13.323057889938354,0.46143372853597003,0.10321044921875,43.434199545118545,3.3068230152130127,9,9
vgg11,cifar10,0,9,0.5240825786590576,0.8218,0.06545084971874737,13.446828842163086,0.4603857464260525,0.107421875,43.57591597239176,3.356645319196913,9,9
vgg11,cifar10,0,10,0.5969797622680664,0.8061,0.05936906572928624,13.398374557495117,0.4580562379625108,0.11163330078125,43.73557652367486,3.4212972588009305,9,9
vgg11,cifar10,0,11,0.6198865931034088,0.7952,0.05313952597646568,13.299844741821289,0.45880169338650173,0.11480712890625,44.20402569240994,3.5822273625267878,9,9
vgg11,cifar10,0,12,0.4977372483253479,0.8308,0.04686047402353434,13.319967031478882,0.4529445436265733,0.11602783203125,44.057751973470054,3.7380609777238636,9,9
vgg11,cifar10,0,13,0.4829941661834717,0.8398,0.04063093427071378,13.42434048652649,0.46073055267333984,0.1182861328125,44.47403409745958,3.656077014075385,9,9
vgg11,cifar10,0,14,0.49001145815849306,0.8326,0.03454915028125265,13.466149091720581,0.45666394631067914,0.12042236328125,44.19001060061984,3.628122329711914,9,9
vgg11,cifar10,0,15,0.4533034530162811,0.8485,0.02871103542174637,13.428838729858398,0.4538543489244249,0.124267578125,44.27179537879096,3.6925436390770807,9,9
