n_seeds,n_alphas,n_boot,boot_fit_failure_frac,alpha_star_ls,alpha_star_ls_std,alpha_star_boot_median,alpha_star_boot_ci_lo,alpha_star_boot_ci_hi,boot_ci_width,crlb_std_alpha_star,cond_I,ill_conditioned,crlb_implied_ci_width,width_ratio_boot_over_crlb,verdict
20,14,1000,0.0,28.84147817411869,0.9873190833440607,28.833334022577013,27.920641417349632,29.783407787924205,1.8627663705745725,0.3910652126324324,4319347.027343209,True,1.532975633519135,1.2151311017895061,"CRLB UNRELIABLE here (ill-conditioned Fisher matrix, cond(I)=4.32e+06) — the comparison is not meaningful; do not interpret the ratio below as a finding"
