attack,logit_slope,logit_p,quality_r,quality_p,overall_convergence_rate
dlg,-0.1420908888994201,0.34956430858952325,0.3552331264777923,0.434256434611907,0.7928571428571428
idlg,-0.6082402908628421,3.171183369768816e-05,0.5774868390378449,0.17456163449291384,0.6285714285714286
inverting_gradients,0.7620242239017341,0.9999988508538267,-0.3289275908104048,0.4713062593660207,1.0
