image_h,image_w,kernel_name,target_name,alpha,c,activation,noise_std,tv_lambda,tikhonov_lambda,optimizer,init_mode,seed,time_sec,loss_init,loss_final,grad_init,grad_final,output_mse_final,output_binary_acc_final,output_iou_final,input_psnr_final,input_ssim_final,active_grad_frac_final,saturation_frac_final,rel_loss_reduction,num_iters_recorded,snr_db
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,4,48.047996520996094,942.1426528661336,519.2419150641383,27.286569135854254,18.758281170335813,0.12676804566995564,0.9794921875,0.9597508385241974,4.122748408991223,0.005806258128744862,1.0,0.0,0.44887123676597207,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,5,46.68768239021301,950.2683849702655,519.2418540628094,27.545020931215912,18.758331685458398,0.12676803077705306,0.9794921875,0.9597508385241974,4.120091939184155,0.005747113781313558,1.0,0.0,0.45358399555820567,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,6,48.52245545387268,934.9922586027783,519.2424894304563,27.28627765019709,18.75835985390257,0.1267681858961075,0.9794921875,0.9597508385241974,4.123592055836013,0.005256795062751143,1.0,0.0,0.4446558411014063,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.1,0.0,0.0,adam,random,7,47.49956965446472,961.4160286496331,519.242978594048,27.881999037108525,18.758191866701527,0.1267683053208125,0.9794921875,0.9597508385241974,4.127896915012939,0.006088250525957965,1.0,0.0,0.4599185335786879,600,20.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,0,47.08184790611267,1042.7575070791358,594.8942446925385,28.424618883246378,20.305182894472125,0.14523785270813927,1.0,1.0,4.437124179037014,0.004090479754767305,1.0,0.0,0.42949895766380575,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,1,48.969985485076904,1025.6913825092588,594.894776093201,28.04236616353814,20.30518247449653,0.14523798244462915,1.0,1.0,4.433030601437676,0.0038123129874921497,1.0,0.0,0.42000606982009914,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,2,48.51933765411377,1046.2228092145037,594.8940259530218,28.80470256340881,20.30502224561531,0.14523779930493697,1.0,1.0,4.424036878003664,0.0031822811717538667,1.0,0.0,0.43138878189850993,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,3,46.972578287124634,1046.505342224281,594.8948250841743,28.855294706543734,20.305228837100866,0.14523799440531598,1.0,1.0,4.432629627529437,0.004441062389310551,1.0,0.0,0.4315415305766497,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,4,46.93657040596008,1035.693705674179,594.8944505348381,28.50346776988541,20.305111725030176,0.14523790296260697,1.0,1.0,4.427035213740542,0.0023635820378290493,1.0,0.0,0.42560773781318395,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,5,48.832595348358154,1043.6495590368772,594.8939652619664,28.751507117819777,20.30506974318484,0.14523778448778477,1.0,1.0,4.422063357161417,0.0021942820012832913,1.0,0.0,0.4299868570720625,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,6,49.12474203109741,1027.6375246918428,594.8952934895494,28.483361924715307,20.30507914371086,0.14523810876209703,1.0,1.0,4.434192436092813,0.002828475271027474,1.0,0.0,0.4211039601070033,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.03162277660168379,0.0,0.0,adam,random,7,47.14033913612366,1055.925886909618,594.895698771425,29.125487221847784,20.305034180254665,0.14523820770786744,1.0,1.0,4.4500036223498025,0.0050934984153399535,1.0,0.0,0.43661226024819944,600,30.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.01,0.0,0.0,adam,random,0,48.38296961784363,1076.284072020238,621.4640908057684,28.845164990615466,20.776506562949443,0.15172463154437704,1.0,1.0,4.576904234280992,0.0037957888274992115,1.0,0.0,0.42258358461140305,600,40.0
64,64,sobel_x,checkerboard,1.0,0.0,sigmoid,0.01,0.0,0.0,adam,random,1,47.03994297981262,1059.0346309676222,621.4642581651462,28.463489479189032,20.776508968576092,0.15172467240360016,1.0,1.0,4.57725805419587,0.0036109768006733585,1.0,0.0,0.4131785307178059,600,40.0
