arch,activation,optimizer,dataset,seed,epoch,train_acc,test_loss,test_acc,lr,epoch_time,mean_active_frac,min_active_frac,mean_effective_rank,mean_stable_rank,n_layers_measured,n_layers_total,grad_norm
mlp_mixer,relu,sgd,cifar10,0,0,0.35681089743589745,1.4215128316879273,0.4715,0.0996057350657239,33.83700251579285,0.45803732611238956,0.3926963806152344,50.72670578956604,2.376344174146652,16,16,1.3021311981152122
mlp_mixer,relu,sgd,cifar10,0,1,0.5037259615384615,1.2192152032852173,0.5635,0.09842915805643156,16.25019383430481,0.4333814699202776,0.34977468848228455,50.94031834602356,2.44893429428339,16,16,1.3654324418613426
mlp_mixer,relu,sgd,cifar10,0,2,0.5598357371794872,1.1287974514007568,0.5932,0.09648882429441258,16.233236074447632,0.42102805711328983,0.3357178270816803,50.90048289299011,2.531741790473461,16,16,1.6237102456886712
mlp_mixer,relu,sgd,cifar10,0,3,0.5918269230769231,1.0373846828460693,0.623,0.09381533400219319,16.126612424850464,0.41310095600783825,0.3145958483219147,50.473122119903564,2.5374522507190704,16,16,1.5340522740844655
mlp_mixer,relu,sgd,cifar10,0,4,0.6142027243589744,0.9860929183006286,0.6499,0.0904508497187474,16.147027254104614,0.4179361965507269,0.3123108446598053,50.52209806442261,2.624129645526409,16,16,1.6566150139162807
mlp_mixer,relu,sgd,cifar10,0,5,0.6321314102564103,1.0038559795379638,0.6503,0.0864484313710706,16.142725229263306,0.42306595854461193,0.32017356157302856,50.117186307907104,2.521772727370262,16,16,1.6879137343531605
mlp_mixer,relu,sgd,cifar10,0,6,0.6455929487179487,0.9316580938339234,0.6692,0.0818711994874345,16.14669632911682,0.4296970460563898,0.326334148645401,50.11783504486084,2.5831633508205414,16,16,1.525535916832548
mlp_mixer,relu,sgd,cifar10,0,7,0.6552884615384615,0.9689851655960083,0.6585,0.07679133974894983,16.12922430038452,0.43814465776085854,0.33271870017051697,49.603150367736816,2.5071261897683144,16,16,2.1181133277082713
mlp_mixer,relu,sgd,cifar10,0,8,0.6691706730769231,0.8873951692581177,0.6853,0.07128896457825364,16.13995909690857,0.4400436896830797,0.3308049738407135,49.61170029640198,2.5496089085936546,16,16,1.7175358091890414
mlp_mixer,relu,sgd,cifar10,0,9,0.6778445512820512,0.8556829740524292,0.7018,0.06545084971874737,16.154008150100708,0.44347039237618446,0.3162178695201874,49.158668994903564,2.5632652565836906,16,16,1.950435165972838
mlp_mixer,relu,sgd,cifar10,0,10,0.6857972756410257,0.8741660448074341,0.6849,0.05936906572928624,16.200491428375244,0.4521243963390589,0.33695030212402344,49.105189085006714,2.51919511705637,16,16,2.1738533237333653
mlp_mixer,relu,sgd,cifar10,0,11,0.6939703525641026,0.8329972208023071,0.7123,0.05313952597646568,16.163910388946533,0.45492685958743095,0.3080434799194336,49.35562539100647,2.516511991620064,16,16,1.9780741429010862
mlp_mixer,relu,sgd,cifar10,0,12,0.7068509615384615,0.8192095495223999,0.7152,0.04686047402353434,16.200255393981934,0.4517961721867323,0.30959224700927734,49.27290391921997,2.6043569296598434,16,16,1.9670044671739217
mlp_mixer,relu,sgd,cifar10,0,13,0.7119791666666667,0.8029469156265259,0.7162,0.04063093427071378,16.220204830169678,0.4565915297716856,0.3022409975528717,49.37284064292908,2.577523812651634,16,16,2.135889059203097
mlp_mixer,relu,sgd,cifar10,0,14,0.7241386217948718,0.8009465497970581,0.7197,0.03454915028125265,16.182607173919678,0.45982035249471664,0.3149242401123047,48.958860635757446,2.5167980790138245,16,16,2.1593720330217727
mlp_mixer,relu,sgd,cifar10,0,15,0.7304286858974359,0.7591554738998413,0.7294,0.02871103542174637,16.157869815826416,0.4606992993503809,0.303901344537735,49.02524662017822,2.5037879943847656,16,16,2.216367048146571
mlp_mixer,relu,sgd,cifar10,0,16,0.7418469551282051,0.7187423624038697,0.7458,0.02320866025105016,16.198782205581665,0.45927616208791733,0.3136318325996399,49.12700057029724,2.526169702410698,16,16,1.9956831274570506
mlp_mixer,relu,sgd,cifar10,0,17,0.7515625,0.710069854259491,0.7523,0.018128800512565515,16.11723804473877,0.46065161004662514,0.3068596124649048,49.2139573097229,2.4927498549222946,16,16,2.899371519932292
mlp_mixer,relu,sgd,cifar10,0,18,0.7631009615384615,0.7194865181922913,0.7469,0.013551568628929436,16.10516357421875,0.46441141329705715,0.3031654357910156,49.11164093017578,2.440373584628105,16,16,3.04597148877128
mlp_mixer,relu,sgd,cifar10,0,19,0.7735576923076923,0.6610998642921447,0.7665,0.009549150281252635,16.20146107673645,0.4607032276690006,0.30414292216300964,49.25657391548157,2.4877535551786423,16,16,2.965127731755813
mlp_mixer,relu,sgd,cifar10,0,20,0.7882411858974359,0.6509440551757812,0.7698,0.006184665997806822,16.238837957382202,0.4621545523405075,0.30330339074134827,49.09451079368591,2.526201754808426,16,16,3.033060450176758
mlp_mixer,relu,sgd,cifar10,0,21,0.7966145833333333,0.6365376424789428,0.7772,0.003511175705587433,16.2087345123291,0.46325040794909,0.3055295944213867,49.19055414199829,2.4836903512477875,16,16,3.661123767225626
mlp_mixer,relu,sgd,cifar10,0,22,0.8040064102564103,0.6281634062767029,0.7814,0.001570841943568452,16.269869804382324,0.4612046033143997,0.30090299248695374,49.01450157165527,2.416785128414631,16,16,3.2347432980868445
mlp_mixer,relu,sgd,cifar10,0,23,0.8158854166666667,0.6060091526031494,0.7907,0.00039426493427611184,16.198174476623535,0.4622619226574898,0.3027421534061432,49.2589225769043,2.477498732507229,16,16,3.3500483937131094
mlp_mixer,relu,sgd,cifar10,0,24,0.8204126602564102,0.6049931308746338,0.7906,0.0,16.16991376876831,0.46291119046509266,0.3057381212711334,49.2928569316864,2.4308220967650414,16,16,3.311230630742191
mlp_mixer,relu,sgd,cifar10,1,0,0.3702323717948718,1.4072755115509032,0.4846,0.0996057350657239,16.205320119857788,0.46278145909309387,0.4165229797363281,50.45249152183533,2.3393589854240417,16,16,1.1831816868714007
mlp_mixer,relu,sgd,cifar10,1,1,0.49921875,1.2308518657684326,0.5548,0.09842915805643156,16.185457706451416,0.43811704590916634,0.3481178283691406,50.992530822753906,2.4771228283643723,16,16,1.6008245183391607
mlp_mixer,relu,sgd,cifar10,1,2,0.5541266025641025,1.0735546993255616,0.6151,0.09648882429441258,16.19886827468872,0.4285517670214176,0.31899452209472656,50.176279067993164,2.473350055515766,16,16,1.2141206990374798
mlp_mixer,relu,sgd,cifar10,1,3,0.5952924679487179,1.0455116136550904,0.6244,0.09381533400219319,16.269038915634155,0.4203854836523533,0.3176155090332031,50.26654648780823,2.5355406031012535,16,16,1.7296946690222146
mlp_mixer,relu,sgd,cifar10,1,4,0.6151842948717948,0.9777666271209717,0.6538,0.0904508497187474,16.275715827941895,0.4232711661607027,0.3207588195800781,50.20634889602661,2.553686760365963,16,16,1.4046088934078476
mlp_mixer,relu,sgd,cifar10,1,5,0.6299879807692308,0.9987134128570556,0.6499,0.0864484313710706,16.291738748550415,0.4277737755328417,0.3259902000427246,49.609983682632446,2.558568336069584,16,16,1.5944890010446593
mlp_mixer,relu,sgd,cifar10,1,6,0.6392027243589744,0.9358728342056274,0.6699,0.0818711994874345,16.222628593444824,0.4303798023611307,0.3204806447029114,49.31769633293152,2.551113784313202,16,16,1.6803756817324629
mlp_mixer,relu,sgd,cifar10,1,7,0.6548277243589744,0.9234655200958252,0.6755,0.07679133974894983,16.260024070739746,0.44082365557551384,0.32755565643310547,48.93083667755127,2.53387351334095,16,16,1.3874590919808258
mlp_mixer,relu,sgd,cifar10,1,8,0.6638221153846153,0.9658301223754883,0.6601,0.07128896457825364,16.196699380874634,0.43745468743145466,0.31227222084999084,48.83419394493103,2.4800740256905556,16,16,1.9490158218384381
mlp_mixer,relu,sgd,cifar10,1,9,0.6721754807692307,0.928467850112915,0.6722,0.06545084971874737,16.203615188598633,0.44319999776780605,0.32343006134033203,48.3563232421875,2.4583752527832985,16,16,1.9400412845308415
mlp_mixer,relu,sgd,cifar10,1,10,0.6777644230769231,0.8947146633148193,0.6839,0.05936906572928624,16.207211017608643,0.4418100602924824,0.30062294006347656,48.480043172836304,2.4104645624756813,16,16,1.96229341126578
mlp_mixer,relu,sgd,cifar10,1,11,0.6890024038461539,0.8294029874801636,0.705,0.05313952597646568,16.188344478607178,0.44114810042083263,0.3084840774536133,48.91440510749817,2.5355945229530334,16,16,1.7755253707840464
mlp_mixer,relu,sgd,cifar10,1,12,0.6975160256410257,0.8383111866950989,0.7027,0.04686047402353434,16.1367130279541,0.4439225122332573,0.29737043380737305,48.4442880153656,2.437401756644249,16,16,1.9692618393091876
mlp_mixer,relu,sgd,cifar10,1,13,0.7057091346153846,0.8126420295715332,0.7135,0.04063093427071378,16.11907958984375,0.4451579172164202,0.3104306757450104,48.76955485343933,2.492946058511734,16,16,2.086719228853028
mlp_mixer,relu,sgd,cifar10,1,14,0.7113982371794871,0.784974718284607,0.7258,0.03454915028125265,16.120680809020996,0.44604738242924213,0.3054429590702057,49.071534633636475,2.5749089419841766,16,16,1.9032347696093679
mlp_mixer,relu,sgd,cifar10,1,15,0.7246394230769231,0.7617187580108643,0.7344,0.02871103542174637,16.113436698913574,0.4451624434441328,0.2904779016971588,48.747987031936646,2.485482983291149,16,16,2.27130673124694
mlp_mixer,relu,sgd,cifar10,1,16,0.7348958333333333,0.7449204713821411,0.7418,0.02320866025105016,16.112348556518555,0.44485870376229286,0.2829575538635254,48.50510382652283,2.417545795440674,16,16,2.0524905308880577
mlp_mixer,relu,sgd,cifar10,1,17,0.7431891025641025,0.7304921558380127,0.7429,0.018128800512565515,16.116687297821045,0.445688433945179,0.28777042031288147,49.2645046710968,2.49759291857481,16,16,2.6897541363056816
mlp_mixer,relu,sgd,cifar10,1,18,0.7555889423076924,0.7096832545280457,0.7493,0.013551568628929436,16.12466049194336,0.4465423431247473,0.27472221851348877,49.27567911148071,2.502022735774517,16,16,2.7730485836641385
mlp_mixer,relu,sgd,cifar10,1,19,0.7660256410256411,0.6946029233932495,0.7537,0.009549150281252635,16.127105712890625,0.44265131652355194,0.2799110412597656,49.5176157951355,2.5356519296765327,16,16,3.003331037455807
mlp_mixer,relu,sgd,cifar10,1,20,0.7780649038461539,0.6766369124412537,0.7619,0.006184665997806822,16.22639298439026,0.4398882929235697,0.2812647819519043,48.926867961883545,2.4750329330563545,16,16,2.886456591529861
mlp_mixer,relu,sgd,cifar10,1,21,0.7862179487179487,0.6506844262123108,0.7717,0.003511175705587433,16.210631608963013,0.443282013759017,0.2788560688495636,49.06277012825012,2.4467559158802032,16,16,2.944379735537078
mlp_mixer,relu,sgd,cifar10,1,22,0.79765625,0.6312812022209168,0.7792,0.001570841943568452,16.190428018569946,0.4417147524654865,0.2805962562561035,48.948492765426636,2.4758485555648804,16,16,2.914063513069051
mlp_mixer,relu,sgd,cifar10,1,23,0.8049278846153847,0.6224596174240112,0.7804,0.00039426493427611184,16.22584867477417,0.44177475199103355,0.2800123989582062,49.187495708465576,2.4529493376612663,16,16,3.111718998324868
mlp_mixer,relu,sgd,cifar10,1,24,0.8104767628205128,0.6169747518539429,0.7821,0.0,16.235494375228882,0.4420008696615696,0.27948814630508423,49.14558935165405,2.5095682591199875,16,16,3.091868136407653
mlp_mixer,relu,sgd,cifar10,2,0,0.3725761217948718,1.4075149574279786,0.4788,0.0996057350657239,16.260179042816162,0.4559269268065691,0.3855323791503906,50.33380722999573,2.3051604703068733,16,16,1.247133916806904
mlp_mixer,relu,sgd,cifar10,2,1,0.5112179487179487,1.1770540807724,0.572,0.09842915805643156,16.301989555358887,0.43261104077100754,0.3222980499267578,50.5057806968689,2.399582155048847,16,16,1.3763196232058306
mlp_mixer,relu,sgd,cifar10,2,2,0.568790064102564,1.128617135810852,0.5988,0.09648882429441258,16.254858255386353,0.4219592399895191,0.2908802032470703,50.761271953582764,2.4739357233047485,16,16,1.8552933916874588
mlp_mixer,relu,sgd,cifar10,2,3,0.6024639423076923,1.0317206699371337,0.629,0.09381533400219319,16.23860812187195,0.4178425520658493,0.3053932189941406,50.440746784210205,2.4436447247862816,16,16,1.5174641092861647
mlp_mixer,relu,sgd,cifar10,2,4,0.6235977564102564,0.9853499769210815,0.6515,0.0904508497187474,16.240492820739746,0.4249593913555145,0.30515289306640625,50.20873212814331,2.4203933626413345,16,16,1.63868264153757
mlp_mixer,relu,sgd,cifar10,2,5,0.6375,0.9419651168823242,0.6694,0.0864484313710706,16.309213876724243,0.4367213323712349,0.2994060516357422,49.83472561836243,2.3919783756136894,16,16,1.5730153559806355
mlp_mixer,relu,sgd,cifar10,2,6,0.6463541666666667,0.9638730323791503,0.6601,0.0818711994874345,16.228655576705933,0.43978421948850155,0.32744789123535156,49.75537085533142,2.457697033882141,16,16,1.7580303930424133
mlp_mixer,relu,sgd,cifar10,2,7,0.6535657051282051,0.9099563097953797,0.6773,0.07679133974894983,16.214869737625122,0.4449916295707226,0.32535234093666077,48.91189670562744,2.3585619255900383,16,16,1.7579382368428098
mlp_mixer,relu,sgd,cifar10,2,8,0.6639222756410257,0.91884891872406,0.6663,0.07128896457825364,16.16572618484497,0.44646827690303326,0.3135967254638672,48.470306396484375,2.344738818705082,16,16,1.6961919341478968
mlp_mixer,relu,sgd,cifar10,2,9,0.6694110576923077,0.9368575341224671,0.668,0.06545084971874737,16.176204681396484,0.45781501941382885,0.32608604431152344,49.075939416885376,2.3740002289414406,16,16,2.038019208543689
mlp_mixer,relu,sgd,cifar10,2,10,0.6796474358974359,0.879047186088562,0.6856,0.05936906572928624,16.23299527168274,0.45849259197711945,0.3220787048339844,49.08289098739624,2.400789014995098,16,16,2.2816310648060645
