arch,activation,optimizer,dataset,seed,epoch,train_acc,test_loss,test_acc,lr,epoch_time,mean_active_frac,min_active_frac,mean_effective_rank,mean_stable_rank,n_layers_measured,n_layers_total,grad_norm
resnet18,relu,adamw,cifar10,1,8,0.8875,0.4076594666481018,0.8645,0.0007128896457825362,18.1432945728302,0.4821503302630256,0.41219407320022583,53.948019588694855,2.790841123637031,17,17,2.2535038972440016
resnet18,relu,adamw,cifar10,1,9,0.8963741987179488,0.4065731704711914,0.8691,0.0006545084971874736,19.1022047996521,0.4789186330402599,0.4070892333984375,54.443864037008844,2.876501637346604,17,17,2.3384241667853707
resnet18,relu,adamw,cifar10,1,10,0.9071915064102564,0.44663550453186035,0.8582,0.0005936906572928624,18.472055435180664,0.47608212513082165,0.4050407409667969,54.485200320973114,2.9110940905178295,17,17,2.7906670458864444
resnet18,relu,adamw,cifar10,1,11,0.9168669871794872,0.37218457798957827,0.8813,0.0005313952597646568,20.702193021774292,0.4745362488662495,0.4018735885620117,54.454341888427734,2.8863813456367042,17,17,2.2269273344236247
resnet18,relu,adamw,cifar10,1,12,0.9255608974358974,0.3520722062110901,0.8889,0.00046860474023534336,18.703826427459717,0.4720347979489495,0.39751338958740234,54.64784891465131,2.8923225963816925,17,17,2.4450899529949797
resnet18,relu,adamw,cifar10,1,13,0.9354767628205128,0.3381233446598053,0.8947,0.0004063093427071377,19.944395542144775,0.4705111086368561,0.39511945843696594,54.69310064876781,2.934933760586907,17,17,2.323349013288185
resnet18,relu,adamw,cifar10,1,14,0.9442908653846154,0.3369211977005005,0.8982,0.00034549150281252644,18.84891390800476,0.46974360066301685,0.3933776915073395,54.829190871294806,2.9264267332413616,17,17,1.9139208693819085
resnet18,relu,adamw,cifar10,1,15,0.9511217948717948,0.34212144532203675,0.9025,0.00028711035421746366,19.17296004295349,0.468703254180796,0.39055919647216797,54.87293737074908,2.960477394216201,17,17,2.60205264591057
resnet18,relu,adamw,cifar10,1,16,0.9578525641025641,0.33010177121162415,0.9053,0.00023208660251050156,18.56509566307068,0.4688545535592472,0.38930416107177734,54.800778557272515,2.946971935384414,17,17,2.8468967509366236
resnet18,relu,adamw,cifar10,1,17,0.9651442307692307,0.32074130754470825,0.9128,0.00018128800512565513,18.422677516937256,0.46873783539323244,0.3884859085083008,55.12140116972082,2.991044381085564,17,17,2.404703640134103
resnet18,relu,adamw,cifar10,1,18,0.9711939102564102,0.31036530084609987,0.9176,0.00013551568628929433,18.012671947479248,0.46848715228192944,0.3878622055053711,55.226684121524585,2.982004291871015,17,17,2.9415030105828723
resnet18,relu,adamw,cifar10,1,19,0.9755608974358975,0.3209301229953766,0.9173,9.549150281252634e-05,18.531677722930908,0.4688190905486836,0.38770008087158203,55.08055294261259,2.9531121674705956,17,17,3.0912679117423445
resnet18,relu,adamw,cifar10,1,20,0.9802483974358974,0.32554322843551636,0.9173,6.184665997806823e-05,18.991621255874634,0.46916043232468996,0.38718318939208984,55.19686508178711,2.974103759316837,17,17,4.026778629029118
resnet18,relu,adamw,cifar10,1,21,0.9828125,0.31861378903388976,0.9201,3.511175705587433e-05,19.36936902999878,0.4692474778960733,0.38739681243896484,55.12092208862305,2.961645673303043,17,17,3.953685138317372
resnet18,relu,adamw,cifar10,1,22,0.9853365384615385,0.3193539861679077,0.9219,1.570841943568452e-05,18.76463747024536,0.4692353501039393,0.38751792907714844,55.1858917685116,2.9727822612313664,17,17,3.931275898831411
resnet18,relu,adamw,cifar10,1,23,0.9874599358974359,0.3199839725494385,0.9209,3.942649342761118e-06,19.214492082595825,0.469310544869479,0.3874225616455078,55.23334278779871,2.9876223311704746,17,17,3.8114680892489514
resnet18,relu,adamw,cifar10,1,24,0.9878004807692308,0.31984321489334105,0.9206,0.0,18.05714178085327,0.4693305702770458,0.3874330520629883,55.14390294692095,2.964196163065293,17,17,3.893239057988005
resnet18,relu,adamw,cifar10,2,0,0.4792668269230769,1.2387818105697632,0.5662,0.000996057350657239,18.625458240509033,0.5245853399529177,0.4511260986328125,51.005715650670666,2.5936646321240593,17,17,5.796181587596181
resnet18,relu,adamw,cifar10,2,1,0.6561097756410257,0.9267691666603088,0.6801,0.0009842915805643156,18.12403702735901,0.5201453338651096,0.4399528503417969,52.080139608944165,2.6190941544140087,17,17,3.049664013115402
resnet18,relu,adamw,cifar10,2,2,0.7348357371794871,0.825160460281372,0.7198,0.0009648882429441258,20.474589109420776,0.5154164573725533,0.4348735809326172,52.78624702902401,2.6728392909554874,17,17,2.6709798839451238
resnet18,relu,adamw,cifar10,2,3,0.782011217948718,0.8501220903396607,0.7293,0.0009381533400219318,19.439785718917847,0.5079441017964307,0.43378448486328125,53.29727329927332,2.7041972034117756,17,17,2.812234758474771
resnet18,relu,adamw,cifar10,2,4,0.8085737179487179,0.7967907090187073,0.7524,0.0009045084971874737,18.76957941055298,0.5021650247714099,0.4275226593017578,53.65427219166475,2.755025365773369,17,17,2.10637196466795
resnet18,relu,adamw,cifar10,2,5,0.8305689102564102,0.5777609601974487,0.8057,0.0008644843137107057,18.672338008880615,0.4976271688938141,0.42652130126953125,53.74400598862592,2.7712937172721412,17,17,3.173516649750114
resnet18,relu,adamw,cifar10,2,6,0.8517027243589743,0.526336917591095,0.8292,0.0008187119948743448,18.203102827072144,0.49278949113453135,0.4202690124511719,53.9109431996065,2.8073953530367683,17,17,2.041943597386856
resnet18,relu,adamw,cifar10,2,7,0.8652043269230769,0.5047223950386047,0.829,0.0007679133974894982,18.07195234298706,0.4874812574947582,0.4157886505126953,54.10165921379538,2.8075429551741657,17,17,3.6488741690691384
resnet18,relu,adamw,cifar10,2,8,0.8789663461538462,0.46301688466072083,0.8482,0.0007128896457825362,18.81388545036316,0.4836709148743573,0.41412353515625,54.28516387939453,2.84872104139889,17,17,2.316680731315207
resnet18,relu,adamw,cifar10,2,9,0.8900641025641025,0.4219865683555603,0.8594,0.0006545084971874736,20.044703483581543,0.4806133035351248,0.41138917207717896,54.401821585262525,2.8801699666415943,17,17,2.6898037314084067
resnet18,relu,adamw,cifar10,2,10,0.9030048076923077,0.40688103408813475,0.8699,0.0005936906572928624,19.368077516555786,0.4772788619293886,0.4064645767211914,54.353982364430145,2.898265887709225,17,17,2.566041912933343
resnet18,relu,adamw,cifar10,2,11,0.9124399038461538,0.3734036687374115,0.8776,0.0005313952597646568,21.81931471824646,0.47562580073581023,0.40394115447998047,54.579415040857654,2.9138661833370434,17,17,2.0236075620338028
resnet18,relu,adamw,cifar10,2,12,0.9200120192307693,0.3628127337694168,0.8845,0.00046860474023534336,20.27369976043701,0.4737941517549403,0.40019798278808594,54.73702195111443,2.9299571794622086,17,17,3.4493393771792706
resnet18,relu,adamw,cifar10,2,13,0.9309895833333334,0.33944566421508787,0.8934,0.0004063093427071377,18.03554105758667,0.4722731236149283,0.3974151611328125,54.798534617704505,2.9526086695053997,17,17,2.204480259731928
resnet18,relu,adamw,cifar10,2,14,0.9391225961538462,0.3346541095733643,0.8996,0.00034549150281252644,19.100252628326416,0.4717719537370345,0.39568614959716797,54.74563890344956,2.931145226254183,17,17,2.529480015502641
resnet18,relu,adamw,cifar10,2,15,0.9478565705128205,0.3292957604885101,0.9002,0.00028711035421746366,21.29087805747986,0.47078822465503917,0.39373207092285156,54.81287496230181,2.9722846956814037,17,17,3.2509547452401
resnet18,relu,adamw,cifar10,2,16,0.9539863782051282,0.3197791712760925,0.9027,0.00023208660251050156,19.465154886245728,0.4697781538262087,0.3923368453979492,54.7354621887207,2.9314632135279037,17,17,3.1142904487900918
resnet18,relu,adamw,cifar10,2,17,0.9614783653846154,0.31518440141677856,0.9123,0.00018128800512565513,18.547069311141968,0.4695119366926305,0.3917064666748047,55.00278158748851,2.9924738968119904,17,17,3.3460663740152383
resnet18,relu,adamw,cifar10,2,18,0.967608173076923,0.30864217648506165,0.9114,0.00013551568628929433,18.0508770942688,0.469869126291836,0.3905954360961914,55.04737225700827,2.996809258180506,17,17,4.148261604293696
resnet18,relu,adamw,cifar10,2,19,0.9712540064102564,0.31434272956252096,0.9155,9.549150281252634e-05,18.066942930221558,0.46966604099554177,0.3901681900024414,54.91011092242073,2.9490154350505158,17,17,3.8030156089925726
resnet18,relu,adamw,cifar10,2,20,0.9759415064102565,0.3228928550720215,0.9171,6.184665997806823e-05,18.507766723632812,0.4698379250133739,0.39034271240234375,55.02207138959099,2.9843949991114,17,17,3.664314208413499
resnet18,relu,adamw,cifar10,2,21,0.9799879807692308,0.31603715970516205,0.9193,3.511175705587433e-05,18.071280002593994,0.4700385314576766,0.3902873992919922,54.9166919483858,2.9567820885602165,17,17,4.075936382965864
resnet18,relu,adamw,cifar10,2,22,0.9818709935897436,0.3182665825843811,0.9193,1.570841943568452e-05,18.08937692642212,0.4700714560116039,0.3902873992919922,55.072723388671875,2.987707348430858,17,17,4.186103441271476
resnet18,relu,adamw,cifar10,2,23,0.9829927884615385,0.31229955545663834,0.9212,3.942649342761118e-06,18.110065698623657,0.47012971429263845,0.39026451110839844,55.03078595329733,2.9603558287901035,17,17,4.1370173372682855
resnet18,relu,adamw,cifar10,2,24,0.9844350961538462,0.311249574136734,0.9211,0.0,19.39695405960083,0.4701664044576533,0.39031982421875,55.056596868178424,2.989776204614078,17,17,4.137177862911143
resnet18,gelu,adamw,cifar10,0,0,0.4451722756410256,1.2382211044311524,0.5415,0.000996057350657239,18.497087240219116,0.9782543638173271,0.9630183577537537,52.72551300946404,3.521792103262509,17,17,3.3136758282000964
resnet18,gelu,adamw,cifar10,0,1,0.6614983974358974,0.9037293554306031,0.6813,0.0009842915805643156,19.169760942459106,0.9788408980650061,0.9613380432128906,53.98093818215763,3.5998564888449276,17,17,2.974691845363166
resnet18,gelu,adamw,cifar10,0,2,0.7433493589743589,0.7233137628555298,0.7515,0.0009648882429441258,20.902076482772827,0.9782547389759737,0.9605225920677185,54.66180105770336,3.722372251398423,17,17,3.1063222636845924
resnet18,gelu,adamw,cifar10,0,3,0.7920873397435897,0.5754857745170593,0.8039,0.0009381533400219318,19.482816219329834,0.9777933394207674,0.9579687118530273,54.97855309879078,3.758682643665987,17,17,1.8776713492386736
resnet18,gelu,adamw,cifar10,0,4,0.8217748397435898,0.5178800310134888,0.8222,0.0009045084971874737,18.983207941055298,0.9774291760781232,0.9563245177268982,55.125777525060315,3.8038981942569507,17,17,1.6848866674909633
resnet18,gelu,adamw,cifar10,0,5,0.8436698717948717,0.5571992587089538,0.8099,0.0008644843137107057,20.44481873512268,0.9768454151995042,0.9545583724975586,55.48356897690717,3.926995165207807,17,17,2.124235780048072
resnet18,gelu,adamw,cifar10,0,6,0.8616386217948718,0.46279281272888184,0.8505,0.0008187119948743448,18.55355477333069,0.9765070291126475,0.9522933959960938,55.53295135498047,4.050449813113493,17,17,1.6954508328086582
resnet18,gelu,adamw,cifar10,0,7,0.8761217948717949,0.49200408883094787,0.8375,0.0007679133974894982,18.719993829727173,0.9760670381433824,0.951904296875,55.82403138104607,4.137243193738601,17,17,2.164530960090435
resnet18,gelu,adamw,cifar10,0,8,0.8885817307692307,0.4307000576019287,0.8611,0.0007128896457825362,18.533818244934082,0.9760036994429195,0.9514798521995544,55.80618488087374,4.090722280390122,17,17,2.1604174700153527
resnet18,gelu,adamw,cifar10,0,9,0.9014823717948718,0.36784816579818724,0.8798,0.0006545084971874736,19.815184831619263,0.9758785296888912,0.9503793716430664,55.953833636115576,4.187303409856908,17,17,2.0644497549391088
resnet18,gelu,adamw,cifar10,0,10,0.9118589743589743,0.3695978642463684,0.8815,0.0005936906572928624,21.868521213531494,0.9754989392617169,0.949490487575531,56.11528912712546,4.241185244391946,17,17,2.047846856524288
resnet18,gelu,adamw,cifar10,0,11,0.9221955128205128,0.34575129265785215,0.8939,0.0005313952597646568,19.727712154388428,0.9754628539085388,0.9493341445922852,56.32261321123909,4.379327016718247,17,17,2.216826670175391
resnet18,gelu,adamw,cifar10,0,12,0.9335737179487179,0.39894320306777953,0.8785,0.00046860474023534336,18.32727575302124,0.9753859323613784,0.9490737915039062,56.35992835549747,4.398146965924432,17,17,2.3554807481549256
resnet18,gelu,adamw,cifar10,0,13,0.9413661858974359,0.3309770374774933,0.8998,0.0004063093427071377,22.471731901168823,0.9753403979189256,0.9485253691673279,56.52399601655848,4.351332187652588,17,17,2.9932676910358147
resnet18,gelu,adamw,cifar10,0,14,0.9478565705128205,0.3413571355342865,0.8956,0.00034549150281252644,18.170785427093506,0.9749345428803388,0.9477366805076599,56.55574192720301,4.437712935840382,17,17,2.328080310793339
resnet18,gelu,adamw,cifar10,0,15,0.9546274038461539,0.35796841802597046,0.8983,0.00028711035421746366,18.80081343650818,0.9750686778741724,0.9481124877929688,56.58391413969152,4.437270865720861,17,17,2.8014998961506823
resnet18,gelu,adamw,cifar10,0,16,0.9621594551282051,0.330446120595932,0.9089,0.00023208660251050156,19.66568684577942,0.9752104142132927,0.9474391341209412,56.64437664256376,4.46432955124799,17,17,2.96826707127218
resnet18,gelu,adamw,cifar10,0,17,0.9687299679487179,0.34602091960906983,0.9077,0.00018128800512565513,18.156951665878296,0.9752181382740245,0.9474153518676758,56.750185798196235,4.521757238051471,17,17,2.966504737433584
resnet18,gelu,adamw,cifar10,0,18,0.9747996794871795,0.32953532457351686,0.9119,0.00013551568628929433,18.915506839752197,0.9752095797482658,0.9473838806152344,56.82611981560202,4.5656278974869675,17,17,2.9598064475527495
resnet18,gelu,adamw,cifar10,0,19,0.9790064102564102,0.3264226861953735,0.9155,9.549150281252634e-05,18.261481523513794,0.9751710050246295,0.9475240707397461,56.88664357802447,4.527149579104255,17,17,3.8349965878900303
resnet18,gelu,adamw,cifar10,0,20,0.982852564102564,0.3450043227672577,0.9147,6.184665997806823e-05,18.419769287109375,0.9752023535616258,0.947209358215332,56.9635570750517,4.566893423304839,17,17,3.714438902958053
resnet18,gelu,adamw,cifar10,0,21,0.9851963141025641,0.34394198746681215,0.9164,3.511175705587433e-05,18.252036333084106,0.9752241478246801,0.9475746154785156,56.94463707419003,4.5135356398189765,17,17,3.772408041196989
resnet18,gelu,adamw,cifar10,0,22,0.9882612179487179,0.3497918770313263,0.9165,1.570841943568452e-05,19.816014528274536,0.97525234783397,0.9475088119506836,56.93105226404526,4.495694090338314,17,17,4.081592836269606
resnet18,gelu,adamw,cifar10,0,23,0.9893229166666667,0.34591643829345703,0.9169,3.942649342761118e-06,19.48781132698059,0.9752956663860994,0.9474124908447266,56.97332629035501,4.519300685209386,17,17,3.9881001311065596
resnet18,gelu,adamw,cifar10,0,24,0.9901041666666667,0.3489960914134979,0.9169,0.0,18.658360242843628,0.9753090914557961,0.9475431442260742,56.92149981330423,4.524097204208374,17,17,4.065803543232896
resnet18,gelu,adamw,cifar10,1,0,0.4541065705128205,1.1805692461013795,0.5831,0.000996057350657239,18.486268997192383,0.9785758572466233,0.9621405601501465,52.48933769674862,3.4035055847728954,17,17,4.972667738121379
resnet18,gelu,adamw,cifar10,1,1,0.6587940705128205,0.8784524548530579,0.6947,0.0009842915805643156,19.503759145736694,0.9784860540838802,0.9619097709655762,54.24825084910673,3.5961005757836735,17,17,2.5240014490158544
resnet18,gelu,adamw,cifar10,1,2,0.7429086538461539,0.7295880194664002,0.7499,0.0009648882429441258,19.19868540763855,0.9782024131101721,0.9602565765380859,54.469225490794464,3.625416594393113,17,17,2.4555515325341655
resnet18,gelu,adamw,cifar10,1,3,0.7907051282051282,0.6558555897712708,0.779,0.0009381533400219318,18.797245979309082,0.9778753939796897,0.9588508605957031,55.216440088608685,3.735189900678747,17,17,2.1267679566920945
resnet18,gelu,adamw,cifar10,1,4,0.8219150641025641,0.5176334630012512,0.8249,0.0009045084971874737,19.203824996948242,0.9776509614551768,0.9570684432983398,55.64842897302964,3.9154029453501984,17,17,2.361277487054373
resnet18,gelu,adamw,cifar10,1,5,0.8443509615384616,0.48035731000900267,0.8406,0.0008644843137107057,19.878628492355347,0.9771766487289878,0.9559040069580078,55.59225104836857,3.910659804063685,17,17,2.2274158609435157
resnet18,gelu,adamw,cifar10,1,6,0.8619791666666666,0.4419687381744385,0.8547,0.0008187119948743448,18.540764093399048,0.9768983756794649,0.9549312591552734,55.83101945764878,4.004018811618581,17,17,1.8193292024066274
resnet18,gelu,adamw,cifar10,1,7,0.8783453525641025,0.43769356422424316,0.8561,0.0007679133974894982,18.93149495124817,0.9764702810960657,0.9534530639648438,55.9130792056813,4.0956036413417145,17,17,2.0343028024001732
resnet18,gelu,adamw,cifar10,1,8,0.8961338141025641,0.3965086357831955,0.8739,0.0007128896457825362,18.20312261581421,0.9761468908366036,0.9532031416893005,55.85849313174977,4.006461564232321,17,17,1.8920563711447318
resnet18,gelu,adamw,cifar10,1,9,0.9040464743589743,0.39314131236076355,0.8742,0.0006545084971874736,18.30755877494812,0.9759159473811879,0.9518165588378906,56.16892960492302,4.252875734778011,17,17,2.3300617906876684
resnet18,gelu,adamw,cifar10,1,10,0.9147435897435897,0.4003623770713806,0.8736,0.0005936906572928624,18.359885692596436,0.9755584913141587,0.9508037567138672,56.171859965604895,4.269861403633566,17,17,2.3150252828780777
resnet18,gelu,adamw,cifar10,1,11,0.9244391025641026,0.34174771332740783,0.8901,0.0005313952597646568,18.217023611068726,0.9755924905047697,0.9500999450683594,56.34149484073414,4.375731159658993,17,17,2.3449635392516597
resnet18,gelu,adamw,cifar10,1,12,0.9330528846153846,0.34223481998443606,0.8922,0.00046860474023534336,18.188084602355957,0.9753141157767352,0.9501543045043945,56.48504773308249,4.332468046861536,17,17,2.69373867276899
resnet18,gelu,adamw,cifar10,1,13,0.9413661858974359,0.33489545543193816,0.8974,0.0004063093427071377,18.207075834274292,0.9751820388962241,0.9492769241333008,56.377098083496094,4.389702684739056,17,17,3.2857260043217535
resnet18,gelu,adamw,cifar10,1,14,0.9503806089743589,0.31738211636543273,0.9058,0.00034549150281252644,18.902607679367065,0.9752079002997455,0.9491958618164062,56.60678078146542,4.397340522092931,17,17,2.8921715338576615
resnet18,gelu,adamw,cifar10,1,15,0.9569511217948717,0.33277487478256224,0.9082,0.00028711035421746366,20.431188344955444,0.9751192927360535,0.9493579864501953,56.66659747852999,4.410041654811186,17,17,3.103656632559972
resnet18,gelu,adamw,cifar10,1,16,0.9639423076923077,0.3313396123409271,0.9089,0.00023208660251050156,18.914947271347046,0.9751098401406232,0.9491710662841797,56.62428620282341,4.466407691731172,17,17,3.305013179037391
resnet18,gelu,adamw,cifar10,1,17,0.97109375,0.3236522100925446,0.9152,0.00018128800512565513,19.0218403339386,0.9751406557419721,0.9494590759277344,56.834785012637866,4.468450672486249,17,17,3.726298282564582
resnet18,gelu,adamw,cifar10,1,18,0.9755608974358975,0.32108801894187927,0.9149,0.00013551568628929433,20.088181257247925,0.9750992480446311,0.9493532180786133,56.953971189611096,4.503770393483779,17,17,3.992359134329665
resnet18,gelu,adamw,cifar10,1,19,0.9809695512820513,0.33752678842544553,0.9152,9.549150281252634e-05,18.03651523590088,0.9752493570832645,0.949030876159668,56.95250926298254,4.4779034923104675,17,17,3.5219344637284236
resnet18,gelu,adamw,cifar10,1,20,0.9849358974358975,0.3395597448348999,0.9193,6.184665997806823e-05,18.05302667617798,0.975184745648328,0.9492530822753906,57.1165885925293,4.550324033288395,17,17,4.413524894124064
resnet18,gelu,adamw,cifar10,1,21,0.987139423076923,0.3379827606201172,0.9193,3.511175705587433e-05,18.16203260421753,0.9752001481897691,0.9492959976196289,57.02182029275333,4.544831444235409,17,17,4.527872442115724
resnet18,gelu,adamw,cifar10,1,22,0.9893229166666667,0.33767719082832337,0.921,1.570841943568452e-05,18.109899282455444,0.9752709444831399,0.9492263793945312,57.00959104650161,4.563301885829253,17,17,4.953778880789768
resnet18,gelu,adamw,cifar10,1,23,0.9905248397435897,0.3381054783821106,0.9212,3.942649342761118e-06,19.144900798797607,0.9752241373062134,0.9490604400634766,57.001384510713464,4.533959767397712,17,17,4.8464097498194
resnet18,gelu,adamw,cifar10,1,24,0.9917668269230769,0.3397082530498505,0.9213,0.0,20.030718564987183,0.975235641002655,0.9491786956787109,57.031208262724036,4.616457083645989,17,17,4.854777454457286
resnet18,gelu,adamw,cifar10,2,0,0.4738581730769231,1.2299686420440674,0.5715,0.000996057350657239,18.673388719558716,0.9786369169459623,0.9624524116516113,53.0010820276597,3.5180754871929394,17,17,7.53116551297159
