layer,mean_abs_gamma,mean_abs_beta,activation,optimizer,seed,epoch
stages.7.bn2,0.9850742816925049,0.012392213568091393,silu,adamw,1,0
stem_bn,1.0057640075683594,0.10875055938959122,silu,adamw,1,6
stages.0.bn1,1.0817477703094482,0.12476292997598648,silu,adamw,1,6
stages.0.bn2,1.0773041248321533,0.10121104121208191,silu,adamw,1,6
stages.1.bn1,1.0796865224838257,0.11937042325735092,silu,adamw,1,6
stages.1.bn2,1.0044119358062744,0.1495930254459381,silu,adamw,1,6
stages.2.bn1,1.042290210723877,0.11083444952964783,silu,adamw,1,6
stages.2.bn2,1.0366201400756836,0.08832746744155884,silu,adamw,1,6
stages.2.shortcut.1,1.027104377746582,0.08832746744155884,silu,adamw,1,6
stages.3.bn1,1.0514161586761475,0.1537361592054367,silu,adamw,1,6
stages.3.bn2,0.949302613735199,0.13202601671218872,silu,adamw,1,6
stages.4.bn1,1.0367082357406616,0.1392979770898819,silu,adamw,1,6
stages.4.bn2,1.0514910221099854,0.0893956869840622,silu,adamw,1,6
stages.4.shortcut.1,1.0132629871368408,0.0893956869840622,silu,adamw,1,6
stages.5.bn1,1.031029462814331,0.15277154743671417,silu,adamw,1,6
stages.5.bn2,0.9215424656867981,0.1326267421245575,silu,adamw,1,6
stages.6.bn1,1.0121352672576904,0.0980425700545311,silu,adamw,1,6
stages.6.bn2,0.9916700124740601,0.055755600333213806,silu,adamw,1,6
stages.6.shortcut.1,1.0062599182128906,0.055755600333213806,silu,adamw,1,6
stages.7.bn1,1.0058523416519165,0.06809212267398834,silu,adamw,1,6
stages.7.bn2,0.9470689296722412,0.05750521272420883,silu,adamw,1,6
stem_bn,0.9957098960876465,0.13232296705245972,silu,adamw,1,12
stages.0.bn1,1.103538155555725,0.1618976593017578,silu,adamw,1,12
stages.0.bn2,1.0996778011322021,0.13412287831306458,silu,adamw,1,12
stages.1.bn1,1.1078505516052246,0.17165488004684448,silu,adamw,1,12
stages.1.bn2,1.0192105770111084,0.2003435641527176,silu,adamw,1,12
stages.2.bn1,1.061338186264038,0.1583748459815979,silu,adamw,1,12
stages.2.bn2,1.053647518157959,0.13156390190124512,silu,adamw,1,12
stages.2.shortcut.1,1.0078084468841553,0.13156390190124512,silu,adamw,1,12
stages.3.bn1,1.0791829824447632,0.23450833559036255,silu,adamw,1,12
stages.3.bn2,0.953694760799408,0.1898041069507599,silu,adamw,1,12
stages.4.bn1,1.0565941333770752,0.2126634120941162,silu,adamw,1,12
stages.4.bn2,1.0702097415924072,0.15141749382019043,silu,adamw,1,12
stages.4.shortcut.1,0.9849499464035034,0.15141749382019043,silu,adamw,1,12
stages.5.bn1,1.0486822128295898,0.25926339626312256,silu,adamw,1,12
stages.5.bn2,0.9284672737121582,0.19883298873901367,silu,adamw,1,12
stages.6.bn1,1.0222597122192383,0.16540750861167908,silu,adamw,1,12
stages.6.bn2,1.0156004428863525,0.07842327654361725,silu,adamw,1,12
stages.6.shortcut.1,1.0061951875686646,0.07842327654361725,silu,adamw,1,12
stages.7.bn1,1.005323886871338,0.10710957646369934,silu,adamw,1,12
stages.7.bn2,0.9354268312454224,0.07575942575931549,silu,adamw,1,12
stem_bn,0.9932997226715088,0.13714033365249634,silu,adamw,1,18
stages.0.bn1,1.1089801788330078,0.17038565874099731,silu,adamw,1,18
stages.0.bn2,1.1042118072509766,0.1415700614452362,silu,adamw,1,18
stages.1.bn1,1.1177730560302734,0.188734769821167,silu,adamw,1,18
stages.1.bn2,1.0254676342010498,0.20989271998405457,silu,adamw,1,18
stages.2.bn1,1.0673555135726929,0.1726747304201126,silu,adamw,1,18
stages.2.bn2,1.0593490600585938,0.14378666877746582,silu,adamw,1,18
stages.2.shortcut.1,0.9971604943275452,0.14378666877746582,silu,adamw,1,18
stages.3.bn1,1.0883296728134155,0.25758373737335205,silu,adamw,1,18
stages.3.bn2,0.9603979587554932,0.20301106572151184,silu,adamw,1,18
stages.4.bn1,1.0634403228759766,0.2328561544418335,silu,adamw,1,18
stages.4.bn2,1.0760674476623535,0.17179140448570251,silu,adamw,1,18
stages.4.shortcut.1,0.9714904427528381,0.17179140448570251,silu,adamw,1,18
stages.5.bn1,1.0575098991394043,0.2912415862083435,silu,adamw,1,18
stages.5.bn2,0.9371380805969238,0.21665549278259277,silu,adamw,1,18
stages.6.bn1,1.0285720825195312,0.18726202845573425,silu,adamw,1,18
stages.6.bn2,1.033315658569336,0.08102628588676453,silu,adamw,1,18
stages.6.shortcut.1,1.0104889869689941,0.08102628588676453,silu,adamw,1,18
stages.7.bn1,1.0022859573364258,0.12521503865718842,silu,adamw,1,18
stages.7.bn2,0.9427404403686523,0.0761970728635788,silu,adamw,1,18
stem_bn,0.9932807087898254,0.1373613178730011,silu,adamw,1,24
stages.0.bn1,1.1097931861877441,0.17074012756347656,silu,adamw,1,24
stages.0.bn2,1.1051340103149414,0.14145904779434204,silu,adamw,1,24
stages.1.bn1,1.1188504695892334,0.19014368951320648,silu,adamw,1,24
stages.1.bn2,1.0260069370269775,0.209823876619339,silu,adamw,1,24
stages.2.bn1,1.067793369293213,0.1741981953382492,silu,adamw,1,24
stages.2.bn2,1.0601789951324463,0.14454945921897888,silu,adamw,1,24
stages.2.shortcut.1,0.9951083064079285,0.14454945921897888,silu,adamw,1,24
stages.3.bn1,1.0894267559051514,0.2598367929458618,silu,adamw,1,24
stages.3.bn2,0.9618915319442749,0.20328395068645477,silu,adamw,1,24
stages.4.bn1,1.0642883777618408,0.23448753356933594,silu,adamw,1,24
stages.4.bn2,1.0767877101898193,0.17402580380439758,silu,adamw,1,24
stages.4.shortcut.1,0.9689507484436035,0.17402580380439758,silu,adamw,1,24
stages.5.bn1,1.058988332748413,0.2942570447921753,silu,adamw,1,24
stages.5.bn2,0.9393092393875122,0.21795699000358582,silu,adamw,1,24
stages.6.bn1,1.0296106338500977,0.1898415982723236,silu,adamw,1,24
stages.6.bn2,1.0379964113235474,0.07973387837409973,silu,adamw,1,24
stages.6.shortcut.1,1.011680006980896,0.07973387837409973,silu,adamw,1,24
stages.7.bn1,1.001133918762207,0.12806352972984314,silu,adamw,1,24
stages.7.bn2,0.9490063190460205,0.07423581182956696,silu,adamw,1,24
stem_bn,1.0111823081970215,0.0334605798125267,silu,adamw,2,0
stages.0.bn1,1.0167415142059326,0.020017260685563087,silu,adamw,2,0
stages.0.bn2,1.0112417936325073,0.01904395967721939,silu,adamw,2,0
stages.1.bn1,1.0111660957336426,0.018147537484765053,silu,adamw,2,0
stages.1.bn2,0.9911743402481079,0.020038755610585213,silu,adamw,2,0
stages.2.bn1,1.0052103996276855,0.01288502849638462,silu,adamw,2,0
stages.2.bn2,1.0005290508270264,0.016582509502768517,silu,adamw,2,0
stages.2.shortcut.1,1.0254428386688232,0.016582509502768517,silu,adamw,2,0
stages.3.bn1,1.002251148223877,0.014278436079621315,silu,adamw,2,0
stages.3.bn2,0.9738823175430298,0.015583256259560585,silu,adamw,2,0
stages.4.bn1,1.0002257823944092,0.016858313232660294,silu,adamw,2,0
stages.4.bn2,1.0005223751068115,0.01881302334368229,silu,adamw,2,0
stages.4.shortcut.1,1.028462529182434,0.01881302334368229,silu,adamw,2,0
stages.5.bn1,1.0012850761413574,0.014972967095673084,silu,adamw,2,0
stages.5.bn2,0.978356122970581,0.01579175889492035,silu,adamw,2,0
stages.6.bn1,0.9986666440963745,0.02016359008848667,silu,adamw,2,0
stages.6.bn2,0.98271644115448,0.010915592312812805,silu,adamw,2,0
stages.6.shortcut.1,1.0014253854751587,0.010915592312812805,silu,adamw,2,0
stages.7.bn1,0.9974799156188965,0.01863671839237213,silu,adamw,2,0
stages.7.bn2,0.9859073758125305,0.012916884385049343,silu,adamw,2,0
stem_bn,1.0042402744293213,0.11814865469932556,silu,adamw,2,6
stages.0.bn1,1.0913279056549072,0.11231359094381332,silu,adamw,2,6
stages.0.bn2,1.0830318927764893,0.09175493568181992,silu,adamw,2,6
stages.1.bn1,1.0859065055847168,0.14026126265525818,silu,adamw,2,6
stages.1.bn2,1.0111430883407593,0.15686175227165222,silu,adamw,2,6
stages.2.bn1,1.036712646484375,0.10749173164367676,silu,adamw,2,6
stages.2.bn2,1.034024715423584,0.09151707589626312,silu,adamw,2,6
stages.2.shortcut.1,1.0333448648452759,0.09151707589626312,silu,adamw,2,6
stages.3.bn1,1.0556461811065674,0.14842268824577332,silu,adamw,2,6
stages.3.bn2,0.9425597786903381,0.1322711706161499,silu,adamw,2,6
stages.4.bn1,1.0354009866714478,0.12528014183044434,silu,adamw,2,6
stages.4.bn2,1.050732970237732,0.07983314990997314,silu,adamw,2,6
stages.4.shortcut.1,1.0324862003326416,0.07983314990997314,silu,adamw,2,6
stages.5.bn1,1.033154010772705,0.10833799839019775,silu,adamw,2,6
stages.5.bn2,0.9281949996948242,0.1228407472372055,silu,adamw,2,6
stages.6.bn1,1.022890329360962,0.09898488223552704,silu,adamw,2,6
stages.6.bn2,1.000455617904663,0.057970985770225525,silu,adamw,2,6
stages.6.shortcut.1,0.9999206066131592,0.057970985770225525,silu,adamw,2,6
stages.7.bn1,0.9999184608459473,0.05684278905391693,silu,adamw,2,6
stages.7.bn2,0.9492993354797363,0.060966432094573975,silu,adamw,2,6
stem_bn,0.9939624071121216,0.1471010148525238,silu,adamw,2,12
stages.0.bn1,1.1134506464004517,0.14646711945533752,silu,adamw,2,12
stages.0.bn2,1.1019058227539062,0.12220145761966705,silu,adamw,2,12
stages.1.bn1,1.1131492853164673,0.1957612782716751,silu,adamw,2,12
stages.1.bn2,1.0319807529449463,0.20955412089824677,silu,adamw,2,12
stages.2.bn1,1.0526361465454102,0.15624617040157318,silu,adamw,2,12
stages.2.bn2,1.0519845485687256,0.13751555979251862,silu,adamw,2,12
stages.2.shortcut.1,1.0189512968063354,0.13751555979251862,silu,adamw,2,12
stages.3.bn1,1.0838303565979004,0.22778260707855225,silu,adamw,2,12
stages.3.bn2,0.9464062452316284,0.1886351853609085,silu,adamw,2,12
stages.4.bn1,1.0569478273391724,0.20170743763446808,silu,adamw,2,12
stages.4.bn2,1.070502758026123,0.14002540707588196,silu,adamw,2,12
stages.4.shortcut.1,1.0055848360061646,0.14002540707588196,silu,adamw,2,12
stages.5.bn1,1.0469794273376465,0.19782617688179016,silu,adamw,2,12
stages.5.bn2,0.9291986227035522,0.18604373931884766,silu,adamw,2,12
stages.6.bn1,1.039265513420105,0.1692168414592743,silu,adamw,2,12
stages.6.bn2,1.0274461507797241,0.08074092119932175,silu,adamw,2,12
stages.6.shortcut.1,0.9971848726272583,0.08074092119932175,silu,adamw,2,12
stages.7.bn1,0.9956885576248169,0.08127057552337646,silu,adamw,2,12
stages.7.bn2,0.9377715587615967,0.07950209081172943,silu,adamw,2,12
stem_bn,0.9922819137573242,0.1531265527009964,silu,adamw,2,18
stages.0.bn1,1.1198410987854004,0.154807448387146,silu,adamw,2,18
stages.0.bn2,1.1070098876953125,0.12872077524662018,silu,adamw,2,18
stages.1.bn1,1.122066855430603,0.21167001128196716,silu,adamw,2,18
stages.1.bn2,1.0388038158416748,0.21827122569084167,silu,adamw,2,18
stages.2.bn1,1.0591890811920166,0.16909705102443695,silu,adamw,2,18
stages.2.bn2,1.0584046840667725,0.1499996781349182,silu,adamw,2,18
stages.2.shortcut.1,1.0095230340957642,0.1499996781349182,silu,adamw,2,18
stages.3.bn1,1.0929975509643555,0.2517108917236328,silu,adamw,2,18
stages.3.bn2,0.9530730247497559,0.20041805505752563,silu,adamw,2,18
stages.4.bn1,1.0637011528015137,0.2220645397901535,silu,adamw,2,18
stages.4.bn2,1.0774116516113281,0.15956130623817444,silu,adamw,2,18
stages.4.shortcut.1,0.9916691780090332,0.15956130623817444,silu,adamw,2,18
stages.5.bn1,1.0519378185272217,0.23006516695022583,silu,adamw,2,18
stages.5.bn2,0.9359850287437439,0.20338314771652222,silu,adamw,2,18
stages.6.bn1,1.0451490879058838,0.19167885184288025,silu,adamw,2,18
stages.6.bn2,1.0459753274917603,0.08358743786811829,silu,adamw,2,18
stages.6.shortcut.1,1.0002670288085938,0.08358743786811829,silu,adamw,2,18
stages.7.bn1,0.9883079528808594,0.09755181521177292,silu,adamw,2,18
stages.7.bn2,0.9447236657142639,0.07927772402763367,silu,adamw,2,18
stem_bn,0.9919126033782959,0.15332412719726562,silu,adamw,2,24
stages.0.bn1,1.1205533742904663,0.1558324545621872,silu,adamw,2,24
stages.0.bn2,1.1079037189483643,0.12892162799835205,silu,adamw,2,24
stages.1.bn1,1.1231062412261963,0.21325792372226715,silu,adamw,2,24
stages.1.bn2,1.0395864248275757,0.21812273561954498,silu,adamw,2,24
stages.2.bn1,1.059828281402588,0.16999423503875732,silu,adamw,2,24
stages.2.bn2,1.0592341423034668,0.15116125345230103,silu,adamw,2,24
stages.2.shortcut.1,1.0073987245559692,0.15116125345230103,silu,adamw,2,24
stages.3.bn1,1.0940334796905518,0.2536168694496155,silu,adamw,2,24
stages.3.bn2,0.9547251462936401,0.20064663887023926,silu,adamw,2,24
stages.4.bn1,1.064551591873169,0.22401277720928192,silu,adamw,2,24
stages.4.bn2,1.0781733989715576,0.16175420582294464,silu,adamw,2,24
stages.4.shortcut.1,0.9888530373573303,0.16175420582294464,silu,adamw,2,24
stages.5.bn1,1.052586317062378,0.2341558039188385,silu,adamw,2,24
stages.5.bn2,0.938377857208252,0.20455673336982727,silu,adamw,2,24
stages.6.bn1,1.0458474159240723,0.19421103596687317,silu,adamw,2,24
stages.6.bn2,1.0501021146774292,0.0825682207942009,silu,adamw,2,24
stages.6.shortcut.1,1.0011721849441528,0.0825682207942009,silu,adamw,2,24
stages.7.bn1,0.9860541820526123,0.1012294739484787,silu,adamw,2,24
stages.7.bn2,0.9500656127929688,0.07753568887710571,silu,adamw,2,24
stem_bn,1.0078072547912598,0.02847004309296608,mish,adamw,0,0
stages.0.bn1,1.0132882595062256,0.02226518653333187,mish,adamw,0,0
stages.0.bn2,1.0060036182403564,0.021040186285972595,mish,adamw,0,0
stages.1.bn1,1.0118240118026733,0.021019291132688522,mish,adamw,0,0
stages.1.bn2,0.9969601035118103,0.02850014716386795,mish,adamw,0,0
stages.2.bn1,1.0066189765930176,0.015047619119286537,mish,adamw,0,0
stages.2.bn2,0.9981090426445007,0.014535002410411835,mish,adamw,0,0
stages.2.shortcut.1,1.0172288417816162,0.014535002410411835,mish,adamw,0,0
stages.3.bn1,1.005025029182434,0.015787269920110703,mish,adamw,0,0
stages.3.bn2,0.9871412515640259,0.01593775302171707,mish,adamw,0,0
stages.4.bn1,1.00276780128479,0.012473402544856071,mish,adamw,0,0
stages.4.bn2,1.001466155052185,0.011308830231428146,mish,adamw,0,0
stages.4.shortcut.1,1.0189075469970703,0.011308830231428146,mish,adamw,0,0
stages.5.bn1,1.0004377365112305,0.012916556559503078,mish,adamw,0,0
stages.5.bn2,0.9797528982162476,0.014162744395434856,mish,adamw,0,0
stages.6.bn1,1.0019230842590332,0.01040664967149496,mish,adamw,0,0
stages.6.bn2,0.9862959980964661,0.015204045921564102,mish,adamw,0,0
stages.6.shortcut.1,0.9974126815795898,0.015204045921564102,mish,adamw,0,0
stages.7.bn1,0.9975100755691528,0.013231271877884865,mish,adamw,0,0
stages.7.bn2,0.98521888256073,0.015299073420464993,mish,adamw,0,0
stem_bn,0.9905300140380859,0.08768945187330246,mish,adamw,0,6
stages.0.bn1,1.056671142578125,0.12662464380264282,mish,adamw,0,6
stages.0.bn2,1.039069414138794,0.11125059425830841,mish,adamw,0,6
stages.1.bn1,1.0773470401763916,0.14879322052001953,mish,adamw,0,6
stages.1.bn2,1.0304977893829346,0.19946996867656708,mish,adamw,0,6
stages.2.bn1,1.0423532724380493,0.12508907914161682,mish,adamw,0,6
stages.2.bn2,1.023364543914795,0.13253924250602722,mish,adamw,0,6
stages.2.shortcut.1,0.9958103895187378,0.13253924250602722,mish,adamw,0,6
stages.3.bn1,1.0485835075378418,0.19975516200065613,mish,adamw,0,6
stages.3.bn2,0.9949448108673096,0.155655175447464,mish,adamw,0,6
stages.4.bn1,1.0384521484375,0.1635664999485016,mish,adamw,0,6
stages.4.bn2,1.041906476020813,0.12250903993844986,mish,adamw,0,6
stages.4.shortcut.1,1.0152208805084229,0.12250903993844986,mish,adamw,0,6
stages.5.bn1,1.0486083030700684,0.15603096783161163,mish,adamw,0,6
stages.5.bn2,0.9489932060241699,0.14804255962371826,mish,adamw,0,6
stages.6.bn1,1.017552137374878,0.11703330278396606,mish,adamw,0,6
stages.6.bn2,0.9947593212127686,0.06648941338062286,mish,adamw,0,6
stages.6.shortcut.1,1.0001407861709595,0.06648941338062286,mish,adamw,0,6
stages.7.bn1,1.0050010681152344,0.07085473835468292,mish,adamw,0,6
stages.7.bn2,0.9463421106338501,0.06361056864261627,mish,adamw,0,6
stem_bn,0.9792281985282898,0.11187480390071869,mish,adamw,0,12
stages.0.bn1,1.0724754333496094,0.16418960690498352,mish,adamw,0,12
stages.0.bn2,1.052125096321106,0.14657878875732422,mish,adamw,0,12
stages.1.bn1,1.1026639938354492,0.20916703343391418,mish,adamw,0,12
stages.1.bn2,1.0483920574188232,0.26267144083976746,mish,adamw,0,12
stages.2.bn1,1.055948257446289,0.17765289545059204,mish,adamw,0,12
stages.2.bn2,1.0356171131134033,0.1879630982875824,mish,adamw,0,12
stages.2.shortcut.1,0.9680231213569641,0.1879630982875824,mish,adamw,0,12
stages.3.bn1,1.071281909942627,0.29035621881484985,mish,adamw,0,12
stages.3.bn2,1.0123169422149658,0.21734322607517242,mish,adamw,0,12
stages.4.bn1,1.0563125610351562,0.24514444172382355,mish,adamw,0,12
stages.4.bn2,1.057600498199463,0.19543902575969696,mish,adamw,0,12
stages.4.shortcut.1,0.9855625033378601,0.19543902575969696,mish,adamw,0,12
stages.5.bn1,1.0732624530792236,0.25716984272003174,mish,adamw,0,12
stages.5.bn2,0.9592776894569397,0.21754270792007446,mish,adamw,0,12
stages.6.bn1,1.0275464057922363,0.18822328746318817,mish,adamw,0,12
stages.6.bn2,1.0156571865081787,0.08756458759307861,mish,adamw,0,12
stages.6.shortcut.1,1.0021113157272339,0.08756458759307861,mish,adamw,0,12
stages.7.bn1,1.006334900856018,0.09341852366924286,mish,adamw,0,12
stages.7.bn2,0.9321042895317078,0.08219955116510391,mish,adamw,0,12
stem_bn,0.9768244028091431,0.1176229789853096,mish,adamw,0,18
stages.0.bn1,1.0773494243621826,0.17433282732963562,mish,adamw,0,18
stages.0.bn2,1.0555775165557861,0.15418687462806702,mish,adamw,0,18
stages.1.bn1,1.1106481552124023,0.22707071900367737,mish,adamw,0,18
stages.1.bn2,1.0539004802703857,0.275337278842926,mish,adamw,0,18
stages.2.bn1,1.0590622425079346,0.1932191252708435,mish,adamw,0,18
stages.2.bn2,1.0393697023391724,0.20338237285614014,mish,adamw,0,18
stages.2.shortcut.1,0.9547479152679443,0.20338237285614014,mish,adamw,0,18
stages.3.bn1,1.078728199005127,0.31597989797592163,mish,adamw,0,18
stages.3.bn2,1.0218803882598877,0.2324559986591339,mish,adamw,0,18
stages.4.bn1,1.0622665882110596,0.26884281635284424,mish,adamw,0,18
stages.4.bn2,1.061979055404663,0.21929636597633362,mish,adamw,0,18
stages.4.shortcut.1,0.9702820181846619,0.21929636597633362,mish,adamw,0,18
stages.5.bn1,1.0820801258087158,0.28989794850349426,mish,adamw,0,18
stages.5.bn2,0.9687560796737671,0.2365056574344635,mish,adamw,0,18
stages.6.bn1,1.031651496887207,0.2099052369594574,mish,adamw,0,18
stages.6.bn2,1.0330443382263184,0.08914768695831299,mish,adamw,0,18
stages.6.shortcut.1,1.0067813396453857,0.08914768695831299,mish,adamw,0,18
stages.7.bn1,1.0032715797424316,0.09761808812618256,mish,adamw,0,18
stages.7.bn2,0.9329666495323181,0.08338600397109985,mish,adamw,0,18
stem_bn,0.9770605564117432,0.11765465140342712,mish,adamw,0,24
stages.0.bn1,1.0782747268676758,0.17472656071186066,mish,adamw,0,24
stages.0.bn2,1.0560011863708496,0.15434367954730988,mish,adamw,0,24
stages.1.bn1,1.1114592552185059,0.22907422482967377,mish,adamw,0,24
stages.1.bn2,1.0544031858444214,0.27588093280792236,mish,adamw,0,24
stages.2.bn1,1.059321641921997,0.19440937042236328,mish,adamw,0,24
stages.2.bn2,1.0399380922317505,0.20443710684776306,mish,adamw,0,24
stages.2.shortcut.1,0.9525716304779053,0.20443710684776306,mish,adamw,0,24
stages.3.bn1,1.0795632600784302,0.31817132234573364,mish,adamw,0,24
stages.3.bn2,1.023590087890625,0.23295630514621735,mish,adamw,0,24
stages.4.bn1,1.063140869140625,0.27082744240760803,mish,adamw,0,24
stages.4.bn2,1.0625171661376953,0.22183895111083984,mish,adamw,0,24
stages.4.shortcut.1,0.9672896862030029,0.22183895111083984,mish,adamw,0,24
stages.5.bn1,1.0831708908081055,0.29325070977211,mish,adamw,0,24
stages.5.bn2,0.9715051651000977,0.2376534640789032,mish,adamw,0,24
stages.6.bn1,1.0324838161468506,0.21204228699207306,mish,adamw,0,24
stages.6.bn2,1.037404179573059,0.08808629214763641,mish,adamw,0,24
stages.6.shortcut.1,1.0080116987228394,0.08808629214763641,mish,adamw,0,24
stages.7.bn1,1.0011417865753174,0.09805436432361603,mish,adamw,0,24
stages.7.bn2,0.9365853667259216,0.0819384977221489,mish,adamw,0,24
stem_bn,1.0082635879516602,0.03444398194551468,mish,adamw,1,0
stages.0.bn1,1.0131876468658447,0.02316432073712349,mish,adamw,1,0
stages.0.bn2,1.0092291831970215,0.019082119688391685,mish,adamw,1,0
stages.1.bn1,1.0087798833847046,0.0190722718834877,mish,adamw,1,0
stages.1.bn2,0.9904128313064575,0.024823907762765884,mish,adamw,1,0
stages.2.bn1,1.0067846775054932,0.014236463233828545,mish,adamw,1,0
stages.2.bn2,1.0010710954666138,0.01587594859302044,mish,adamw,1,0
stages.2.shortcut.1,1.0163754224777222,0.01587594859302044,mish,adamw,1,0
stages.3.bn1,1.0062562227249146,0.01864618808031082,mish,adamw,1,0
stages.3.bn2,0.9846765995025635,0.017714571207761765,mish,adamw,1,0
stages.4.bn1,1.0030244588851929,0.01880214363336563,mish,adamw,1,0
stages.4.bn2,1.0030642747879028,0.012555325403809547,mish,adamw,1,0
stages.4.shortcut.1,1.0181043148040771,0.012555325403809547,mish,adamw,1,0
stages.5.bn1,1.0015395879745483,0.013819294050335884,mish,adamw,1,0
stages.5.bn2,0.9780941009521484,0.015641892328858376,mish,adamw,1,0
stages.6.bn1,1.0007314682006836,0.009668231010437012,mish,adamw,1,0
stages.6.bn2,0.9831081628799438,0.014738600701093674,mish,adamw,1,0
stages.6.shortcut.1,0.9986593723297119,0.014738600701093674,mish,adamw,1,0
stages.7.bn1,0.9989579319953918,0.012169817462563515,mish,adamw,1,0
stages.7.bn2,0.9821987748146057,0.014776383526623249,mish,adamw,1,0
stem_bn,0.9925932884216309,0.11466692388057709,mish,adamw,1,6
stages.0.bn1,1.0675911903381348,0.11731625348329544,mish,adamw,1,6
stages.0.bn2,1.0451550483703613,0.09680452942848206,mish,adamw,1,6
stages.1.bn1,1.0784099102020264,0.13854800164699554,mish,adamw,1,6
stages.1.bn2,1.0083074569702148,0.176748126745224,mish,adamw,1,6
stages.2.bn1,1.0446306467056274,0.1161012202501297,mish,adamw,1,6
stages.2.bn2,1.0273903608322144,0.1320953220129013,mish,adamw,1,6
stages.2.shortcut.1,0.9976904988288879,0.1320953220129013,mish,adamw,1,6
stages.3.bn1,1.0622119903564453,0.1917860060930252,mish,adamw,1,6
stages.3.bn2,0.9882422685623169,0.15373530983924866,mish,adamw,1,6
stages.4.bn1,1.0485728979110718,0.1858367919921875,mish,adamw,1,6
stages.4.bn2,1.0480607748031616,0.13255274295806885,mish,adamw,1,6
stages.4.shortcut.1,1.0035715103149414,0.13255274295806885,mish,adamw,1,6
stages.5.bn1,1.0572619438171387,0.18583402037620544,mish,adamw,1,6
stages.5.bn2,0.9369139075279236,0.16275238990783691,mish,adamw,1,6
stages.6.bn1,1.0208919048309326,0.12128040194511414,mish,adamw,1,6
stages.6.bn2,0.9880849123001099,0.06897837668657303,mish,adamw,1,6
stages.6.shortcut.1,0.9974707365036011,0.06897837668657303,mish,adamw,1,6
stages.7.bn1,1.0080474615097046,0.07517608255147934,mish,adamw,1,6
stages.7.bn2,0.9379335641860962,0.06547224521636963,mish,adamw,1,6
stem_bn,0.9785152077674866,0.14017458260059357,mish,adamw,1,12
stages.0.bn1,1.0819038152694702,0.15589934587478638,mish,adamw,1,12
stages.0.bn2,1.0626424551010132,0.1326136738061905,mish,adamw,1,12
stages.1.bn1,1.1053391695022583,0.19619932770729065,mish,adamw,1,12
stages.1.bn2,1.017266869544983,0.23807141184806824,mish,adamw,1,12
stages.2.bn1,1.0590918064117432,0.1619308888912201,mish,adamw,1,12
stages.2.bn2,1.037682294845581,0.18238726258277893,mish,adamw,1,12
stages.2.shortcut.1,0.974773645401001,0.18238726258277893,mish,adamw,1,12
stages.3.bn1,1.0853052139282227,0.2786351442337036,mish,adamw,1,12
stages.3.bn2,1.0024439096450806,0.20976531505584717,mish,adamw,1,12
stages.4.bn1,1.0674762725830078,0.2686389684677124,mish,adamw,1,12
stages.4.bn2,1.0642714500427246,0.20609940588474274,mish,adamw,1,12
stages.4.shortcut.1,0.9713908433914185,0.20609940588474274,mish,adamw,1,12
stages.5.bn1,1.0802299976348877,0.29483217000961304,mish,adamw,1,12
stages.5.bn2,0.9454963207244873,0.2361202836036682,mish,adamw,1,12
stages.6.bn1,1.0323486328125,0.18891727924346924,mish,adamw,1,12
stages.6.bn2,1.007920503616333,0.0941699743270874,mish,adamw,1,12
stages.6.shortcut.1,0.9950628876686096,0.0941699743270874,mish,adamw,1,12
stages.7.bn1,1.0122218132019043,0.10833677649497986,mish,adamw,1,12
stages.7.bn2,0.9220532178878784,0.08647376298904419,mish,adamw,1,12
stem_bn,0.9749996662139893,0.1465584635734558,mish,adamw,1,18
stages.0.bn1,1.0878326892852783,0.16731327772140503,mish,adamw,1,18
stages.0.bn2,1.0670677423477173,0.1403447389602661,mish,adamw,1,18
stages.1.bn1,1.1137731075286865,0.21525517106056213,mish,adamw,1,18
stages.1.bn2,1.0212774276733398,0.24995160102844238,mish,adamw,1,18
stages.2.bn1,1.0627470016479492,0.17423252761363983,mish,adamw,1,18
stages.2.bn2,1.0413298606872559,0.19851499795913696,mish,adamw,1,18
stages.2.shortcut.1,0.9617196321487427,0.19851499795913696,mish,adamw,1,18
stages.3.bn1,1.092067837715149,0.3037344515323639,mish,adamw,1,18
stages.3.bn2,1.0115547180175781,0.224104106426239,mish,adamw,1,18
stages.4.bn1,1.0730783939361572,0.2906876802444458,mish,adamw,1,18
stages.4.bn2,1.0686088800430298,0.23041458427906036,mish,adamw,1,18
stages.4.shortcut.1,0.9551584720611572,0.23041458427906036,mish,adamw,1,18
stages.5.bn1,1.0887765884399414,0.3313174247741699,mish,adamw,1,18
stages.5.bn2,0.9564687013626099,0.25605666637420654,mish,adamw,1,18
stages.6.bn1,1.0375638008117676,0.21106112003326416,mish,adamw,1,18
stages.6.bn2,1.024673342704773,0.09709609299898148,mish,adamw,1,18
stages.6.shortcut.1,0.9989943504333496,0.09709609299898148,mish,adamw,1,18
stages.7.bn1,1.0098793506622314,0.12047620862722397,mish,adamw,1,18
stages.7.bn2,0.9263672828674316,0.0875832736492157,mish,adamw,1,18
stem_bn,0.9753148555755615,0.1463228464126587,mish,adamw,1,24
stages.0.bn1,1.0885428190231323,0.16787070035934448,mish,adamw,1,24
stages.0.bn2,1.0677460432052612,0.14050352573394775,mish,adamw,1,24
stages.1.bn1,1.1147339344024658,0.21664798259735107,mish,adamw,1,24
stages.1.bn2,1.0209877490997314,0.25064903497695923,mish,adamw,1,24
