arch,activation,dataset,seed,epoch,train_acc,test_loss,test_acc,lr,epoch_time,mean_active_frac,min_active_frac,mean_effective_rank,mean_stable_rank,n_layers_measured,n_layers_total,grad_norm
resnet18,gelu,cifar10,1,4,0.758994391025641,0.6931546129226684,0.757,0.0904508497187474,18.07683253288269,0.9893368833205279,0.9815945625305176,56.04424487843233,6.380135241676779,17,17,1.4141306046934805
resnet18,gelu,cifar10,1,5,0.7908052884615384,0.7485790409088134,0.749,0.0864484313710706,18.171077251434326,0.9905670109917136,0.9813098907470703,56.21958676506491,7.528490515316234,17,17,1.840454000633494
resnet18,gelu,cifar10,1,6,0.8058894230769231,0.6239205771446228,0.7886,0.0818711994874345,18.14612102508545,0.9912090161267448,0.980954647064209,56.37920895744772,8.167600687812357,17,17,1.7260692262847117
resnet18,gelu,cifar10,1,7,0.8233774038461539,0.5844211710453033,0.8027,0.07679133974894983,18.12447738647461,0.9918103498571059,0.9806790351867676,56.39529441384708,8.678291320800781,17,17,2.0631811681981134
resnet18,gelu,cifar10,1,8,0.8386818910256411,0.48171830339431765,0.8364,0.07128896457825364,18.133115768432617,0.9922481915530037,0.980710506439209,56.36713566499598,9.097512132981244,17,17,1.8554285333848892
resnet18,gelu,cifar10,1,9,0.8436097756410257,0.4819070174694061,0.8331,0.06545084971874737,18.08287763595581,0.9926118289723116,0.9807572364807129,56.659879347857306,10.049456175635843,17,17,1.950371607713504
resnet18,gelu,cifar10,1,10,0.8569110576923077,0.44459407081604,0.8493,0.05936906572928624,18.156702280044556,0.9926513924318201,0.9809894561767578,56.660433152142694,9.932867695303525,17,17,2.110881163676141
resnet18,gelu,cifar10,1,11,0.8685697115384615,0.4396938322067261,0.8519,0.05313952597646568,18.08810305595398,0.9927696235039655,0.9805259704589844,56.33899464326746,9.678347110748291,17,17,2.467100519872907
resnet18,gelu,cifar10,1,12,0.8755809294871795,0.42929457051754,0.8575,0.04686047402353434,18.08021116256714,0.992815143921796,0.9802417755126953,56.656875385957605,9.774232906453749,17,17,2.6807424521883836
resnet18,gelu,cifar10,1,13,0.8850560897435897,0.3797346504688263,0.8675,0.04063093427071378,18.11445951461792,0.9929121522342458,0.980036735534668,56.52726835363052,9.64251983866972,17,17,2.295722587467392
resnet18,gelu,cifar10,1,14,0.8964142628205128,0.362073716878891,0.8751,0.03454915028125265,18.10200786590576,0.9929909460684833,0.979914665222168,56.61563581578872,9.886414555942311,17,17,2.6291592723053667
resnet18,gelu,cifar10,1,15,0.9044871794871795,0.3507833486557007,0.8812,0.02871103542174637,18.073237895965576,0.9930191601023954,0.9794635772705078,56.52499703799977,8.945860624313354,17,17,2.8655743791115134
resnet18,gelu,cifar10,1,16,0.9111778846153846,0.348192072224617,0.8806,0.02320866025105016,18.09433603286743,0.9930293349658742,0.9795265197753906,56.690779966466565,9.499390910653506,17,17,2.7050553922954648
resnet18,gelu,cifar10,1,17,0.9224559294871795,0.32775385756492614,0.8926,0.018128800512565515,18.073622226715088,0.9930971510270062,0.9794130325317383,56.67491351856905,9.865303362117094,17,17,3.5319021398633064
resnet18,gelu,cifar10,1,18,0.9326722756410256,0.2763975656867027,0.9073,0.013551568628929436,18.093130588531494,0.9931984894415912,0.9793796539306641,56.581986146814685,9.158184794818654,17,17,3.3901693731815183
resnet18,gelu,cifar10,1,19,0.9442508012820513,0.28241415865421293,0.9042,0.009549150281252635,18.085503101348877,0.9932374533484963,0.979039192199707,56.64153042961569,9.246374060125913,17,17,2.607033218581972
resnet18,gelu,cifar10,1,20,0.9516225961538461,0.25929143476486205,0.9173,0.006184665997806822,18.120532035827637,0.9933434233945959,0.9797182083129883,56.796472661635455,9.191952018176808,17,17,2.957312798259533
resnet18,gelu,cifar10,1,21,0.9613381410256411,0.2556555172920227,0.9169,0.003511175705587433,18.117239713668823,0.9933658172102535,0.9794454574584961,56.817896001479205,9.209374497918521,17,17,3.782927960366767
resnet18,gelu,cifar10,1,22,0.9683894230769231,0.23788009428977966,0.9205,0.001570841943568452,18.070316314697266,0.9934192545273725,0.9799747467041016,56.673886243034815,8.980251354329726,17,17,4.347681307803461
resnet18,gelu,cifar10,1,23,0.9729767628205128,0.2318112557888031,0.9239,0.00039426493427611184,18.248125314712524,0.9934054087190067,0.9796962738037109,56.8561055800494,9.109470942441154,17,17,4.216550492278963
resnet18,gelu,cifar10,1,24,0.9769631410256411,0.2296769645214081,0.9243,0.0,18.08332896232605,0.9934167791815365,0.9798192977905273,56.64175257963293,8.796435271992403,17,17,4.018796729299383
resnet18,gelu,cifar10,2,0,0.34967948717948716,1.5258005947113038,0.4529,0.0996057350657239,18.24954390525818,0.9840595020967371,0.9704961776733398,46.83422627168543,3.3626011469784904,17,17,1.2949943167261346
resnet18,gelu,cifar10,2,1,0.5143629807692308,1.166460887145996,0.5846,0.09842915805643156,18.12558937072754,0.9864320018712212,0.9781074523925781,52.009767195757696,3.983383094563204,17,17,1.3824908151598092
resnet18,gelu,cifar10,2,2,0.6338141025641025,1.0222425107955933,0.6523,0.09648882429441258,18.271748304367065,0.9877795331618365,0.9808011054992676,54.01204097972197,4.232106727712295,17,17,1.905833644286072
resnet18,gelu,cifar10,2,3,0.7057291666666666,0.8459091272354126,0.7101,0.09381533400219319,18.315653324127197,0.9887967530418845,0.9825592041015625,54.879602544447955,4.914576740825877,17,17,1.589846864019283
resnet18,gelu,cifar10,2,4,0.7521033653846154,0.7659504219055175,0.7436,0.0904508497187474,18.17416548728943,0.9899125765351688,0.9824552536010742,55.67016489365522,5.9885216600754685,17,17,1.4221496809854242
resnet18,gelu,cifar10,2,5,0.7807892628205129,0.7010550016403199,0.7606,0.0864484313710706,18.162557125091553,0.9910794566659367,0.9820346832275391,55.58855954338522,6.84260380969328,17,17,1.661820189465318
resnet18,gelu,cifar10,2,6,0.8007411858974359,0.6447507744789124,0.7856,0.0818711994874345,18.297096490859985,0.9918227195739746,0.9815864562988281,55.93065620871151,7.695053479250739,17,17,1.6224373631223687
resnet18,gelu,cifar10,2,7,0.815625,0.5720640675544739,0.8017,0.07679133974894983,18.190598726272583,0.9923584180719712,0.9813575744628906,55.766471189611096,8.235951381571153,17,17,1.9002020225556282
resnet18,gelu,cifar10,2,8,0.8283854166666667,0.49649650831222536,0.8301,0.07128896457825364,18.143092393875122,0.9926269475151511,0.9805870056152344,56.408537920783544,8.985979641185088,17,17,1.8368190869749441
resnet18,gelu,cifar10,2,9,0.8405649038461539,0.557940385055542,0.8173,0.06545084971874737,18.337552547454834,0.9928386912626379,0.9804477691650391,56.256628821877875,8.792527072569904,17,17,1.926059869076112
resnet18,gelu,cifar10,2,10,0.8539663461538461,0.4581320393800736,0.8467,0.05936906572928624,18.125112533569336,0.9930189111653496,0.9804067611694336,55.710983500761145,8.571039718740126,17,17,2.2059166378470305
resnet18,gelu,cifar10,2,11,0.861338141025641,0.5205920783996582,0.8263,0.05313952597646568,18.09926700592041,0.9931973569533404,0.9802560806274414,56.096127453972315,9.032210784799913,17,17,1.9482335622107758
resnet18,gelu,cifar10,2,12,0.872275641025641,0.3976843109130859,0.8649,0.04686047402353434,18.259678602218628,0.9932692822288064,0.9800243377685547,55.91508394129136,8.031262425815358,17,17,2.0600078918950833
resnet18,gelu,cifar10,2,13,0.8832932692307692,0.4288736423492432,0.8503,0.04063093427071378,18.0403151512146,0.9932450406691608,0.97906494140625,56.19317649392521,8.553147876963896,17,17,2.6889366401604997
resnet18,gelu,cifar10,2,14,0.8920873397435898,0.4056914938926697,0.8668,0.03454915028125265,18.209792137145996,0.9932993860805736,0.9789247512817383,56.00848411111271,8.53775520885692,17,17,2.017740806628944
resnet18,gelu,cifar10,2,15,0.9008814102564102,0.3575620380401611,0.8788,0.02871103542174637,18.255525588989258,0.9933444892658907,0.9791231155395508,56.08664658490349,8.53753838819616,17,17,2.234190459850816
resnet18,gelu,cifar10,2,16,0.9100761217948717,0.31297211496829985,0.8908,0.02320866025105016,18.034453868865967,0.9933879796196433,0.9791126251220703,56.10331367043888,8.085746498668895,17,17,2.4858480067981716
resnet18,gelu,cifar10,2,17,0.9220953525641026,0.31686454429626465,0.8958,0.018128800512565515,18.332192182540894,0.9934244436376235,0.9786691665649414,56.3279748804429,8.661235486759859,17,17,2.4465054410380063
resnet18,gelu,cifar10,2,18,0.9302483974358975,0.3125479079246521,0.8981,0.013551568628929436,18.28763771057129,0.9934845040826237,0.9787988662719727,56.24345936494715,8.466464463402243,17,17,3.235083171145659
resnet18,gelu,cifar10,2,19,0.9403245192307692,0.29422834796905517,0.901,0.009549150281252635,18.228184700012207,0.9935174899942735,0.9787464141845703,56.17500305175781,8.10442578091341,17,17,4.059165081747139
resnet18,gelu,cifar10,2,20,0.95078125,0.26238564767837524,0.916,0.006184665997806822,18.043952465057373,0.993587851524353,0.9788703918457031,56.412645003374884,8.29660689129549,17,17,3.780366146530144
resnet18,gelu,cifar10,2,21,0.9603565705128205,0.25384061694145205,0.9188,0.003511175705587433,18.282726287841797,0.9935893381343168,0.9789905548095703,55.97679564532112,8.024535109015073,17,17,4.788039124600084
resnet18,gelu,cifar10,2,22,0.9672475961538461,0.24436640412807464,0.921,0.001570841943568452,18.202064514160156,0.9936380947337431,0.9791641235351562,56.10691496905159,8.198987610199872,17,17,4.337479908178359
resnet18,gelu,cifar10,2,23,0.9715945512820513,0.2405323851585388,0.9225,0.00039426493427611184,18.270886659622192,0.993651923011331,0.9792957305908203,56.455385993508735,8.336130015990314,17,17,4.447917330650902
resnet18,gelu,cifar10,2,24,0.9744991987179488,0.23629281492233276,0.9244,0.0,18.2729332447052,0.9936393289005055,0.9792098999023438,56.37423077751608,8.729129272348741,17,17,4.498080687179954
resnet18,silu,cifar10,0,0,0.32786458333333335,1.5022567363739014,0.4385,0.0996057350657239,19.339202642440796,0.9926516729242661,0.9852418899536133,43.81477367176729,2.8076112620970783,17,17,0.937867787775481
resnet18,silu,cifar10,0,1,0.49415064102564105,1.2737730890274048,0.5419,0.09842915805643156,18.186630725860596,0.9931633893181296,0.9851093292236328,50.44051046932445,3.6338067475487206,17,17,1.6317689583240995
resnet18,silu,cifar10,0,2,0.6307491987179488,0.9451375577926636,0.6684,0.09648882429441258,18.031883239746094,0.9936869284685921,0.9849696159362793,53.736307480755976,5.023077964782715,17,17,1.549395424978858
resnet18,silu,cifar10,0,3,0.7103966346153846,0.9035401406288147,0.69,0.09381533400219319,18.126578092575073,0.9946484846227309,0.9858908653259277,55.50363540649414,6.501470102983363,17,17,1.6533109659996743
resnet18,silu,cifar10,0,4,0.7521834935897436,0.7054989220619202,0.7571,0.0904508497187474,18.19167160987854,0.9957328964682186,0.9870657920837402,55.67238190594841,7.209245779935052,17,17,1.4585845580763195
resnet18,silu,cifar10,0,5,0.780488782051282,0.7129166728019715,0.7628,0.0864484313710706,18.072705507278442,0.9964205096749699,0.9874296188354492,56.04501881318934,8.23043551164515,17,17,1.478553509218497
resnet18,silu,cifar10,0,6,0.795292467948718,0.6093947703361511,0.7924,0.0818711994874345,18.06149697303772,0.9966846774606144,0.9877743721008301,55.88234329223633,8.934887451284071,17,17,1.514376538976321
resnet18,silu,cifar10,0,7,0.8098557692307692,0.6133652183532715,0.7936,0.07679133974894983,18.167603492736816,0.9968998432159424,0.9879393577575684,56.16504444795496,9.984529354993034,17,17,1.5755587907235666
resnet18,silu,cifar10,0,8,0.8203525641025641,0.5195971755027771,0.8224,0.07128896457825364,18.120854139328003,0.9969555069418514,0.9879703521728516,56.32139093735639,10.198619281544405,17,17,1.6512165558571794
resnet18,silu,cifar10,0,9,0.8317107371794872,0.6692253252983094,0.7797,0.06545084971874737,18.166950464248657,0.9970335118910846,0.9880757331848145,56.40934529024012,10.61039857303395,17,17,1.965978071803122
resnet18,silu,cifar10,0,10,0.8395432692307693,0.5509902505397797,0.8139,0.05936906572928624,18.117504119873047,0.9969712145188275,0.9876642227172852,56.282022812787226,10.09935754888198,17,17,1.8816110289110082
resnet18,silu,cifar10,0,11,0.8499399038461538,0.46035840892791746,0.8434,0.05313952597646568,18.093127727508545,0.997013624976663,0.9878191947937012,56.02510205437155,9.981052104164572,17,17,2.0482968569548383
resnet18,silu,cifar10,0,12,0.8603766025641025,0.4275687762260437,0.8512,0.04686047402353434,18.134885549545288,0.9970423894770005,0.9879746437072754,56.10163363288431,10.268772153293385,17,17,2.161323493261286
resnet18,silu,cifar10,0,13,0.8684495192307692,0.4466215817451477,0.8513,0.04063093427071378,18.09705114364624,0.997024045271032,0.9880104064941406,56.398217145134424,9.848388251136331,17,17,2.019417893647621
resnet18,silu,cifar10,0,14,0.8751602564102564,0.477243771982193,0.8397,0.03454915028125265,18.1627299785614,0.9970047754399917,0.9878778457641602,56.121851079604205,10.145125304951387,17,17,1.9614425661770398
resnet18,silu,cifar10,0,15,0.883954326923077,0.3789265493869782,0.8725,0.02871103542174637,18.07032322883606,0.9970306473619798,0.987912654876709,56.29266559376436,10.0410935458015,17,17,2.867555364643039
resnet18,silu,cifar10,0,16,0.8932091346153846,0.4027713541030884,0.8665,0.02320866025105016,18.263305187225342,0.9970331051770378,0.9881191253662109,56.33961958043716,9.894728520337273,17,17,2.3896730800449513
resnet18,silu,cifar10,0,17,0.9034254807692308,0.3493852446079254,0.8809,0.018128800512565515,18.047168731689453,0.9970832256709828,0.9882073402404785,56.24872364717371,10.073246619280647,17,17,2.9286920647483705
resnet18,silu,cifar10,0,18,0.9135016025641025,0.3245650248408318,0.8923,0.013551568628929436,18.135148525238037,0.9970916404443628,0.9882020950317383,56.24526820463293,9.766703170888563,17,17,3.033812183707669
resnet18,silu,cifar10,0,19,0.9233774038461539,0.3087967651486397,0.8969,0.009549150281252635,18.063645124435425,0.9971174317247727,0.9885110855102539,56.30343224020565,9.234370638342465,17,17,2.820162812338797
resnet18,silu,cifar10,0,20,0.9320512820512821,0.28611354780197146,0.9045,0.006184665997806822,18.24825406074524,0.9971378095009747,0.9885697364807129,56.358544293571924,10.010504021364099,17,17,2.9981424093751494
resnet18,silu,cifar10,0,21,0.9397836538461538,0.27391885023117063,0.9102,0.003511175705587433,18.11053228378296,0.9971896725542405,0.9887490272521973,56.45528322107651,10.04796833150527,17,17,3.618191399483878
resnet18,silu,cifar10,0,22,0.9471354166666667,0.25611332566738126,0.9145,0.001570841943568452,18.10789942741394,0.9971811035100151,0.9886412620544434,56.411320630241846,9.493266975178438,17,17,3.375766815748127
resnet18,silu,cifar10,0,23,0.9537259615384616,0.2451199452638626,0.9176,0.00039426493427611184,18.090436935424805,0.9972109058324028,0.9887747764587402,56.50590784409467,9.743047097150017,17,17,3.5377591711955487
resnet18,silu,cifar10,0,24,0.9568910256410257,0.24461648908257486,0.9179,0.0,18.24065637588501,0.9972091667792377,0.9888143539428711,56.457496867460364,9.723482384401208,17,17,3.6899314730164936
resnet18,silu,cifar10,1,0,0.35895432692307694,1.443701600074768,0.472,0.0996057350657239,18.09625005722046,0.992376916548785,0.9841690063476562,47.171466042013726,3.719240188598633,17,17,1.3422994997470907
resnet18,silu,cifar10,1,1,0.5467748397435898,1.186147876739502,0.5782,0.09842915805643156,18.111578702926636,0.9930452879737405,0.9866647720336914,51.78913116455078,4.279054347206564,17,17,2.0209635344208157
resnet18,silu,cifar10,1,2,0.6513020833333333,0.9842751111984253,0.6563,0.09648882429441258,18.136091709136963,0.9935172726126278,0.9864273071289062,54.11948237699621,5.5280382492963005,17,17,1.7006327648087274
resnet18,silu,cifar10,1,3,0.719130608974359,0.7592034812927246,0.7293,0.09381533400219319,18.077845335006714,0.9946158072527718,0.9864354133605957,55.37437102373909,6.30684830160702,17,17,1.2749189242201728
resnet18,silu,cifar10,1,4,0.7621394230769231,0.663443508529663,0.7697,0.0904508497187474,18.108919143676758,0.9956828741466298,0.9874863624572754,55.85672961964327,7.410275403191061,17,17,1.3014778880319966
resnet18,silu,cifar10,1,5,0.7839543269230769,0.7056929057121277,0.759,0.0864484313710706,18.146113395690918,0.9963638081270105,0.9878668785095215,56.05667630363913,8.031509217093973,17,17,1.7158272611743
resnet18,silu,cifar10,1,6,0.7994791666666666,0.5856209302902222,0.7987,0.0818711994874345,18.099817752838135,0.9966726864085478,0.9880380630493164,56.13056609209846,8.975871773327098,17,17,1.6297111623067917
resnet18,silu,cifar10,1,7,0.8132211538461539,0.594926393699646,0.7981,0.07679133974894983,18.135947465896606,0.9969041487749886,0.9880423545837402,56.16368147906135,9.243330254274255,17,17,1.734126641653152
resnet18,silu,cifar10,1,8,0.822636217948718,0.6144290226936341,0.798,0.07128896457825364,18.067666053771973,0.9969127318438362,0.9880356788635254,56.22489839441636,9.548639914568733,17,17,1.7719078946815996
resnet18,silu,cifar10,1,9,0.8287259615384616,0.477121821641922,0.8351,0.06545084971874737,18.1120502948761,0.996986613554113,0.9880237579345703,56.278628181008735,9.954955325407141,17,17,1.7585995317244483
resnet18,silu,cifar10,1,10,0.8410456730769231,0.4749272078514099,0.838,0.05936906572928624,18.092986345291138,0.9969910874086267,0.9879269599914551,56.47512211519129,10.417750793344835,17,17,2.2144010324276238
resnet18,silu,cifar10,1,11,0.8473758012820513,0.49990084619522096,0.8308,0.05313952597646568,18.074737310409546,0.9969356340520522,0.9876246452331543,56.23031593771542,10.316129039315616,17,17,1.943853897681741
resnet18,silu,cifar10,1,12,0.8580128205128205,0.5252629246234893,0.828,0.04686047402353434,18.055322647094727,0.996950247708489,0.9877719879150391,56.44471224616556,10.311927108203664,17,17,2.582924758306222
resnet18,silu,cifar10,1,13,0.8658653846153846,0.43724461250305174,0.8496,0.04063093427071378,18.087613821029663,0.9969557593850529,0.987576961517334,56.24624476713293,9.645577038035674,17,17,2.1702251271212436
resnet18,silu,cifar10,1,14,0.873417467948718,0.4035758912563324,0.8661,0.03454915028125265,18.053264379501343,0.9969793628243839,0.9875597953796387,56.46210614372702,9.84331849042107,17,17,2.1913044542442845
resnet18,silu,cifar10,1,15,0.8840144230769231,0.42407307109832765,0.8617,0.02871103542174637,18.16490125656128,0.9970030784606934,0.9879946708679199,56.400407903334674,9.842462539672852,17,17,2.5983134570835578
resnet18,silu,cifar10,1,16,0.8914663461538461,0.38769695489406586,0.8674,0.02320866025105016,18.114680767059326,0.9970228812273811,0.9879999160766602,56.328599593218634,9.753797741497264,17,17,3.1101618937735607
resnet18,silu,cifar10,1,17,0.900821314102564,0.3619351782798767,0.8775,0.018128800512565515,18.08156681060791,0.9970748705022475,0.9882502555847168,56.487051122328815,10.122735724729651,17,17,3.429324195064052
resnet18,silu,cifar10,1,18,0.9121995192307693,0.33041137940883636,0.8875,0.013551568628929436,18.158504009246826,0.997101878418642,0.9881649017333984,56.67951853135053,10.242717448402853,17,17,3.5192323764044033
resnet18,silu,cifar10,1,19,0.9204126602564102,0.3197213412642479,0.8924,0.009549150281252635,18.1571261882782,0.9971222456763772,0.988192081451416,56.573683121625116,9.61319180095897,17,17,3.721579906305722
resnet18,silu,cifar10,1,20,0.9296474358974359,0.29885490263104436,0.8992,0.006184665997806822,18.055508852005005,0.9971585098434897,0.9884624481201172,56.604279237635,9.863094021292294,17,17,3.3187585276105236
resnet18,silu,cifar10,1,21,0.9394230769230769,0.2767169644355774,0.9076,0.003511175705587433,18.187957763671875,0.997189065989326,0.9885396957397461,56.56312157126034,9.806906139149385,17,17,3.7853175728997437
resnet18,silu,cifar10,1,22,0.9469751602564103,0.2667408886313438,0.9139,0.001570841943568452,18.140013694763184,0.9971776674775517,0.9885873794555664,56.877096737132355,9.857439405777875,17,17,3.779530086217234
resnet18,silu,cifar10,1,23,0.9536258012820513,0.2568076487183571,0.9152,0.00039426493427611184,18.242971420288086,0.9972206739818349,0.9887676239013672,56.798181646010455,9.586030511295094,17,17,3.7316556175653686
resnet18,silu,cifar10,1,24,0.956270032051282,0.2564974917769432,0.9157,0.0,18.143925189971924,0.9972122942700106,0.9887528419494629,56.590475643382355,9.402055207420798,17,17,3.7711975859821796
resnet18,silu,cifar10,2,0,0.33649839743589743,1.5309648357391357,0.438,0.0996057350657239,18.3115074634552,0.9938526995041791,0.987250566482544,44.71674705954159,2.7136173318414127,17,17,1.1179746539471715
resnet18,silu,cifar10,2,1,0.5299078525641026,1.2170865976333618,0.5731,0.09842915805643156,18.081350088119507,0.9938226868124569,0.9866170883178711,50.67326691571404,3.628008611061994,17,17,1.2655921912290988
resnet18,silu,cifar10,2,2,0.6501201923076924,0.9430475808143616,0.6724,0.09648882429441258,18.081517934799194,0.9937962223501766,0.9854364395141602,54.15530193553251,4.8593244552612305,17,17,1.3344808976816886
resnet18,silu,cifar10,2,3,0.7146434294871795,0.8337271717071533,0.7131,0.09381533400219319,18.22944140434265,0.9948533843545353,0.9863510131835938,55.55125090655159,6.228866997887106,17,17,1.5916266110232482
resnet18,silu,cifar10,2,4,0.7535456730769231,0.6660095392227173,0.7773,0.0904508497187474,18.093017578125,0.995970136979047,0.9879465103149414,55.99069415821749,7.257209567462697,17,17,1.275908712247493
resnet18,silu,cifar10,2,5,0.7803485576923077,0.6315583109855651,0.7809,0.0864484313710706,18.12796640396118,0.9965596619774314,0.9888496398925781,56.108018538531134,7.645096456303316,17,17,1.4594626309246972
resnet18,silu,cifar10,2,6,0.795352564102564,0.6934240910530091,0.7743,0.0818711994874345,18.14570379257202,0.9970172573538387,0.9897089004516602,56.31204156314625,8.739595679675832,17,17,1.5390719761331126
