arch,activation,dataset,seed,epoch,test_loss,test_acc,epoch_time,active_frac_t0.001,active_frac_t0.005,active_frac_t0.01,active_frac_t0.05,active_frac_t0.1,gate_mean,gate_median,gate_std,n_gate_values,gate_q1,gate_q5,gate_q25,gate_q50,gate_q75,gate_q95,gate_q99
resnet18,relu,cifar10,0,22,0.2588116154193878,0.9198,15.533622026443481,0.36964588235294116,0.36964588235294116,0.36964588235294116,0.36964588235294116,0.36964588235294116,0.369645893573761,0.0,0.4827088415622711,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,0,23,0.24792043828964233,0.9227,15.930900573730469,0.3703235294117647,0.3703235294117647,0.3703235294117647,0.3703235294117647,0.3703235294117647,0.3703235387802124,0.0,0.482891321182251,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,0,24,0.24886666674613953,0.9225,17.064054489135742,0.3699576470588235,0.3699576470588235,0.3699576470588235,0.3699576470588235,0.3699576470588235,0.36995765566825867,0.0,0.4827928841114044,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,0,1.55649586353302,0.4346,18.69142723083496,0.5172329411764706,0.5172329411764706,0.5172329411764706,0.5172329411764706,0.5172329411764706,0.5172329545021057,1.0,0.4997030198574066,850000,0.0,0.0,0.0,1.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,1,1.249559477043152,0.5426,16.061179637908936,0.5084470588235294,0.5084470588235294,0.5084470588235294,0.5084470588235294,0.5084470588235294,0.5084470510482788,1.0,0.49992868304252625,850000,0.0,0.0,0.0,1.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,2,0.985033776473999,0.6531,16.82819128036499,0.4885164705882353,0.4885164705882353,0.4885164705882353,0.4885164705882353,0.4885164705882353,0.4885164797306061,0.0,0.4998681843280792,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,3,0.8412365589141846,0.7032,15.230565309524536,0.4770670588235294,0.4770670588235294,0.4770670588235294,0.4770670588235294,0.4770670588235294,0.4770670533180237,0.0,0.49947389960289,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,4,0.8128923911094665,0.7128,15.49010944366455,0.4603258823529412,0.4603258823529412,0.4603258823529412,0.4603258823529412,0.4603258823529412,0.4603258967399597,0.0,0.4984235465526581,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,5,0.7992778698921204,0.7321,15.606066226959229,0.4405588235294118,0.4405588235294118,0.4405588235294118,0.4405588235294118,0.4405588235294118,0.4405588209629059,0.0,0.496454119682312,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,6,0.628971603679657,0.7789,15.536375284194946,0.43378,0.43378,0.43378,0.43378,0.43378,0.4337800145149231,0.0,0.4955955743789673,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,7,0.6922753693580628,0.771,15.619007110595703,0.4157647058823529,0.4157647058823529,0.4157647058823529,0.4157647058823529,0.4157647058823529,0.415764719247818,0.0,0.4928533732891083,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,8,0.5754536506175995,0.7994,15.537837028503418,0.4054870588235294,0.4054870588235294,0.4054870588235294,0.4054870588235294,0.4054870588235294,0.405487060546875,0.0,0.49098604917526245,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,9,0.6605357051849365,0.7843,15.115193843841553,0.3959388235294118,0.3959388235294118,0.3959388235294118,0.3959388235294118,0.3959388235294118,0.39593881368637085,0.0,0.4890514314174652,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,10,0.6026585835456848,0.7996,15.51760220527649,0.3904694117647059,0.3904694117647059,0.3904694117647059,0.3904694117647059,0.3904694117647059,0.39046940207481384,0.0,0.48785555362701416,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,11,0.4572226084709167,0.8441,15.735278606414795,0.3887764705882353,0.3887764705882353,0.3887764705882353,0.3887764705882353,0.3887764705882353,0.3887764811515808,0.0,0.48747238516807556,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,12,0.4975662989616394,0.836,15.242154598236084,0.3858494117647059,0.3858494117647059,0.3858494117647059,0.3858494117647059,0.3858494117647059,0.3858494162559509,0.0,0.48679524660110474,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,13,0.42137265067100527,0.8584,15.148760318756104,0.3808341176470588,0.3808341176470588,0.3808341176470588,0.3808341176470588,0.3808341176470588,0.3808341324329376,0.0,0.48559191823005676,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,14,0.4696695761203766,0.8427,16.245006799697876,0.3829929411764706,0.3829929411764706,0.3829929411764706,0.3829929411764706,0.3829929411764706,0.3829929530620575,0.0,0.48611658811569214,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,15,0.40377970967292787,0.8673,17.959984064102173,0.3831058823529412,0.3831058823529412,0.3831058823529412,0.3831058823529412,0.3831058823529412,0.3831058740615845,0.0,0.4861437678337097,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,16,0.3643608043193817,0.8764,16.315032482147217,0.37802117647058825,0.37802117647058825,0.37802117647058825,0.37802117647058825,0.37802117647058825,0.3780211806297302,0.0,0.4848930239677429,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,17,0.3314873591661453,0.8935,15.684054851531982,0.3786952941176471,0.3786952941176471,0.3786952941176471,0.3786952941176471,0.3786952941176471,0.3786952793598175,0.0,0.4850620925426483,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,18,0.3413570951938629,0.8904,16.610969305038452,0.3757741176470588,0.3757741176470588,0.3757741176470588,0.3757741176470588,0.3757741176470588,0.3757741153240204,0.0,0.484322190284729,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,19,0.29600008590221405,0.9034,15.08092975616455,0.37558588235294116,0.37558588235294116,0.37558588235294116,0.37558588235294116,0.37558588235294116,0.3755858838558197,0.0,0.4842737317085266,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,20,0.28707660160064696,0.9109,15.038180351257324,0.3741788235294118,0.3741788235294118,0.3741788235294118,0.3741788235294118,0.3741788235294118,0.37417882680892944,0.0,0.4839102029800415,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,21,0.25803755054473876,0.9216,15.042338132858276,0.37521058823529413,0.37521058823529413,0.37521058823529413,0.37521058823529413,0.37521058823529413,0.37521058320999146,0.0,0.48417726159095764,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,22,0.239282799744606,0.9262,15.120222568511963,0.3748964705882353,0.3748964705882353,0.3748964705882353,0.3748964705882353,0.3748964705882353,0.37489646673202515,0.0,0.4840961694717407,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,23,0.2380001133441925,0.9286,15.339806318283081,0.3753576470588235,0.3753576470588235,0.3753576470588235,0.3753576470588235,0.3753576470588235,0.37535765767097473,0.0,0.4842151403427124,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,1,24,0.23727006673812867,0.9277,15.593329668045044,0.3748211764705882,0.3748211764705882,0.3748211764705882,0.3748211764705882,0.3748211764705882,0.37482118606567383,0.0,0.48407673835754395,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,0,1.5226416135787963,0.4321,15.445333003997803,0.4834952941176471,0.4834952941176471,0.4834952941176471,0.4834952941176471,0.4834952941176471,0.48349529504776,0.0,0.4997275471687317,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,1,1.2714262231826783,0.5314,15.59752869606018,0.4773694117647059,0.4773694117647059,0.4773694117647059,0.4773694117647059,0.4773694117647059,0.47736939787864685,0.0,0.4994875490665436,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,2,0.9721620697021485,0.6556,15.223629713058472,0.4742705882352941,0.4742705882352941,0.4742705882352941,0.4742705882352941,0.4742705882352941,0.4742705821990967,0.0,0.49933764338493347,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,3,1.037368396949768,0.6461,15.230229616165161,0.4630752941176471,0.4630752941176471,0.4630752941176471,0.4630752941176471,0.4630752941176471,0.46307528018951416,0.0,0.4986346662044525,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,4,0.7653361753463745,0.7362,15.508072137832642,0.4522670588235294,0.4522670588235294,0.4522670588235294,0.4522670588235294,0.4522670588235294,0.452267050743103,0.0,0.49771639704704285,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,5,1.0733459325790404,0.6514,16.64920449256897,0.43794,0.43794,0.43794,0.43794,0.43794,0.43794000148773193,0.0,0.49613362550735474,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,6,0.6415319012641907,0.7835,15.508569478988647,0.42529529411764705,0.42529529411764705,0.42529529411764705,0.42529529411764705,0.42529529411764705,0.42529529333114624,0.0,0.494387686252594,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,7,0.6243111882209778,0.7894,15.145234107971191,0.4071470588235294,0.4071470588235294,0.4071470588235294,0.4071470588235294,0.4071470588235294,0.40714704990386963,0.0,0.49130263924598694,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,8,0.595256196975708,0.8015,15.813689947128296,0.39765058823529414,0.39765058823529414,0.39765058823529414,0.39765058823529414,0.39765058823529414,0.3976505994796753,0.0,0.48941245675086975,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,9,0.655083662557602,0.7833,17.096717596054077,0.3872070588235294,0.3872070588235294,0.3872070588235294,0.3872070588235294,0.3872070588235294,0.3872070610523224,0.0,0.4871116578578949,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,10,0.5253167216300965,0.8284,16.03286337852478,0.3821635294117647,0.3821635294117647,0.3821635294117647,0.3821635294117647,0.3821635294117647,0.38216352462768555,0.0,0.48591622710227966,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,11,0.49679134740829467,0.8335,15.390286684036255,0.3762211764705882,0.3762211764705882,0.3762211764705882,0.3762211764705882,0.3762211764705882,0.3762211799621582,0.0,0.48443660140037537,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,12,0.5076457262039185,0.8335,15.871547937393188,0.3769894117647059,0.3769894117647059,0.3769894117647059,0.3769894117647059,0.3769894117647059,0.3769894242286682,0.0,0.484632283449173,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,13,0.46004657144546507,0.8439,15.059928178787231,0.3705635294117647,0.3705635294117647,0.3705635294117647,0.3705635294117647,0.3705635294117647,0.3705635368824005,0.0,0.4829556941986084,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,14,0.4262568943023682,0.8563,15.089179039001465,0.37064823529411767,0.37064823529411767,0.37064823529411767,0.37064823529411767,0.37064823529411767,0.37064823508262634,0.0,0.4829784035682678,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,15,0.43425012283325193,0.8574,15.020575761795044,0.3670176470588235,0.3670176470588235,0.3670176470588235,0.3670176470588235,0.3670176470588235,0.3670176565647125,0.0,0.48199138045310974,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,16,0.3864118432044983,0.8707,15.045593738555908,0.3672505882352941,0.3672505882352941,0.3672505882352941,0.3672505882352941,0.3672505882352941,0.36725059151649475,0.0,0.48205551505088806,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,17,0.34631864142417906,0.8823,15.675302028656006,0.36634823529411764,0.36634823529411764,0.36634823529411764,0.36634823529411764,0.36634823529411764,0.3663482367992401,0.0,0.4818061888217926,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,18,0.3112962513923645,0.8982,15.398954391479492,0.36558235294117647,0.36558235294117647,0.36558235294117647,0.36558235294117647,0.36558235294117647,0.36558234691619873,0.0,0.48159316182136536,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,19,0.3299102212905884,0.8942,16.52864718437195,0.36333764705882354,0.36333764705882354,0.36333764705882354,0.36333764705882354,0.36333764705882354,0.3633376359939575,0.0,0.4809609353542328,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,20,0.27122969560623167,0.9131,15.209936618804932,0.3643764705882353,0.3643764705882353,0.3643764705882353,0.3643764705882353,0.3643764705882353,0.3643764853477478,0.0,0.4812548756599426,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,21,0.2544946072101593,0.9195,15.301263570785522,0.36365764705882353,0.36365764705882353,0.36365764705882353,0.36365764705882353,0.36365764705882353,0.3636576533317566,0.0,0.4810517430305481,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,22,0.24654085521698,0.9231,15.155812740325928,0.3640717647058824,0.3640717647058824,0.3640717647058824,0.3640717647058824,0.3640717647058824,0.3640717566013336,0.0,0.4811688959598541,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,23,0.24202372646331788,0.9278,16.81217908859253,0.36413411764705883,0.36413411764705883,0.36413411764705883,0.36413411764705883,0.36413411764705883,0.3641341030597687,0.0,0.48118656873703003,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,relu,cifar10,2,24,0.24220595259666444,0.927,17.009853839874268,0.3636094117647059,0.3636094117647059,0.3636094117647059,0.3636094117647059,0.3636094117647059,0.3636094033718109,0.0,0.48103800415992737,850000,0.0,0.0,0.0,0.0,1.0,1.0,1.0
resnet18,gelu,cifar10,0,0,1.4641182006835938,0.4633,16.80890727043152,0.9951964705882353,0.9896705882352941,0.9838458823529411,0.9394258823529412,0.879375294117647,0.5423216819763184,0.5398902893066406,0.34446632862091064,850000,0.004703982267528772,0.04051128774881363,0.2314380407333374,0.5398902893066406,0.8221087455749512,1.1037509441375732,1.127821445465088
resnet18,gelu,cifar10,0,1,1.3246519449234009,0.5373,15.526017427444458,0.9966305882352942,0.9917082352941177,0.9858729411764706,0.940675294117647,0.8791270588235294,0.5266855955123901,0.5120491981506348,0.3368302583694458,850000,0.006443386897444725,0.041862908750772476,0.22801193594932556,0.5120491981506348,0.7940992712974548,1.0975393056869507,1.1275420188903809
resnet18,gelu,cifar10,0,2,0.8889144620895386,0.6905,19.3360538482666,0.9981470588235294,0.9932011764705883,0.9871658823529412,0.9411058823529411,0.8788141176470589,0.513621985912323,0.49423056840896606,0.33016932010650635,850000,0.007632553577423096,0.042392898350954056,0.22285866737365723,0.49423056840896606,0.7706648111343384,1.0892035961151123,1.127125859260559
resnet18,gelu,cifar10,0,3,0.8067274798393249,0.7178,15.869447231292725,0.9986776470588236,0.994135294117647,0.9885470588235294,0.9440211764705883,0.884744705882353,0.4990631937980652,0.4749234914779663,0.3171731233596802,850000,0.00869249738752842,0.04463940113782883,0.23026040196418762,0.4749234914779663,0.7348139882087708,1.0737526416778564,1.1261589527130127
resnet18,gelu,cifar10,0,4,0.683734626865387,0.7658,15.60956859588623,0.9987529411764706,0.9947282352941177,0.9895882352941177,0.949295294117647,0.8948317647058823,0.4855428636074066,0.46084243059158325,0.2995288670063019,850000,0.00957633275538683,0.049324601888656616,0.24500834941864014,0.46084243059158325,0.6947003602981567,1.0464544296264648,1.1241849660873413
resnet18,gelu,cifar10,0,5,0.6730809573173523,0.7679,17.077114820480347,0.9988964705882353,0.9952376470588236,0.9905082352941177,0.9535552941176471,0.9042929411764706,0.47598350048065186,0.45374661684036255,0.2837541997432709,850000,0.010571076534688473,0.05388539284467697,0.2580581307411194,0.45374661684036255,0.664352297782898,1.0163050889968872,1.1215341091156006
resnet18,gelu,cifar10,0,6,0.5861890564918518,0.8016,15.843248844146729,0.9989988235294117,0.9955505882352941,0.9914317647058823,0.9574847058823529,0.91194,0.46850770711898804,0.4469407796859741,0.2713705003261566,850000,0.011649142019450665,0.05863277614116669,0.2689610719680786,0.4469407796859741,0.6392074823379517,0.9943177103996277,1.1185435056686401
resnet18,gelu,cifar10,0,7,0.6096533000946045,0.7936,15.234769582748413,0.9990741176470588,0.9957952941176471,0.9918317647058823,0.9605882352941176,0.9182564705882353,0.46499088406562805,0.4468989074230194,0.26147300004959106,850000,0.012401972897350788,0.06304232776165009,0.2792724668979645,0.4468989074230194,0.6222707629203796,0.9726943373680115,1.1156514883041382
resnet18,gelu,cifar10,0,8,0.5139543988227844,0.8269,15.255616664886475,0.9990964705882353,0.9960682352941177,0.9922870588235294,0.9624694117647059,0.9223705882352942,0.4621824622154236,0.4460798501968384,0.25392210483551025,850000,0.0131406020373106,0.06603492796421051,0.2871130108833313,0.4460798501968384,0.6099641919136047,0.9540451169013977,1.1122164726257324
resnet18,gelu,cifar10,0,9,0.5838502902984619,0.8071,15.240640640258789,0.999164705882353,0.9961564705882353,0.9925329411764706,0.9633505882352941,0.9242705882352941,0.4590747356414795,0.4447845220565796,0.2488773614168167,850000,0.013521470129489899,0.06769318878650665,0.2913122773170471,0.4447845220565796,0.5996168851852417,0.9418782591819763,1.110795021057129
resnet18,gelu,cifar10,0,10,0.5081555158615112,0.828,15.298527479171753,0.9991317647058824,0.9961952941176471,0.9926305882352942,0.9638423529411765,0.9252941176470588,0.45815399289131165,0.44577959179878235,0.24584156274795532,850000,0.013552050106227398,0.06886626034975052,0.29493120312690735,0.44577959179878235,0.5936960577964783,0.9344400763511658,1.1092784404754639
resnet18,gelu,cifar10,0,11,0.4245252756118774,0.8553,17.989806652069092,0.9992105882352941,0.9964411764705883,0.9929823529411764,0.9646423529411765,0.92664,0.45629268884658813,0.4461939334869385,0.24132321774959564,850000,0.014219176024198532,0.0700320303440094,0.29988664388656616,0.4461939334869385,0.5857815742492676,0.9237064123153687,1.1065831184387207
resnet18,gelu,cifar10,0,12,0.3959664571762085,0.8669,15.548546552658081,0.9992576470588236,0.9964352941176471,0.9930117647058824,0.965495294117647,0.9280494117647059,0.45654594898223877,0.44818705320358276,0.23890936374664307,850000,0.014503887854516506,0.07159177213907242,0.3035121262073517,0.44818705320358276,0.5824028253555298,0.9188132286071777,1.105224609375
resnet18,gelu,cifar10,0,13,0.3909699351787567,0.8691,16.739790678024292,0.9992152941176471,0.9965270588235294,0.9930811764705882,0.9656176470588236,0.9285870588235294,0.45659810304641724,0.44930630922317505,0.23704403638839722,850000,0.014464542269706726,0.0718613713979721,0.3070632815361023,0.44930630922317505,0.5801352858543396,0.9142799377441406,1.104702353477478
resnet18,gelu,cifar10,0,14,0.41115071001052855,0.8591,16.053528785705566,0.9992352941176471,0.9965423529411764,0.9929905882352941,0.9656023529411765,0.9287517647058824,0.4551860988140106,0.44988787174224854,0.2349977344274521,850000,0.014431904070079327,0.07170041650533676,0.3079145848751068,0.44988787174224854,0.5756253600120544,0.9072617888450623,1.1034846305847168
resnet18,gelu,cifar10,0,15,0.3513199555873871,0.8873,17.88059639930725,0.9993058823529412,0.9965647058823529,0.9931164705882353,0.9656635294117647,0.9290576470588235,0.4549317955970764,0.45077982544898987,0.23327487707138062,850000,0.014682240784168243,0.07218896597623825,0.31050512194633484,0.45077982544898987,0.5732405185699463,0.9022444486618042,1.101344108581543
resnet18,gelu,cifar10,0,16,0.33283842639923095,0.8924,16.4420108795166,0.9992458823529412,0.9965082352941177,0.9931105882352941,0.9656905882352941,0.92922,0.4543808400630951,0.45089563727378845,0.23224586248397827,850000,0.014487428590655327,0.07224205881357193,0.31121379137039185,0.45089563727378845,0.5715087652206421,0.899096667766571,1.101341962814331
resnet18,gelu,cifar10,0,17,0.3028046625137329,0.9005,15.89596152305603,0.9992858823529411,0.9965917647058824,0.9931588235294118,0.9660894117647059,0.9303952941176471,0.45369505882263184,0.45176249742507935,0.22956672310829163,850000,0.01482572965323925,0.07350383698940277,0.31399568915367126,0.45176249742507935,0.5680453777313232,0.8914679288864136,1.0987809896469116
resnet18,gelu,cifar10,0,18,0.29794255566596983,0.9024,15.650108575820923,0.99928,0.9966835294117647,0.9932435294117647,0.9665670588235294,0.9306152941176471,0.4544118344783783,0.452991783618927,0.22896645963191986,850000,0.014985739253461361,0.07378950715065002,0.31586846709251404,0.452991783618927,0.5678486227989197,0.8894653916358948,1.0978457927703857
