layer,mean_abs_gamma,mean_abs_beta,activation,seed,epoch
stages.6.shortcut.1,0.19680513441562653,0.020934291183948517,gelu,0,24
stages.7.bn1,0.1192314475774765,0.01500571146607399,gelu,0,24
stages.7.bn2,0.2384445071220398,0.018730677664279938,gelu,0,24
stem_bn,0.8946792483329773,0.05549546331167221,gelu,1,0
stages.0.bn1,0.8300840854644775,0.044893428683280945,gelu,1,0
stages.0.bn2,0.8247027397155762,0.03149140253663063,gelu,1,0
stages.1.bn1,0.8254128694534302,0.017572861164808273,gelu,1,0
stages.1.bn2,0.7774657011032104,0.021939944475889206,gelu,1,0
stages.2.bn1,0.8262630701065063,0.009015972726047039,gelu,1,0
stages.2.bn2,0.821575403213501,0.015527441166341305,gelu,1,0
stages.2.shortcut.1,0.8449462652206421,0.015527441166341305,gelu,1,0
stages.3.bn1,0.8258682489395142,0.00937158614397049,gelu,1,0
stages.3.bn2,0.8138937950134277,0.010200327262282372,gelu,1,0
stages.4.bn1,0.8252195715904236,0.007891194894909859,gelu,1,0
stages.4.bn2,0.828525722026825,0.010013513267040253,gelu,1,0
stages.4.shortcut.1,0.8277055025100708,0.010013513267040253,gelu,1,0
stages.5.bn1,0.8246583938598633,0.006735393777489662,gelu,1,0
stages.5.bn2,0.8204458355903625,0.0074390508234500885,gelu,1,0
stages.6.bn1,0.8253576755523682,0.0044229282066226006,gelu,1,0
stages.6.bn2,0.8097974061965942,0.03944552689790726,gelu,1,0
stages.6.shortcut.1,0.8066296577453613,0.03944552689790726,gelu,1,0
stages.7.bn1,0.8264580965042114,0.007115430664271116,gelu,1,0
stages.7.bn2,0.7903640270233154,0.07169350236654282,gelu,1,0
stem_bn,0.47958293557167053,0.14596101641654968,gelu,1,6
stages.0.bn1,0.4267961382865906,0.18375736474990845,gelu,1,6
stages.0.bn2,0.5396947264671326,0.11743146926164627,gelu,1,6
stages.1.bn1,0.3641658127307892,0.08414536714553833,gelu,1,6
stages.1.bn2,0.32401058077812195,0.06915704160928726,gelu,1,6
stages.2.bn1,0.36766648292541504,0.06406740844249725,gelu,1,6
stages.2.bn2,0.40494632720947266,0.07448480278253555,gelu,1,6
stages.2.shortcut.1,0.36895835399627686,0.07448480278253555,gelu,1,6
stages.3.bn1,0.35642725229263306,0.0791119933128357,gelu,1,6
stages.3.bn2,0.2543824315071106,0.08212390542030334,gelu,1,6
stages.4.bn1,0.34726428985595703,0.058182988315820694,gelu,1,6
stages.4.bn2,0.37789732217788696,0.06353782117366791,gelu,1,6
stages.4.shortcut.1,0.28726309537887573,0.06353782117366791,gelu,1,6
stages.5.bn1,0.32271242141723633,0.04741562902927399,gelu,1,6
stages.5.bn2,0.24767670035362244,0.06108959764242172,gelu,1,6
stages.6.bn1,0.2974395751953125,0.017385277897119522,gelu,1,6
stages.6.bn2,0.30332523584365845,0.044412463903427124,gelu,1,6
stages.6.shortcut.1,0.31722408533096313,0.044412463903427124,gelu,1,6
stages.7.bn1,0.2988775968551636,0.026017701253294945,gelu,1,6
stages.7.bn2,0.2883613705635071,0.07018964737653732,gelu,1,6
stem_bn,0.3606065511703491,0.13938549160957336,gelu,1,12
stages.0.bn1,0.3417651653289795,0.16597536206245422,gelu,1,12
stages.0.bn2,0.5088620781898499,0.13028183579444885,gelu,1,12
stages.1.bn1,0.278099000453949,0.10353846102952957,gelu,1,12
stages.1.bn2,0.288366436958313,0.08249472826719284,gelu,1,12
stages.2.bn1,0.29720962047576904,0.0806349664926529,gelu,1,12
stages.2.bn2,0.3810918927192688,0.09859832376241684,gelu,1,12
stages.2.shortcut.1,0.29250580072402954,0.09859832376241684,gelu,1,12
stages.3.bn1,0.28498679399490356,0.10831978172063828,gelu,1,12
stages.3.bn2,0.2112019807100296,0.12619107961654663,gelu,1,12
stages.4.bn1,0.28891265392303467,0.08266887068748474,gelu,1,12
stages.4.bn2,0.3464764654636383,0.10821090638637543,gelu,1,12
stages.4.shortcut.1,0.1930396556854248,0.10821090638637543,gelu,1,12
stages.5.bn1,0.22707131505012512,0.06777063757181168,gelu,1,12
stages.5.bn2,0.17464092373847961,0.09912724792957306,gelu,1,12
stages.6.bn1,0.18788835406303406,0.019885966554284096,gelu,1,12
stages.6.bn2,0.25360485911369324,0.0252763032913208,gelu,1,12
stages.6.shortcut.1,0.22853566706180573,0.0252763032913208,gelu,1,12
stages.7.bn1,0.1712125539779663,0.02772410772740841,gelu,1,12
stages.7.bn2,0.2399173378944397,0.024118658155202866,gelu,1,12
stem_bn,0.3273858428001404,0.12802013754844666,gelu,1,18
stages.0.bn1,0.31097176671028137,0.1541723906993866,gelu,1,18
stages.0.bn2,0.47669005393981934,0.11474578082561493,gelu,1,18
stages.1.bn1,0.25737911462783813,0.10610029101371765,gelu,1,18
stages.1.bn2,0.2780417203903198,0.08222603797912598,gelu,1,18
stages.2.bn1,0.27094754576683044,0.08626516908407211,gelu,1,18
stages.2.bn2,0.3604834973812103,0.10618916153907776,gelu,1,18
stages.2.shortcut.1,0.2547389268875122,0.10618916153907776,gelu,1,18
stages.3.bn1,0.25878769159317017,0.11782195419073105,gelu,1,18
stages.3.bn2,0.203882098197937,0.13224242627620697,gelu,1,18
stages.4.bn1,0.26941946148872375,0.08824953436851501,gelu,1,18
stages.4.bn2,0.33489692211151123,0.12396474927663803,gelu,1,18
stages.4.shortcut.1,0.16473686695098877,0.12396474927663803,gelu,1,18
stages.5.bn1,0.2016909122467041,0.07251475751399994,gelu,1,18
stages.5.bn2,0.16720402240753174,0.10806697607040405,gelu,1,18
stages.6.bn1,0.15807011723518372,0.019794434309005737,gelu,1,18
stages.6.bn2,0.24434928596019745,0.02088872529566288,gelu,1,18
stages.6.shortcut.1,0.2053918093442917,0.02088872529566288,gelu,1,18
stages.7.bn1,0.1354064643383026,0.02559642121195793,gelu,1,18
stages.7.bn2,0.24496684968471527,0.01734788343310356,gelu,1,18
stem_bn,0.3164929747581482,0.12177151441574097,gelu,1,24
stages.0.bn1,0.3016855716705322,0.14992162585258484,gelu,1,24
stages.0.bn2,0.46229469776153564,0.1079561859369278,gelu,1,24
stages.1.bn1,0.25035181641578674,0.10513229668140411,gelu,1,24
stages.1.bn2,0.2739260494709015,0.07831539958715439,gelu,1,24
stages.2.bn1,0.2629868984222412,0.0847376361489296,gelu,1,24
stages.2.bn2,0.3488534688949585,0.10595270991325378,gelu,1,24
stages.2.shortcut.1,0.24133777618408203,0.10595270991325378,gelu,1,24
stages.3.bn1,0.2505515217781067,0.11619901657104492,gelu,1,24
stages.3.bn2,0.20194220542907715,0.12893392145633698,gelu,1,24
stages.4.bn1,0.26145175099372864,0.08638937771320343,gelu,1,24
stages.4.bn2,0.32589831948280334,0.12526437640190125,gelu,1,24
stages.4.shortcut.1,0.1527501493692398,0.12526437640190125,gelu,1,24
stages.5.bn1,0.19534800946712494,0.07216457277536392,gelu,1,24
stages.5.bn2,0.16868117451667786,0.1067708358168602,gelu,1,24
stages.6.bn1,0.15142637491226196,0.01938621699810028,gelu,1,24
stages.6.bn2,0.24385792016983032,0.02042015828192234,gelu,1,24
stages.6.shortcut.1,0.20068499445915222,0.02042015828192234,gelu,1,24
stages.7.bn1,0.12851062417030334,0.024786103516817093,gelu,1,24
stages.7.bn2,0.2526341676712036,0.01916850358247757,gelu,1,24
stem_bn,0.8913202881813049,0.08122768998146057,gelu,2,0
stages.0.bn1,0.8123190402984619,0.043435949832201004,gelu,2,0
stages.0.bn2,0.7853022217750549,0.0407431498169899,gelu,2,0
stages.1.bn1,0.8258041739463806,0.02788984775543213,gelu,2,0
stages.1.bn2,0.7987284064292908,0.018002554774284363,gelu,2,0
stages.2.bn1,0.8254027962684631,0.010553919710218906,gelu,2,0
stages.2.bn2,0.8313475847244263,0.01575104147195816,gelu,2,0
stages.2.shortcut.1,0.8360320925712585,0.01575104147195816,gelu,2,0
stages.3.bn1,0.8250732421875,0.010207751765847206,gelu,2,0
stages.3.bn2,0.8111121654510498,0.010093705728650093,gelu,2,0
stages.4.bn1,0.8251882791519165,0.007387018762528896,gelu,2,0
stages.4.bn2,0.825610876083374,0.012588819488883018,gelu,2,0
stages.4.shortcut.1,0.8313367366790771,0.012588819488883018,gelu,2,0
stages.5.bn1,0.8243935704231262,0.007646010257303715,gelu,2,0
stages.5.bn2,0.82039475440979,0.008689189329743385,gelu,2,0
stages.6.bn1,0.8249485492706299,0.004387184977531433,gelu,2,0
stages.6.bn2,0.8061512112617493,0.04034825786948204,gelu,2,0
stages.6.shortcut.1,0.8092297315597534,0.04034825786948204,gelu,2,0
stages.7.bn1,0.8262011408805847,0.0069877151399850845,gelu,2,0
stages.7.bn2,0.790707528591156,0.07094798982143402,gelu,2,0
stem_bn,0.5333361029624939,0.12737753987312317,gelu,2,6
stages.0.bn1,0.3451484739780426,0.08999776095151901,gelu,2,6
stages.0.bn2,0.3430894911289215,0.07372868061065674,gelu,2,6
stages.1.bn1,0.3611046075820923,0.08492615073919296,gelu,2,6
stages.1.bn2,0.28584402799606323,0.07642646133899689,gelu,2,6
stages.2.bn1,0.38259363174438477,0.07887452840805054,gelu,2,6
stages.2.bn2,0.39531397819519043,0.06930725276470184,gelu,2,6
stages.2.shortcut.1,0.37136054039001465,0.06930725276470184,gelu,2,6
stages.3.bn1,0.35405975580215454,0.10329371690750122,gelu,2,6
stages.3.bn2,0.2856365442276001,0.0884392261505127,gelu,2,6
stages.4.bn1,0.3552912473678589,0.06469506770372391,gelu,2,6
stages.4.bn2,0.38589149713516235,0.07552778720855713,gelu,2,6
stages.4.shortcut.1,0.29318588972091675,0.07552778720855713,gelu,2,6
stages.5.bn1,0.3351638615131378,0.05423333868384361,gelu,2,6
stages.5.bn2,0.2684937119483948,0.06493253260850906,gelu,2,6
stages.6.bn1,0.3007830083370209,0.018978025764226913,gelu,2,6
stages.6.bn2,0.30712464451789856,0.053233519196510315,gelu,2,6
stages.6.shortcut.1,0.3096255660057068,0.053233519196510315,gelu,2,6
stages.7.bn1,0.3010304570198059,0.026538705453276634,gelu,2,6
stages.7.bn2,0.28799134492874146,0.07584238052368164,gelu,2,6
stem_bn,0.35097426176071167,0.13991716504096985,gelu,2,12
stages.0.bn1,0.24284836649894714,0.09883569926023483,gelu,2,12
stages.0.bn2,0.2916658818721771,0.07189035415649414,gelu,2,12
stages.1.bn1,0.2581063508987427,0.10291983187198639,gelu,2,12
stages.1.bn2,0.2558349370956421,0.09944146871566772,gelu,2,12
stages.2.bn1,0.3065900206565857,0.09101000428199768,gelu,2,12
stages.2.bn2,0.3713279068470001,0.0943312793970108,gelu,2,12
stages.2.shortcut.1,0.276218980550766,0.0943312793970108,gelu,2,12
stages.3.bn1,0.28335803747177124,0.14709749817848206,gelu,2,12
stages.3.bn2,0.2501029670238495,0.13550585508346558,gelu,2,12
stages.4.bn1,0.29819759726524353,0.08487977087497711,gelu,2,12
stages.4.bn2,0.36184319853782654,0.11940321326255798,gelu,2,12
stages.4.shortcut.1,0.20450398325920105,0.11940321326255798,gelu,2,12
stages.5.bn1,0.2544862627983093,0.08368727564811707,gelu,2,12
stages.5.bn2,0.20599745213985443,0.11590690165758133,gelu,2,12
stages.6.bn1,0.19360017776489258,0.020460505038499832,gelu,2,12
stages.6.bn2,0.26119452714920044,0.03163386508822441,gelu,2,12
stages.6.shortcut.1,0.224774569272995,0.03163386508822441,gelu,2,12
stages.7.bn1,0.1787281036376953,0.02878553792834282,gelu,2,12
stages.7.bn2,0.2467493712902069,0.025205466896295547,gelu,2,12
stem_bn,0.29805850982666016,0.13030914962291718,gelu,2,18
stages.0.bn1,0.21907399594783783,0.08935175836086273,gelu,2,18
stages.0.bn2,0.27605655789375305,0.06388258934020996,gelu,2,18
stages.1.bn1,0.23164308071136475,0.10080289095640182,gelu,2,18
stages.1.bn2,0.2355375438928604,0.09121208637952805,gelu,2,18
stages.2.bn1,0.275367796421051,0.08774988353252411,gelu,2,18
stages.2.bn2,0.35167884826660156,0.09681783616542816,gelu,2,18
stages.2.shortcut.1,0.24065351486206055,0.09681783616542816,gelu,2,18
stages.3.bn1,0.25954562425613403,0.15541784465312958,gelu,2,18
stages.3.bn2,0.24055586755275726,0.1406092643737793,gelu,2,18
stages.4.bn1,0.2766408324241638,0.09089165925979614,gelu,2,18
stages.4.bn2,0.34839653968811035,0.13752055168151855,gelu,2,18
stages.4.shortcut.1,0.1736532747745514,0.13752055168151855,gelu,2,18
stages.5.bn1,0.2298339307308197,0.09332170337438583,gelu,2,18
stages.5.bn2,0.19664207100868225,0.12718576192855835,gelu,2,18
stages.6.bn1,0.1627771556377411,0.020069412887096405,gelu,2,18
stages.6.bn2,0.25106266140937805,0.02436744049191475,gelu,2,18
stages.6.shortcut.1,0.20269593596458435,0.02436744049191475,gelu,2,18
stages.7.bn1,0.14264053106307983,0.026533644646406174,gelu,2,18
stages.7.bn2,0.2536057233810425,0.016468273475766182,gelu,2,18
stem_bn,0.28569626808166504,0.12525297701358795,gelu,2,24
stages.0.bn1,0.21134814620018005,0.08608050644397736,gelu,2,24
stages.0.bn2,0.27176153659820557,0.06021493300795555,gelu,2,24
stages.1.bn1,0.22391314804553986,0.09823562204837799,gelu,2,24
stages.1.bn2,0.2298717498779297,0.08699393272399902,gelu,2,24
stages.2.bn1,0.2653311491012573,0.08530410379171371,gelu,2,24
stages.2.bn2,0.3388729989528656,0.09627242386341095,gelu,2,24
stages.2.shortcut.1,0.22795967757701874,0.09627242386341095,gelu,2,24
stages.3.bn1,0.2524842619895935,0.15346579253673553,gelu,2,24
stages.3.bn2,0.23820370435714722,0.13603734970092773,gelu,2,24
stages.4.bn1,0.26821619272232056,0.08933836221694946,gelu,2,24
stages.4.bn2,0.33773523569107056,0.1388205587863922,gelu,2,24
stages.4.shortcut.1,0.16091787815093994,0.1388205587863922,gelu,2,24
stages.5.bn1,0.22310450673103333,0.09337038546800613,gelu,2,24
stages.5.bn2,0.19819936156272888,0.1254391372203827,gelu,2,24
stages.6.bn1,0.15598836541175842,0.019650813192129135,gelu,2,24
stages.6.bn2,0.25030502676963806,0.02299094758927822,gelu,2,24
stages.6.shortcut.1,0.19793546199798584,0.02299094758927822,gelu,2,24
stages.7.bn1,0.1353854238986969,0.02572694979608059,gelu,2,24
stages.7.bn2,0.2618669867515564,0.018140802159905434,gelu,2,24
stem_bn,0.8916105031967163,0.05161599814891815,silu,0,0
stages.0.bn1,0.8341730833053589,0.032622288912534714,silu,0,0
stages.0.bn2,0.8176610469818115,0.03882405161857605,silu,0,0
stages.1.bn1,0.8230303525924683,0.019004765897989273,silu,0,0
stages.1.bn2,0.7903861999511719,0.018559973686933517,silu,0,0
stages.2.bn1,0.8240084648132324,0.008958574384450912,silu,0,0
stages.2.bn2,0.8316040635108948,0.016646459698677063,silu,0,0
stages.2.shortcut.1,0.8399612903594971,0.016646459698677063,silu,0,0
stages.3.bn1,0.8224301338195801,0.007123853079974651,silu,0,0
stages.3.bn2,0.811558723449707,0.009204385802149773,silu,0,0
stages.4.bn1,0.8241992592811584,0.0055528804659843445,silu,0,0
stages.4.bn2,0.8216233849525452,0.011859111487865448,silu,0,0
stages.4.shortcut.1,0.8378013372421265,0.011859111487865448,silu,0,0
stages.5.bn1,0.8245008587837219,0.004804541356861591,silu,0,0
stages.5.bn2,0.8200145959854126,0.006914055906236172,silu,0,0
stages.6.bn1,0.8248604536056519,0.00220142281614244,silu,0,0
stages.6.bn2,0.8124874234199524,0.026099830865859985,silu,0,0
stages.6.shortcut.1,0.8146541118621826,0.026099830865859985,silu,0,0
stages.7.bn1,0.8264814615249634,0.003372246865183115,silu,0,0
stages.7.bn2,0.8002302646636963,0.05327404662966728,silu,0,0
stem_bn,0.43225932121276855,0.14073388278484344,silu,0,6
stages.0.bn1,0.4042860269546509,0.14479735493659973,silu,0,6
stages.0.bn2,0.5657317042350769,0.08383745700120926,silu,0,6
stages.1.bn1,0.410858690738678,0.07866824418306351,silu,0,6
stages.1.bn2,0.3618900775909424,0.09047864377498627,silu,0,6
stages.2.bn1,0.3952711820602417,0.054460249841213226,silu,0,6
stages.2.bn2,0.4726760983467102,0.06607657670974731,silu,0,6
stages.2.shortcut.1,0.3796936273574829,0.06607657670974731,silu,0,6
stages.3.bn1,0.33937889337539673,0.039088696241378784,silu,0,6
stages.3.bn2,0.2566550374031067,0.0776061937212944,silu,0,6
stages.4.bn1,0.33786410093307495,0.0283457413315773,silu,0,6
stages.4.bn2,0.38968199491500854,0.05087583512067795,silu,0,6
stages.4.shortcut.1,0.3377659022808075,0.05087583512067795,silu,0,6
stages.5.bn1,0.331013560295105,0.028331976383924484,silu,0,6
stages.5.bn2,0.2889515459537506,0.05678828805685043,silu,0,6
stages.6.bn1,0.3023410439491272,0.009581491351127625,silu,0,6
stages.6.bn2,0.325592577457428,0.03561520203948021,silu,0,6
stages.6.shortcut.1,0.3281114101409912,0.03561520203948021,silu,0,6
stages.7.bn1,0.3009338676929474,0.014519181102514267,silu,0,6
stages.7.bn2,0.297679603099823,0.060223937034606934,silu,0,6
stem_bn,0.3216703534126282,0.1144549548625946,silu,0,12
stages.0.bn1,0.32053592801094055,0.13695593178272247,silu,0,12
stages.0.bn2,0.49845942854881287,0.0692950040102005,silu,0,12
stages.1.bn1,0.33509066700935364,0.10857189446687698,silu,0,12
stages.1.bn2,0.3635155260562897,0.14218750596046448,silu,0,12
stages.2.bn1,0.31771188974380493,0.06916993111371994,silu,0,12
stages.2.bn2,0.4510411024093628,0.09240585565567017,silu,0,12
stages.2.shortcut.1,0.2899503707885742,0.09240585565567017,silu,0,12
stages.3.bn1,0.22478394210338593,0.043560318648815155,silu,0,12
stages.3.bn2,0.19953568279743195,0.1155361458659172,silu,0,12
stages.4.bn1,0.2627767324447632,0.04099341481924057,silu,0,12
stages.4.bn2,0.3623355031013489,0.09048880636692047,silu,0,12
stages.4.shortcut.1,0.2390338033437729,0.09048880636692047,silu,0,12
stages.5.bn1,0.22019362449645996,0.03641027957201004,silu,0,12
stages.5.bn2,0.21395385265350342,0.1014946699142456,silu,0,12
stages.6.bn1,0.18671657145023346,0.01382542122155428,silu,0,12
stages.6.bn2,0.27305614948272705,0.020607367157936096,silu,0,12
stages.6.shortcut.1,0.23830607533454895,0.020607367157936096,silu,0,12
stages.7.bn1,0.1689693033695221,0.015536103397607803,silu,0,12
stages.7.bn2,0.24721452593803406,0.022651277482509613,silu,0,12
stem_bn,0.28582486510276794,0.10210245847702026,silu,0,18
stages.0.bn1,0.29198628664016724,0.12374109029769897,silu,0,18
stages.0.bn2,0.4603370726108551,0.05994277447462082,silu,0,18
stages.1.bn1,0.30603551864624023,0.11150277405977249,silu,0,18
stages.1.bn2,0.34780818223953247,0.14322994649410248,silu,0,18
stages.2.bn1,0.29123497009277344,0.06880161166191101,silu,0,18
stages.2.bn2,0.432147741317749,0.10013899207115173,silu,0,18
stages.2.shortcut.1,0.2509911060333252,0.10013899207115173,silu,0,18
stages.3.bn1,0.19299104809761047,0.04531396925449371,silu,0,18
stages.3.bn2,0.18991973996162415,0.12031637132167816,silu,0,18
stages.4.bn1,0.24205231666564941,0.04685962200164795,silu,0,18
stages.4.bn2,0.35031914710998535,0.10110026597976685,silu,0,18
stages.4.shortcut.1,0.20563217997550964,0.10110026597976685,silu,0,18
stages.5.bn1,0.18880441784858704,0.040177538990974426,silu,0,18
stages.5.bn2,0.19616565108299255,0.10915911197662354,silu,0,18
stages.6.bn1,0.15502896904945374,0.01431741937994957,silu,0,18
stages.6.bn2,0.25986921787261963,0.017082784324884415,silu,0,18
stages.6.shortcut.1,0.21324197947978973,0.017082784324884415,silu,0,18
stages.7.bn1,0.13181132078170776,0.013696961104869843,silu,0,18
stages.7.bn2,0.25307148694992065,0.016769174486398697,silu,0,18
stem_bn,0.27531832456588745,0.09823140501976013,silu,0,24
stages.0.bn1,0.28464508056640625,0.12013953179121017,silu,0,24
stages.0.bn2,0.44672760367393494,0.05622829496860504,silu,0,24
stages.1.bn1,0.2979098856449127,0.11028765141963959,silu,0,24
stages.1.bn2,0.3424103856086731,0.13704052567481995,silu,0,24
stages.2.bn1,0.28219324350357056,0.06701529026031494,silu,0,24
stages.2.bn2,0.4212101399898529,0.09961945563554764,silu,0,24
stages.2.shortcut.1,0.23773157596588135,0.09961945563554764,silu,0,24
stages.3.bn1,0.1855848878622055,0.044998109340667725,silu,0,24
stages.3.bn2,0.18872565031051636,0.11756224930286407,silu,0,24
stages.4.bn1,0.2353404462337494,0.04694439098238945,silu,0,24
stages.4.bn2,0.3435262441635132,0.10124146938323975,silu,0,24
stages.4.shortcut.1,0.19528770446777344,0.10124146938323975,silu,0,24
stages.5.bn1,0.18257425725460052,0.04010465741157532,silu,0,24
stages.5.bn2,0.19379492104053497,0.10743077844381332,silu,0,24
stages.6.bn1,0.14818909764289856,0.013913823291659355,silu,0,24
stages.6.bn2,0.25775039196014404,0.016750261187553406,silu,0,24
stages.6.shortcut.1,0.2080182135105133,0.016750261187553406,silu,0,24
stages.7.bn1,0.12480867654085159,0.013056849129498005,silu,0,24
stages.7.bn2,0.2600875496864319,0.017028722912073135,silu,0,24
stem_bn,0.9539930820465088,0.042578909546136856,silu,1,0
stages.0.bn1,0.8440093994140625,0.03213997557759285,silu,1,0
stages.0.bn2,0.7946809530258179,0.024914996698498726,silu,1,0
stages.1.bn1,0.8285553455352783,0.01503510307520628,silu,1,0
stages.1.bn2,0.8130357265472412,0.014776580035686493,silu,1,0
stages.2.bn1,0.8264802694320679,0.008463531732559204,silu,1,0
stages.2.bn2,0.8275240063667297,0.01398138701915741,silu,1,0
stages.2.shortcut.1,0.8429816961288452,0.01398138701915741,silu,1,0
stages.3.bn1,0.8232630491256714,0.005960749462246895,silu,1,0
stages.3.bn2,0.8137654066085815,0.007847708649933338,silu,1,0
stages.4.bn1,0.8250374794006348,0.005109691061079502,silu,1,0
stages.4.bn2,0.823702871799469,0.009642887860536575,silu,1,0
stages.4.shortcut.1,0.8365744948387146,0.009642887860536575,silu,1,0
stages.5.bn1,0.8246204257011414,0.0036365604028105736,silu,1,0
stages.5.bn2,0.8191760182380676,0.0055741192772984505,silu,1,0
stages.6.bn1,0.8251214623451233,0.0017285087378695607,silu,1,0
stages.6.bn2,0.8131486177444458,0.031083960086107254,silu,1,0
stages.6.shortcut.1,0.8149185180664062,0.031083960086107254,silu,1,0
stages.7.bn1,0.8266474008560181,0.003030305728316307,silu,1,0
stages.7.bn2,0.7975025773048401,0.0579596608877182,silu,1,0
stem_bn,0.494124174118042,0.12770463526248932,silu,1,6
stages.0.bn1,0.4617074728012085,0.18501797318458557,silu,1,6
stages.0.bn2,0.5612725019454956,0.10128529369831085,silu,1,6
stages.1.bn1,0.397714227437973,0.0767240971326828,silu,1,6
stages.1.bn2,0.3571424186229706,0.05750976502895355,silu,1,6
stages.2.bn1,0.3817427158355713,0.040167421102523804,silu,1,6
stages.2.bn2,0.46384114027023315,0.06705659627914429,silu,1,6
stages.2.shortcut.1,0.3841850757598877,0.06705659627914429,silu,1,6
stages.3.bn1,0.3297143578529358,0.02860931307077408,silu,1,6
stages.3.bn2,0.2732502818107605,0.09390243887901306,silu,1,6
stages.4.bn1,0.34972965717315674,0.03193031996488571,silu,1,6
stages.4.bn2,0.4107556641101837,0.06033563241362572,silu,1,6
stages.4.shortcut.1,0.32562679052352905,0.06033563241362572,silu,1,6
stages.5.bn1,0.32284966111183167,0.02028277888894081,silu,1,6
stages.5.bn2,0.27899008989334106,0.060063865035772324,silu,1,6
stages.6.bn1,0.30217617750167847,0.008799226023256779,silu,1,6
stages.6.bn2,0.3308202624320984,0.03464612364768982,silu,1,6
stages.6.shortcut.1,0.33182185888290405,0.03464612364768982,silu,1,6
stages.7.bn1,0.29691362380981445,0.010899081826210022,silu,1,6
stages.7.bn2,0.2851859927177429,0.06149681285023689,silu,1,6
stem_bn,0.3902219533920288,0.10957252234220505,silu,1,12
stages.0.bn1,0.3896636664867401,0.18315133452415466,silu,1,12
stages.0.bn2,0.5390135049819946,0.10663506388664246,silu,1,12
stages.1.bn1,0.3064988851547241,0.0883864164352417,silu,1,12
stages.1.bn2,0.3147228956222534,0.07608912885189056,silu,1,12
stages.2.bn1,0.3037579655647278,0.05862148106098175,silu,1,12
stages.2.bn2,0.44895118474960327,0.10087554156780243,silu,1,12
stages.2.shortcut.1,0.30394721031188965,0.10087554156780243,silu,1,12
stages.3.bn1,0.2245677411556244,0.0435299351811409,silu,1,12
stages.3.bn2,0.21785742044448853,0.1342056691646576,silu,1,12
stages.4.bn1,0.27457594871520996,0.04378940165042877,silu,1,12
stages.4.bn2,0.3850211203098297,0.09918159246444702,silu,1,12
stages.4.shortcut.1,0.23390765488147736,0.09918159246444702,silu,1,12
stages.5.bn1,0.20864032208919525,0.028824446722865105,silu,1,12
stages.5.bn2,0.2047138661146164,0.10610362887382507,silu,1,12
stages.6.bn1,0.185968816280365,0.012130961753427982,silu,1,12
stages.6.bn2,0.2749764025211334,0.01998872682452202,silu,1,12
stages.6.shortcut.1,0.2420746237039566,0.01998872682452202,silu,1,12
stages.7.bn1,0.16272664070129395,0.011583962477743626,silu,1,12
stages.7.bn2,0.23303446173667908,0.025059036910533905,silu,1,12
stem_bn,0.34555840492248535,0.09731604903936386,silu,1,18
stages.0.bn1,0.3563147783279419,0.17240916192531586,silu,1,18
stages.0.bn2,0.510244607925415,0.09277809411287308,silu,1,18
stages.1.bn1,0.2731555700302124,0.08912745118141174,silu,1,18
stages.1.bn2,0.2969173789024353,0.07617293298244476,silu,1,18
stages.2.bn1,0.2752555012702942,0.06453616172075272,silu,1,18
stages.2.bn2,0.4270733594894409,0.10824103653430939,silu,1,18
stages.2.shortcut.1,0.26814115047454834,0.10824103653430939,silu,1,18
stages.3.bn1,0.19821447134017944,0.0472952239215374,silu,1,18
stages.3.bn2,0.2094796597957611,0.13737520575523376,silu,1,18
stages.4.bn1,0.25115150213241577,0.04861600697040558,silu,1,18
stages.4.bn2,0.37361663579940796,0.11112195998430252,silu,1,18
stages.4.shortcut.1,0.20237880945205688,0.11112195998430252,silu,1,18
stages.5.bn1,0.1770963966846466,0.032319746911525726,silu,1,18
stages.5.bn2,0.18976512551307678,0.11494465172290802,silu,1,18
stages.6.bn1,0.15422722697257996,0.013330169022083282,silu,1,18
stages.6.bn2,0.259774386882782,0.017329061403870583,silu,1,18
stages.6.shortcut.1,0.21528485417366028,0.017329061403870583,silu,1,18
stages.7.bn1,0.1255817711353302,0.010117026045918465,silu,1,18
stages.7.bn2,0.23777389526367188,0.017781276255846024,silu,1,18
stem_bn,0.3339403569698334,0.09335087239742279,silu,1,24
stages.0.bn1,0.3484536111354828,0.16826742887496948,silu,1,24
stages.0.bn2,0.4958311915397644,0.08755889534950256,silu,1,24
stages.1.bn1,0.2650827169418335,0.08829276263713837,silu,1,24
stages.1.bn2,0.2948354482650757,0.07361079752445221,silu,1,24
stages.2.bn1,0.2678925395011902,0.06479246914386749,silu,1,24
stages.2.bn2,0.41603878140449524,0.10602588951587677,silu,1,24
stages.2.shortcut.1,0.25497856736183167,0.10602588951587677,silu,1,24
stages.3.bn1,0.19270941615104675,0.04726364463567734,silu,1,24
stages.3.bn2,0.20702865719795227,0.13316108286380768,silu,1,24
stages.4.bn1,0.2430463433265686,0.04830854758620262,silu,1,24
stages.4.bn2,0.3658100664615631,0.11064423620700836,silu,1,24
stages.4.shortcut.1,0.19160544872283936,0.11064423620700836,silu,1,24
stages.5.bn1,0.17071731388568878,0.032029327005147934,silu,1,24
stages.5.bn2,0.18792884051799774,0.11279864609241486,silu,1,24
stages.6.bn1,0.1475725919008255,0.013061350211501122,silu,1,24
stages.6.bn2,0.25785747170448303,0.017247192561626434,silu,1,24
stages.6.shortcut.1,0.20998628437519073,0.017247192561626434,silu,1,24
