arch,activation,optimizer,dataset,seed,epoch,train_acc,test_loss,test_acc,lr,epoch_time,mean_active_frac,mean_effective_rank
resnet50,relu,sgd,places365_subset,1,13,0.2543545081967213,3.445304874785959,0.21767123287671233,0.04063093427071378,179.27245998382568,0.4846576978357471,52.47456219731545
resnet50,relu,sgd,places365_subset,1,14,0.2729617974238876,3.379081604840004,0.2278082191780822,0.03454915028125265,179.35207295417786,0.4837024604179421,52.662410736083984
resnet50,relu,sgd,places365_subset,1,15,0.2894467213114754,3.4323726873528466,0.2284931506849315,0.02871103542174637,179.33910512924194,0.4836867743608903,52.688990768121215
resnet50,relu,sgd,places365_subset,1,16,0.31079844847775173,3.1996790804928295,0.2608219178082192,0.02320866025105016,179.32390427589417,0.4808544820668746,52.63802929313815
resnet50,relu,sgd,places365_subset,1,17,0.3329369145199063,3.1666890099930436,0.26301369863013696,0.018128800512565515,179.32787370681763,0.4797587650162833,53.04673082001355
resnet50,relu,sgd,places365_subset,1,18,0.35368486533957844,3.0783051373207404,0.2808219178082192,0.013551568628929436,195.3298680782318,0.47929795755415544,53.376869201660156
resnet50,relu,sgd,places365_subset,1,19,0.3818610948477752,2.9961370515170165,0.29575342465753424,0.009549150281252635,179.39877462387085,0.477926883770495,53.20528528641681
resnet50,relu,sgd,places365_subset,1,20,0.4060121487119438,2.899389782213185,0.3147945205479452,0.006184665997806822,179.34558987617493,0.4785665313200075,53.307771098857025
resnet50,relu,sgd,places365_subset,1,21,0.4331088992974239,2.815068434623823,0.32164383561643833,0.003511175705587433,189.48611736297607,0.47927495381053614,53.51489623712034
resnet50,relu,sgd,places365_subset,1,22,0.4568025468384075,2.7631350749812715,0.339041095890411,0.001570841943568452,179.04198741912842,0.48022335341998507,53.26884600580955
resnet50,relu,sgd,places365_subset,1,23,0.4788129391100703,2.72054823783979,0.346986301369863,0.00039426493427611184,179.2374303340912,0.48021949371513056,53.47849149120097
resnet50,relu,sgd,places365_subset,1,24,0.4906506147540984,2.703146755270762,0.34863013698630135,0.0,179.1029713153839,0.4804243627859622,53.5843114269023
resnet50,gelu,sgd,places365_subset,0,0,0.005653542154566745,5.70494439111997,0.009726027397260273,0.0996057350657239,180.90038561820984,0.9876992665991491,28.277290752955846
resnet50,gelu,sgd,places365_subset,0,1,0.012020638173302107,5.6288917855040665,0.01136986301369863,0.09842915805643156,180.41619729995728,0.9913656383144612,32.67393291239836
resnet50,gelu,sgd,places365_subset,0,2,0.021717652224824358,5.174810891347389,0.03136986301369863,0.09648882429441258,180.44012260437012,0.9943172384281548,37.080211152835766
resnet50,gelu,sgd,places365_subset,0,3,0.0352385831381733,5.049077114993579,0.03643835616438356,0.09381533400219319,180.3237886428833,0.9960477558933959,39.481122775953644
resnet50,gelu,sgd,places365_subset,0,4,0.05565720140515223,4.753762282280073,0.06164383561643835,0.0904508497187474,180.43654584884644,0.9968033080198326,42.105687472285055
resnet50,gelu,sgd,places365_subset,0,5,0.07708211358313817,4.557638775551156,0.07246575342465754,0.0864484313710706,180.38246154785156,0.9975486920804394,44.81251202797403
resnet50,gelu,sgd,places365_subset,0,6,0.0980496194379391,4.291628125334439,0.10945205479452055,0.0818711994874345,180.452960729599,0.9981287170429619,45.85077445361079
resnet50,gelu,sgd,places365_subset,0,7,0.11929156908665105,4.46998455726937,0.11657534246575342,0.07679133974894983,180.44234013557434,0.9985150439398629,48.4128668648856
resnet50,gelu,sgd,places365_subset,0,8,0.14318647540983606,4.010046495411494,0.1410958904109589,0.07128896457825364,180.4807572364807,0.9987777386392865,48.94842264603595
resnet50,gelu,sgd,places365_subset,0,9,0.1607691744730679,4.058444991438356,0.1378082191780822,0.06545084971874737,180.3964557647705,0.9989176562854222,49.85657948863749
resnet50,gelu,sgd,places365_subset,0,10,0.17833357728337237,3.7780576021377352,0.16986301369863013,0.05936906572928624,180.4549915790558,0.9990358413482199,51.27889010370994
resnet50,gelu,sgd,places365_subset,0,11,0.1952759074941452,3.8253348154564426,0.16315068493150686,0.05313952597646568,180.38222527503967,0.9990818159920829,50.54258311524683
resnet50,gelu,sgd,places365_subset,0,12,0.20982142857142858,3.7319458634886025,0.17493150684931508,0.04686047402353434,180.39924931526184,0.9990979141118576,51.277751299799704
resnet50,gelu,sgd,places365_subset,0,13,0.2265990925058548,3.639117481806507,0.18506849315068494,0.04063093427071378,180.41510844230652,0.9991010950536144,51.519364493233816
resnet50,gelu,sgd,places365_subset,0,14,0.23988217213114754,3.5156240134043237,0.20493150684931508,0.03454915028125265,192.49777817726135,0.9991038879569696,52.315077100481304
resnet50,gelu,sgd,places365_subset,0,15,0.2543362119437939,3.4305728274828766,0.2219178082191781,0.02871103542174637,180.7086043357849,0.9990911216151958,52.389046493841676
resnet50,gelu,sgd,places365_subset,0,16,0.26860728922716626,3.344672207767016,0.23493150684931507,0.02320866025105016,180.55032062530518,0.9990937186747181,52.32542925464864
resnet50,gelu,sgd,places365_subset,0,17,0.2823843676814988,3.3014064548440176,0.23849315068493152,0.018128800512565515,180.54651355743408,0.9990902530903719,52.51162501743862
resnet50,gelu,sgd,places365_subset,0,18,0.29901566159250587,3.2421859323161923,0.2515068493150685,0.013551568628929436,180.78649306297302,0.9990839994683558,52.65546674144511
resnet50,gelu,sgd,places365_subset,0,19,0.311676668618267,3.183064541751391,0.2721917808219178,0.009549150281252635,180.52309584617615,0.9990877655087685,52.76512293912926
resnet50,gelu,sgd,places365_subset,0,20,0.32691744730679156,3.100220178055437,0.28136986301369865,0.006184665997806822,180.52389240264893,0.9990859943993238,52.680279556585816
resnet50,gelu,sgd,places365_subset,0,21,0.34270711358313816,3.05177923333155,0.2852054794520548,0.003511175705587433,188.03993153572083,0.9990866281548325,52.97621995575574
resnet50,gelu,sgd,places365_subset,0,22,0.35706967213114754,2.9890786784968966,0.30013698630136987,0.001570841943568452,180.40488147735596,0.9990851964269366,52.92156741083885
resnet50,gelu,sgd,places365_subset,0,23,0.36621779859484777,2.9669986588987585,0.3028767123287671,0.00039426493427611184,180.5208716392517,0.9990874528884888,53.12994322484853
resnet50,gelu,sgd,places365_subset,0,24,0.37260319086651056,2.972941522467626,0.30726027397260275,0.0,180.55265021324158,0.9990857401672675,53.17202548591458
resnet50,gelu,sgd,places365_subset,1,0,0.004903395784543326,5.615383384391053,0.011232876712328766,0.0996057350657239,180.50355911254883,0.988450425011771,35.00417824180759
resnet50,gelu,sgd,places365_subset,1,1,0.017893735362997657,5.284931473405394,0.023424657534246576,0.09842915805643156,180.59903836250305,0.9915682247706822,39.414557145566356
resnet50,gelu,sgd,places365_subset,1,2,0.03498243559718969,5.029798207740261,0.03780821917808219,0.09648882429441258,180.51446294784546,0.9931537642770883,44.73737455874073
resnet50,gelu,sgd,places365_subset,1,3,0.05748682669789227,4.598649802011987,0.07041095890410959,0.09381533400219319,180.61320877075195,0.9948676836733915,49.39815194266183
resnet50,gelu,sgd,places365_subset,1,4,0.08462016978922716,4.387132384417808,0.08972602739726028,0.0904508497187474,180.54405212402344,0.9961235754343928,51.57800635512994
resnet50,gelu,sgd,places365_subset,1,5,0.11199136416861827,4.183676695105148,0.11178082191780822,0.0864484313710706,180.50322341918945,0.9972592032685572,53.04837246330417
resnet50,gelu,sgd,places365_subset,1,6,0.13859411592505855,4.024195774026113,0.13904109589041097,0.0818711994874345,180.4546594619751,0.9979621025980735,53.98976625714983
resnet50,gelu,sgd,places365_subset,1,7,0.1608240632318501,3.8692417928617293,0.15383561643835617,0.07679133974894983,180.46809124946594,0.9984751282906046,54.68277296728017
resnet50,gelu,sgd,places365_subset,1,8,0.18009001756440282,3.8849843357033924,0.15506849315068494,0.07128896457825364,180.47175002098083,0.9988129783649834,54.98348578628229
resnet50,gelu,sgd,places365_subset,1,9,0.20061841334894615,3.7261220853622645,0.17931506849315068,0.06545084971874737,180.50548434257507,0.9989451571386687,54.90560562756597
resnet50,gelu,sgd,places365_subset,1,10,0.21351727166276346,3.612227896076359,0.19616438356164384,0.05936906572928624,180.6825830936432,0.9990161426213323,55.6834490250568
resnet50,gelu,sgd,places365_subset,1,11,0.22755049765807964,3.5260737505351027,0.20657534246575343,0.05313952597646568,194.2508897781372,0.999065947775938,55.4943405462771
resnet50,gelu,sgd,places365_subset,1,12,0.24368779274004684,3.4681221572666954,0.22219178082191782,0.04686047402353434,180.4267280101776,0.9990922565362892,55.823661337093434
resnet50,gelu,sgd,places365_subset,1,13,0.26229508196721313,3.4637507023223457,0.21945205479452054,0.04063093427071378,180.49831438064575,0.9991054826853226,55.80802933050661
resnet50,gelu,sgd,places365_subset,1,14,0.27499268149882905,3.3263345963987585,0.2363013698630137,0.03454915028125265,181.00456023216248,0.9991082220661397,55.63709811775052
resnet50,gelu,sgd,places365_subset,1,15,0.29125805035128804,3.3216188822707085,0.24205479452054796,0.02871103542174637,180.68663358688354,0.9991022883629312,56.05903524282027
resnet50,gelu,sgd,places365_subset,1,16,0.3083101580796253,3.177777153955747,0.26273972602739726,0.02320866025105016,180.63721299171448,0.9991051542515658,56.08327133801519
resnet50,gelu,sgd,places365_subset,1,17,0.32234338407494145,3.147069192128639,0.27095890410958906,0.018128800512565515,180.55358934402466,0.9991069934806045,55.972567344198424
resnet50,gelu,sgd,places365_subset,1,18,0.3412617096018735,3.0941779066111943,0.2804109589041096,0.013551568628929436,180.58614587783813,0.9991124527794975,56.06888261133311
resnet50,gelu,sgd,places365_subset,1,19,0.359923887587822,3.000822126832727,0.2913698630136986,0.009549150281252635,180.58572936058044,0.9991118506509431,56.155295702875875
resnet50,gelu,sgd,places365_subset,1,20,0.3786226580796253,2.9216969780072772,0.3128767123287671,0.006184665997806822,180.6224262714386,0.9991028199390489,56.11428023357781
resnet50,gelu,sgd,places365_subset,1,21,0.39668105971896955,2.8636207225224743,0.3221917808219178,0.003511175705587433,190.76712846755981,0.9991123870927461,56.21589045621911
resnet50,gelu,sgd,places365_subset,1,22,0.41285494730679156,2.8360436133815816,0.32958904109589043,0.001570841943568452,180.4886064529419,0.9991110745741396,56.23828685526945
resnet50,gelu,sgd,places365_subset,1,23,0.42776639344262296,2.7875053301249464,0.33479452054794523,0.00039426493427611184,180.5484893321991,0.9991116012845721,56.2392956480688
resnet50,gelu,sgd,places365_subset,1,24,0.4362009660421546,2.786516142544681,0.3373972602739726,0.0,180.42881321907043,0.9991137482682053,56.16203969838668
resnet50,silu,sgd,places365_subset,0,0,0.0030005854800936767,5.814851776541096,0.00452054794520548,0.0996057350657239,180.76049780845642,0.9962691749845233,26.403934050579462
resnet50,silu,sgd,places365_subset,0,1,0.01015442037470726,5.465641872458262,0.016849315068493152,0.09842915805643156,180.30075192451477,0.9967235046990064,29.934876218134043
resnet50,silu,sgd,places365_subset,0,2,0.02305327868852459,5.0758991899882275,0.031095890410958903,0.09648882429441258,181.08375096321106,0.9976904477391925,40.86681504152259
resnet50,silu,sgd,places365_subset,0,3,0.045923594847775175,4.791611294681079,0.05671232876712329,0.09381533400219319,180.32683396339417,0.9982917065523109,49.33161431915906
resnet50,silu,sgd,places365_subset,0,4,0.07247145784543325,4.5320645768675085,0.07643835616438356,0.0904508497187474,180.3665313720703,0.9988311212890002,53.82878692782655
resnet50,silu,sgd,places365_subset,0,5,0.09609192037470726,4.436045365006956,0.08698630136986302,0.0864484313710706,180.34271144866943,0.9991982226469078,54.160442936177155
resnet50,silu,sgd,places365_subset,0,6,0.11501024590163934,4.170707372377996,0.12232876712328768,0.0818711994874345,180.26950788497925,0.9994932023846373,55.05088342939104
resnet50,silu,sgd,places365_subset,0,7,0.13323331381733022,4.061237826412671,0.13232876712328767,0.07679133974894983,193.72936081886292,0.9996413284418534,55.457842067796356
resnet50,silu,sgd,places365_subset,0,8,0.15074282786885246,3.9586368424925085,0.14397260273972604,0.07128896457825364,180.41694450378418,0.9997145533561707,56.04696281588807
resnet50,silu,sgd,places365_subset,0,9,0.16488583138173302,3.87079019624893,0.15643835616438356,0.06545084971874737,180.56191611289978,0.9997583773671365,56.26929925412548
resnet50,silu,sgd,places365_subset,0,10,0.18261490046838408,3.8615763165199595,0.15164383561643835,0.05936906572928624,180.48273348808289,0.9997686196346672,56.03631529516103
resnet50,silu,sgd,places365_subset,0,11,0.19659323770491804,3.7673814412992295,0.1710958904109589,0.05313952597646568,180.8440797328949,0.9997675929750715,56.24412147366271
resnet50,silu,sgd,places365_subset,0,12,0.21011416861826698,3.649427164156143,0.18643835616438356,0.04686047402353434,180.4761507511139,0.999759244675539,56.30158731888751
resnet50,silu,sgd,places365_subset,0,13,0.22438524590163936,3.5651953710268622,0.20191780821917807,0.04063093427071378,180.45130896568298,0.9997568884674384,56.22683466697226
resnet50,silu,sgd,places365_subset,0,14,0.23719262295081966,3.5207602012320742,0.2054794520547945,0.03454915028125265,180.44227051734924,0.9997508051444073,56.428961539755065
resnet50,silu,sgd,places365_subset,0,15,0.2530005854800937,3.4196042664410315,0.2241095890410959,0.02871103542174637,180.52680587768555,0.9997439627744713,56.49419130597796
resnet50,silu,sgd,places365_subset,0,16,0.26705210772833726,3.342655631287457,0.2356164383561644,0.02320866025105016,180.61098957061768,0.9997376714433942,56.2644067102549
resnet50,silu,sgd,places365_subset,0,17,0.28051814988290397,3.242301786239833,0.25260273972602737,0.018128800512565515,180.35244822502136,0.9997360000804979,56.42888804844448
resnet50,silu,sgd,places365_subset,0,18,0.29583211358313816,3.1931719427239407,0.26835616438356164,0.013551568628929436,180.34185004234314,0.9997342168068399,56.42838108296297
resnet50,silu,sgd,places365_subset,0,19,0.30653542154566743,3.140159531684771,0.2658904109589041,0.009549150281252635,180.42301654815674,0.9997310808726719,56.489463806152344
resnet50,silu,sgd,places365_subset,0,20,0.3241547131147541,3.0770272450904326,0.2842465753424658,0.006184665997806822,180.33149886131287,0.9997330466095282,56.5138078027842
resnet50,silu,sgd,places365_subset,0,21,0.3385904566744731,3.038274276942423,0.2876712328767123,0.003511175705587433,189.95043087005615,0.999732740071355,56.80241923429528
resnet50,silu,sgd,places365_subset,0,22,0.3524590163934426,2.9696171423507063,0.30726027397260275,0.001570841943568452,180.57795476913452,0.9997311270966822,56.64918152166872
resnet50,silu,sgd,places365_subset,0,23,0.3606374414519906,2.9426341561095355,0.30917808219178083,0.00039426493427611184,180.5216007232666,0.9997306320132041,56.665908891327526
resnet50,silu,sgd,places365_subset,0,24,0.3676997950819672,2.9264936640491226,0.3152054794520548,0.0,180.6215741634369,0.9997302111314268,56.819201488884126
resnet50,silu,sgd,places365_subset,1,0,0.004427693208430913,5.705209434195741,0.006301369863013699,0.0996057350657239,180.32717394828796,0.9964975824161452,26.2980520481966
resnet50,silu,sgd,places365_subset,1,1,0.01286226580796253,5.400241289530715,0.019041095890410958,0.09842915805643156,180.41967701911926,0.9963509902662161,41.089366932304536
resnet50,silu,sgd,places365_subset,1,2,0.028395784543325527,5.151365866465111,0.03356164383561644,0.09648882429441258,180.40027475357056,0.9971460359437125,48.98439465736856
resnet50,silu,sgd,places365_subset,1,3,0.055949941451990635,4.707350614364833,0.06547945205479452,0.09381533400219319,180.46670198440552,0.9978896634919303,53.47631906003368
resnet50,silu,sgd,places365_subset,1,4,0.08429083723653395,4.450751192275792,0.08452054794520548,0.0904508497187474,193.0682873725891,0.9986748792687241,55.97463210748167
resnet50,silu,sgd,places365_subset,1,5,0.1094115925058548,4.228722458930864,0.11328767123287671,0.0864484313710706,180.44543480873108,0.99917072057724,56.48831180650361
resnet50,silu,sgd,places365_subset,1,6,0.13341627634660422,4.096667371776006,0.1278082191780822,0.0818711994874345,180.44962644577026,0.9994964113040846,56.90266877777722
resnet50,silu,sgd,places365_subset,1,7,0.1517491217798595,3.9443502765812286,0.15054794520547946,0.07679133974894983,180.73159074783325,0.9996454484608709,56.98005119635134
resnet50,silu,sgd,places365_subset,1,8,0.1685999707259953,3.862347846880351,0.1547945205479452,0.07128896457825364,180.47195148468018,0.9997136787492402,57.017392216896525
resnet50,silu,sgd,places365_subset,1,9,0.18184645784543327,3.9568642728622647,0.15,0.06545084971874737,180.41425776481628,0.9997372165018198,57.09733830666055
resnet50,silu,sgd,places365_subset,1,10,0.1954771662763466,3.6955220094445633,0.18082191780821918,0.05936906572928624,180.45606327056885,0.9997465914609481,57.06983994464485
resnet50,silu,sgd,places365_subset,1,11,0.20844920960187355,3.6589013504655394,0.1917808219178082,0.05313952597646568,180.45371103286743,0.9997487639894291,56.891730327995454
resnet50,silu,sgd,places365_subset,1,12,0.22493413348946137,3.620605033979024,0.19904109589041097,0.04686047402353434,180.48960852622986,0.9997499852764363,56.872797907615194
resnet50,silu,sgd,places365_subset,1,13,0.2384916569086651,3.4780973502381207,0.21767123287671233,0.04063093427071378,180.5246546268463,0.9997442851261217,56.9241831253986
resnet50,silu,sgd,places365_subset,1,14,0.2536226580796253,3.4308433260982985,0.22301369863013698,0.03454915028125265,180.60360074043274,0.9997417501040867,56.75845951936683
resnet50,silu,sgd,places365_subset,1,15,0.266448331381733,3.3495352131046663,0.23356164383561645,0.02871103542174637,180.55453252792358,0.9997377930855265,57.02705570143096
resnet50,silu,sgd,places365_subset,1,16,0.28232947892271665,3.312105420256314,0.2482191780821918,0.02320866025105016,180.48788690567017,0.9997341316573474,56.96846132862325
resnet50,silu,sgd,places365_subset,1,17,0.2968932962529274,3.227425482763003,0.2541095890410959,0.018128800512565515,180.5318431854248,0.9997297294285833,56.97335114771006
resnet50,silu,sgd,places365_subset,1,18,0.3124451112412178,3.173320881046661,0.26602739726027397,0.013551568628929436,180.4640953540802,0.9997291260836075,56.84513574716996
resnet50,silu,sgd,places365_subset,1,19,0.32704552107728335,3.0896780729947024,0.2789041095890411,0.009549150281252635,180.47719407081604,0.9997274267430208,57.1048333304269
resnet50,silu,sgd,places365_subset,1,20,0.34523199648711944,3.0265360667607557,0.28849315068493153,0.006184665997806822,180.57072162628174,0.9997247834594882,57.09680650672134
resnet50,silu,sgd,places365_subset,1,21,0.3594298887587822,2.956173701874197,0.3041095890410959,0.003511175705587433,189.2220549583435,0.999728145648022,57.005759570063375
resnet50,silu,sgd,places365_subset,1,22,0.37331674473067916,2.9232434458275365,0.31095890410958904,0.001570841943568452,180.45474863052368,0.9997266543154814,57.130421385473134
resnet50,silu,sgd,places365_subset,1,23,0.38493486533957844,2.886024161560895,0.3223287671232877,0.00039426493427611184,180.49845170974731,0.9997270824957867,57.036000310158244
resnet50,silu,sgd,places365_subset,1,24,0.39223507025761123,2.8685711753531677,0.323013698630137,0.0,180.4703345298767,0.9997278111321586,57.10835328394053
resnet50,mish,sgd,places365_subset,0,0,0.00589139344262295,5.62924369916524,0.011095890410958905,0.0996057350657239,194.49294185638428,0.9955136605671474,23.630414018825608
resnet50,mish,sgd,places365_subset,0,1,0.019759953161592507,5.23883978020655,0.025753424657534246,0.09842915805643156,181.14463138580322,0.9967687470572335,30.82948581539855
resnet50,mish,sgd,places365_subset,0,2,0.03201844262295082,5.040634698737158,0.03616438356164384,0.09648882429441258,181.22156357765198,0.9975855618107076,38.592388230927135
resnet50,mish,sgd,places365_subset,0,3,0.04844847775175644,4.850788423721104,0.05164383561643836,0.09381533400219319,181.2583327293396,0.998257694195728,43.74324487180126
resnet50,mish,sgd,places365_subset,0,4,0.06989168618266979,4.638826043115904,0.07301369863013699,0.0904508497187474,181.3020372390747,0.998789804322379,47.22253737157705
resnet50,mish,sgd,places365_subset,0,5,0.08868193793911007,4.4978417383481375,0.09164383561643835,0.0864484313710706,181.26125526428223,0.9992448991658737,49.04157023527184
resnet50,mish,sgd,places365_subset,0,6,0.10403249414519906,4.3198253976482235,0.10698630136986301,0.0818711994874345,181.28830122947693,0.9994628392920202,51.45315263709244
resnet50,mish,sgd,places365_subset,0,7,0.1208467505854801,4.2391505578446065,0.12136986301369863,0.07679133974894983,181.33154940605164,0.9996151145623655,51.9213231534374
resnet50,mish,sgd,places365_subset,0,8,0.13839285714285715,4.101075096652933,0.13739726027397262,0.07128896457825364,181.20640778541565,0.9996822415565958,51.949745995657786
resnet50,mish,sgd,places365_subset,0,9,0.15105386416861827,4.039091972455586,0.1389041095890411,0.06545084971874737,181.13835334777832,0.9997378867499682,52.60763074913803
resnet50,mish,sgd,places365_subset,0,10,0.16583723653395785,3.9316519039624356,0.15547945205479452,0.05936906572928624,181.1347496509552,0.9997604975895006,52.72004053544025
resnet50,mish,sgd,places365_subset,0,11,0.17833357728337237,3.86179633989726,0.16534246575342465,0.05313952597646568,181.16443610191345,0.9997936365555744,53.38325445992606
resnet50,mish,sgd,places365_subset,0,12,0.19212895199063232,3.8503031524240154,0.15958904109589042,0.04686047402353434,181.24130773544312,0.9997892659537646,53.31553626547054
resnet50,mish,sgd,places365_subset,0,13,0.20539373536299765,3.6851302557122216,0.18808219178082192,0.04063093427071378,181.16898465156555,0.9997852420320317,53.074646151795676
resnet50,mish,sgd,places365_subset,0,14,0.2195184426229508,3.6358426655808542,0.19945205479452055,0.03454915028125265,181.1722972393036,0.9997812910955779,53.649541270976165
resnet50,mish,sgd,places365_subset,0,15,0.23243559718969556,3.5894508090084547,0.20397260273972603,0.02871103542174637,181.1529107093811,0.9997773231292257,53.66609830272441
resnet50,mish,sgd,places365_subset,0,16,0.24485875292740047,3.4719151034420483,0.2193150684931507,0.02320866025105016,181.18452763557434,0.999769502756547,53.251428409498565
