arch,seed,layer_idx,n_layers,layer_name,active_frac,gate_mean,grad_norm,grad_sparsity,grad_entropy,effective_rank,stable_rank
resnet18,9,4,9,layer2.1.relu,0.4977874755859375,0.4977874755859375,0.2955189049243927,0.05047607421875,10.76353931427002,7.209331035614014,1.8132188320159912
resnet18,9,5,9,layer3.0.relu,0.499481201171875,0.499481201171875,0.238222137093544,0.045989990234375,10.09697151184082,7.452458381652832,2.148527145385742
resnet18,9,6,9,layer3.1.relu,0.499755859375,0.499755859375,0.19003082811832428,0.0401611328125,10.098320960998535,7.16033935546875,1.7708135843276978
resnet18,9,7,9,layer4.0.relu,0.499755859375,0.499755859375,0.15564686059951782,0.03814697265625,9.41462516784668,7.391401767730713,2.040468454360962
resnet18,9,8,9,layer4.1.relu,0.49957275390625,0.49957275390625,0.12685362994670868,0.0343017578125,9.417906761169434,7.198130130767822,1.8038618564605713
resnet18,10,0,9,relu,0.9942272901535034,0.9942272901535034,0.7001686096191406,0.8545875549316406,,7.610605239868164,2.4617879390716553
resnet18,10,1,9,layer1.0.relu,0.4973602294921875,0.4973602294921875,0.6121447682380676,0.058868408203125,11.435914993286133,6.252513885498047,1.3111200332641602
resnet18,10,2,9,layer1.1.relu,0.499176025390625,0.499176025390625,0.4189547896385193,0.05767059326171875,11.436426162719727,6.481332302093506,1.382307529449463
resnet18,10,3,9,layer2.0.relu,0.497314453125,0.497314453125,0.3811297118663788,0.0511322021484375,10.765926361083984,7.277214527130127,1.8817704916000366
resnet18,10,4,9,layer2.1.relu,0.4983978271484375,0.4983978271484375,0.2866232395172119,0.0543365478515625,10.761507987976074,7.176877498626709,1.7765990495681763
resnet18,10,5,9,layer3.0.relu,0.497955322265625,0.497955322265625,0.23784692585468292,0.041656494140625,10.094316482543945,7.386512756347656,2.0357377529144287
resnet18,10,6,9,layer3.1.relu,0.503326416015625,0.503326416015625,0.18945206701755524,0.04974365234375,10.091797828674316,7.15927267074585,1.7629287242889404
resnet18,10,7,9,layer4.0.relu,0.5029296875,0.5029296875,0.15096382796764374,0.033447265625,9.418169021606445,7.453297138214111,2.1395649909973145
resnet18,10,8,9,layer4.1.relu,0.50372314453125,0.50372314453125,0.1200738400220871,0.03350830078125,9.418854713439941,7.172244548797607,1.783988118171692
resnet18,11,0,9,relu,0.9946134686470032,0.9946134686470032,0.6866952180862427,0.8516941070556641,,7.5805745124816895,2.3828461170196533
resnet18,11,1,9,layer1.0.relu,0.4962158203125,0.4962158203125,0.6041730046272278,0.061248779296875,11.438444137573242,6.267287254333496,1.3163682222366333
resnet18,11,2,9,layer1.1.relu,0.4992828369140625,0.4992828369140625,0.4127639830112457,0.056793212890625,11.43751335144043,6.534047603607178,1.4012805223464966
resnet18,11,3,9,layer2.0.relu,0.500152587890625,0.500152587890625,0.3685855567455292,0.0571136474609375,10.769601821899414,7.344724178314209,1.9674015045166016
resnet18,11,4,9,layer2.1.relu,0.5001373291015625,0.5001373291015625,0.287075400352478,0.0454254150390625,10.767309188842773,7.260968208312988,1.8637062311172485
resnet18,11,5,9,layer3.0.relu,0.5008544921875,0.5008544921875,0.23224806785583496,0.0408935546875,10.094091415405273,7.412137031555176,2.08156156539917
resnet18,11,6,9,layer3.1.relu,0.499755859375,0.499755859375,0.18726757168769836,0.043426513671875,10.091720581054688,7.180147647857666,1.7881180047988892
resnet18,11,7,9,layer4.0.relu,0.4996337890625,0.4996337890625,0.1502620428800583,0.0341796875,9.417435646057129,7.400742053985596,2.0733630657196045
resnet18,11,8,9,layer4.1.relu,0.498291015625,0.498291015625,0.12280527502298355,0.03692626953125,9.417970657348633,7.1605000495910645,1.775323510169983
resnet18,12,0,9,relu,0.9940881133079529,0.9940881133079529,0.7986698746681213,0.8532485961914062,,7.6317901611328125,2.511075735092163
resnet18,12,1,9,layer1.0.relu,0.503875732421875,0.503875732421875,0.6774280667304993,0.0600433349609375,11.438875198364258,6.336970329284668,1.3348710536956787
