activation,group,seed,epoch,train_acc,train_loss,test_acc,test_loss,epoch_time,active_frac_t0.01,active_frac_t0.1,gate_mean,gate_std,gate_var,gate_q01,gate_q05,gate_q10,gate_q25,gate_q50,gate_q75,gate_q90,gate_q95,gate_q99
relu,A_hard_gated,0,12,0.8778645833333333,0.3545277585967993,0.8461,0.44933328309059145,18.526615619659424,0.38238470588235296,0.38238470588235296,0.382384717464447,0.4859698712825775,0.23616671562194824,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,13,0.8879807692307692,0.3264230985289965,0.8602,0.42046897802352906,18.473466157913208,0.38683529411764705,0.38683529411764705,0.3868353068828583,0.4870253801345825,0.23719371855258942,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,14,0.8992788461538461,0.2951089417705169,0.8538,0.4315400122642517,18.43721318244934,0.3814870588235294,0.3814870588235294,0.38148707151412964,0.485751748085022,0.23595476150512695,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,15,0.9089943910256411,0.2647030414297031,0.8803,0.3681639060020447,18.334118843078613,0.3791176470588235,0.3791176470588235,0.3791176378726959,0.4851674437522888,0.23538744449615479,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,16,0.9209334935897436,0.23096070379400865,0.8786,0.37545834183692933,18.499465465545654,0.37999529411764704,0.37999529411764704,0.37999528646469116,0.48538532853126526,0.23559892177581787,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,17,0.9309294871794872,0.20255213116223997,0.891,0.33253680391311646,18.85446310043335,0.37958117647058826,0.37958117647058826,0.37958118319511414,0.48528268933296204,0.2354992777109146,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,18,0.9426081730769231,0.16598583414959603,0.8997,0.3159602535247803,18.56628942489624,0.37534,0.37534,0.3753400146961212,0.4842105805873871,0.23445987701416016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,19,0.9530048076923077,0.13843542783497237,0.8957,0.3198847712039948,18.220210313796997,0.3770952941176471,0.3770952941176471,0.3770952820777893,0.4846591055393219,0.23489445447921753,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,20,0.9638221153846154,0.10669369848015217,0.9124,0.2754732926368713,18.25144600868225,0.37569411764705885,0.37569411764705885,0.3756941258907318,0.4843015670776367,0.23454801738262177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,21,0.9725360576923077,0.08356017366720316,0.9203,0.2625137937068939,18.32210373878479,0.37684235294117646,0.37684235294117646,0.37684234976768494,0.4845949411392212,0.2348322570323944,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,22,0.9790064102564102,0.06525029851458011,0.9245,0.2448495882511139,18.394011974334717,0.3749035294117647,0.3749035294117647,0.37490352988243103,0.48409798741340637,0.23435087502002716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,23,0.983994391025641,0.05299574696005155,0.9251,0.24324865102767945,18.44192099571228,0.37643529411764703,0.37643529411764703,0.3764352798461914,0.484491229057312,0.2347317487001419,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,0,24,0.9858373397435898,0.04770021598356274,0.9259,0.24457319617271422,18.16234588623047,0.3758976470588235,0.3758976470588235,0.3758976459503174,0.48435381054878235,0.23459862172603607,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,0,0.33565705128205126,1.8598055115112893,0.4665,1.4534517578125,18.050949096679688,0.513364705882353,0.513364705882353,0.5133647322654724,0.49982136487960815,0.24982139468193054,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,1,0.5094951923076924,1.3489020249782464,0.556,1.222608633041382,18.02225375175476,0.5058141176470589,0.5058141176470589,0.5058141350746155,0.49996617436408997,0.24996617436408997,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,2,0.6063301282051282,1.0972230970859527,0.6336,1.0479060757637024,18.183477640151978,0.48759176470588234,0.48759176470588234,0.48759177327156067,0.49984607100486755,0.24984608590602875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,3,0.6732972756410256,0.9183905344742995,0.6859,0.8976670822143554,18.092243194580078,0.4699623529411765,0.4699623529411765,0.46996235847473145,0.4990968704223633,0.24909768998622894,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,4,0.7299879807692308,0.7699292621551416,0.7063,0.8546643346786499,18.151028871536255,0.4543258823529412,0.4543258823529412,0.4543258845806122,0.4979095160961151,0.2479138821363449,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,5,0.7720552884615385,0.6596832212729332,0.7152,0.8850089288711548,18.177034854888916,0.4415058823529412,0.4415058823529412,0.44150587916374207,0.49656662344932556,0.2465784251689911,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,6,0.7971354166666667,0.5855636893174587,0.7874,0.609519953250885,18.204005241394043,0.4240329411764706,0.4240329411764706,0.42403292655944824,0.4941953718662262,0.24422906339168549,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,7,0.8166065705128205,0.5298549220348016,0.8034,0.5867644795417786,18.16850781440735,0.4095670588235294,0.4095670588235294,0.40956705808639526,0.49175384640693665,0.24182185530662537,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,8,0.8343349358974359,0.4844057226028198,0.8157,0.526740396118164,18.23838710784912,0.3959258823529412,0.3959258823529412,0.3959258794784546,0.48904868960380554,0.23916861414909363,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,9,0.8434695512820513,0.4534128750746067,0.7902,0.6385265842437744,18.2266845703125,0.39165176470588237,0.39165176470588237,0.39165177941322327,0.48811957240104675,0.23826073110103607,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,10,0.8548677884615384,0.4214567829401065,0.8072,0.5848437164783478,18.313831090927124,0.3858741176470588,0.3858741176470588,0.3858741223812103,0.48680105805397034,0.2369752824306488,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,11,0.8684895833333334,0.3845685539337305,0.8047,0.6091597206115723,18.270544290542603,0.3811305882352941,0.3811305882352941,0.381130576133728,0.48566457629203796,0.2358700931072235,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,12,0.8755008012820513,0.3604440734936641,0.8454,0.4618515769004822,18.24878168106079,0.3800352941176471,0.3800352941176471,0.38003528118133545,0.4853951930999756,0.23560848832130432,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,13,0.8851161858974359,0.3324906050394743,0.8558,0.42994114170074466,18.22178292274475,0.3790105882352941,0.3790105882352941,0.3790105879306793,0.4851408302783966,0.23536163568496704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,14,0.89453125,0.3019500211645395,0.8578,0.42306849899291993,18.23043179512024,0.37824705882352944,0.37824705882352944,0.37824705243110657,0.4849497973918915,0.23517630994319916,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,15,0.908573717948718,0.2668596219940063,0.8707,0.3913100784301758,18.22140669822693,0.37441529411764707,0.37441529411764707,0.3744153082370758,0.4839715361595154,0.2342284619808197,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,16,0.9184495192307692,0.23686044237170464,0.8752,0.3736817622065544,18.196661233901978,0.37177176470588236,0.37177176470588236,0.37177175283432007,0.4832778871059418,0.23355750739574432,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,17,0.9294471153846153,0.20557077668416193,0.884,0.34573640484809876,18.135040998458862,0.37062,0.37062,0.3706200122833252,0.48297080397605896,0.23326081037521362,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,18,0.9389423076923077,0.17606055940955112,0.9,0.3047753538131714,18.17348027229309,0.3695470588235294,0.3695470588235294,0.3695470690727234,0.48268213868141174,0.23298205435276031,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,19,0.9521634615384615,0.14152224808931352,0.903,0.30201695137023926,18.2971088886261,0.37095529411764705,0.37095529411764705,0.37095528841018677,0.4830605089664459,0.23334744572639465,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,20,0.9626602564102564,0.10963823474370517,0.9112,0.2782251295566559,18.335488080978394,0.3691258823529412,0.3691258823529412,0.3691258728504181,0.48256799578666687,0.232871875166893,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,21,0.9721955128205129,0.08469400555373002,0.9209,0.25422327246665954,18.30437970161438,0.3698694117647059,0.3698694117647059,0.3698694109916687,0.4827691614627838,0.23306605219841003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,22,0.9791266025641026,0.0683046904941782,0.9258,0.23705019462108612,18.112157821655273,0.3694035294117647,0.3694035294117647,0.36940354108810425,0.4826433062553406,0.2329445630311966,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,23,0.9827724358974359,0.05618232354903833,0.9267,0.2386436152935028,18.170112133026123,0.37062470588235297,0.37062470588235297,0.37062469124794006,0.482972115278244,0.2332620620727539,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,1,24,0.9857572115384615,0.048660486160467066,0.9275,0.2369243727207184,18.06111168861389,0.37018117647058824,0.37018117647058824,0.3701811730861664,0.4828530251979828,0.2331470400094986,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,0,0.3148036858974359,1.9758167682549892,0.422,1.566541482925415,18.594494581222534,0.4939694117647059,0.4939694117647059,0.4939694106578827,0.49996352195739746,0.24996353685855865,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,1,0.4786258012820513,1.410376337247017,0.5306,1.2880264663696288,18.198223114013672,0.48676117647058825,0.48676117647058825,0.4867611825466156,0.49982473254203796,0.24982477724552155,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,2,0.5941706730769231,1.1350855335211143,0.5948,1.1673895206451417,18.051867961883545,0.47621411764705884,0.47621411764705884,0.47621411085128784,0.4994339644908905,0.24943427741527557,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,3,0.6694310897435898,0.9311844406983791,0.6586,1.001960133934021,18.013256788253784,0.46172,0.46172,0.46171998977661133,0.4985324740409851,0.24853461980819702,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,4,0.7138621794871794,0.8025893883827405,0.7263,0.8119023338317871,18.07685923576355,0.4442541176470588,0.4442541176470588,0.4442541301250458,0.4968825578689575,0.2468922734260559,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,5,0.761338141025641,0.6834310026505055,0.7532,0.7127945384979248,18.206525564193726,0.4285952941176471,0.4285952941176471,0.42859530448913574,0.49487513303756714,0.2449014037847519,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,6,0.794931891025641,0.590480131827868,0.7796,0.653566226196289,18.277729511260986,0.4109,0.4109,0.4108999967575073,0.491997092962265,0.24206115305423737,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,7,0.8150240384615385,0.5357709818161451,0.7969,0.5783202763557435,18.17126154899597,0.3986870588235294,0.3986870588235294,0.39868706464767456,0.4896280765533447,0.2397356480360031,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,8,0.8311899038461539,0.49124521490855094,0.7523,0.7624584609985352,18.053133964538574,0.3911894117647059,0.3911894117647059,0.39118942618370056,0.48801663517951965,0.23816023766994476,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,9,0.8426682692307692,0.4587253737143981,0.8002,0.5847400622844696,18.21183967590332,0.38880470588235294,0.38880470588235294,0.38880470395088196,0.4874787926673889,0.2376355677843094,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,10,0.8549879807692308,0.4227906937018419,0.8388,0.4778085068225861,18.157633066177368,0.3831376470588235,0.3831376470588235,0.38313764333724976,0.48615142703056335,0.23634321987628937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,11,0.8658653846153846,0.3896913630840106,0.8178,0.5324530487537384,18.04432249069214,0.38363294117647057,0.38363294117647057,0.38363292813301086,0.4862702190876007,0.23645871877670288,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,12,0.8753004807692307,0.3638475865507737,0.8359,0.4931531928062439,18.041186809539795,0.38029411764705884,0.38029411764705884,0.3802941143512726,0.48545899987220764,0.23567044734954834,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,13,0.8875801282051282,0.3284116269686283,0.8355,0.49368555784225465,18.091737508773804,0.37835529411764707,0.37835529411764707,0.3783552944660187,0.4849768579006195,0.23520255088806152,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,14,0.8970152243589744,0.3013265130038445,0.8482,0.4605391876220703,18.012645959854126,0.37803176470588234,0.37803176470588234,0.37803176045417786,0.48489561676979065,0.23512376844882965,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,15,0.9056891025641025,0.27085872575258596,0.8652,0.4001613703727722,18.331162929534912,0.3753964705882353,0.3753964705882353,0.3753964602947235,0.4842250943183899,0.23447392880916595,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,16,0.9157451923076924,0.24057257872743484,0.8845,0.3389966280937195,18.217374801635742,0.37685529411764707,0.37685529411764707,0.3768552839756012,0.4845982491970062,0.23483547568321228,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,17,0.9307892628205128,0.20366434154984278,0.8878,0.3440668960571289,18.15926766395569,0.3727694117647059,0.3727694117647059,0.37276941537857056,0.48354145884513855,0.2338123321533203,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,18,0.9403044871794872,0.1744526936648748,0.8929,0.3327300595760345,18.186277627944946,0.37480588235294116,0.37480588235294116,0.37480586767196655,0.4840727746486664,0.23432643711566925,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,19,0.9520232371794872,0.14013518181939918,0.9044,0.28965205371379854,17.95399045944214,0.37198,0.37198,0.3719800114631653,0.48333311080932617,0.23361088335514069,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,20,0.9615584935897435,0.1132992218893308,0.9138,0.27319436430931093,17.961605072021484,0.3713258823529412,0.3713258823529412,0.37132588028907776,0.4831594228744507,0.23344303667545319,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,21,0.97109375,0.08745168713996043,0.9197,0.25042471809387207,18.06014084815979,0.37183176470588236,0.37183176470588236,0.3718317747116089,0.4832938015460968,0.23357290029525757,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,22,0.9780448717948718,0.06900796823872206,0.9227,0.24048314697742462,18.18281054496765,0.37155058823529413,0.37155058823529413,0.371550589799881,0.4832191467285156,0.23350073397159576,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,23,0.9822916666666667,0.05668563580570313,0.9225,0.24143543691635133,18.207803964614868,0.37222823529411764,0.37222823529411764,0.3722282350063324,0.4833987057209015,0.2336743175983429,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
relu,A_hard_gated,2,24,0.9842548076923077,0.05060123875259589,0.9229,0.23910760672092438,17.987269401550293,0.3717364705882353,0.3717364705882353,0.37173646688461304,0.48326852917671204,0.23354847729206085,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,0,0.33782051282051284,1.819555153296544,0.4316,1.4949422790527345,18.553097009658813,0.5067929411764706,0.5067929411764706,0.507286012172699,0.4994538426399231,0.24945414066314697,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,1,0.52890625,1.2941407284675501,0.5613,1.238767232131958,17.993391513824463,0.4994635294117647,0.4994635294117647,0.4999641180038452,0.49949970841407776,0.24949994683265686,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,2,0.6318108974358975,1.0354278711172251,0.6439,1.0044506456375122,18.053089380264282,0.4863694117647059,0.4863694117647059,0.4868829548358917,0.4993143379688263,0.2493147999048233,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,3,0.6905048076923077,0.8757513515460186,0.6718,0.942760398864746,18.014678239822388,0.4730835294117647,0.4730835294117647,0.47361037135124207,0.4987756609916687,0.24877716600894928,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,4,0.7374198717948718,0.7492888745589134,0.7394,0.7593735441207886,17.984619855880737,0.4579729411764706,0.4579729411764706,0.4585149586200714,0.49773234128952026,0.24773749709129333,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,5,0.7793269230769231,0.6356713427947118,0.7173,0.8910018562316895,18.06342649459839,0.44757529411764707,0.44757529411764707,0.44812774658203125,0.49674686789512634,0.24675746262073517,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,6,0.8024439102564103,0.5698077266032879,0.7882,0.6314458117485047,18.304047107696533,0.42965176470588234,0.42965176470588234,0.4302220940589905,0.49453145265579224,0.2445613443851471,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,7,0.8227764423076923,0.5154281593286074,0.755,0.7100693075180053,17.993234157562256,0.4160364705882353,0.4160364705882353,0.4166204035282135,0.49240681529045105,0.24246446788311005,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,8,0.8359575320512821,0.4755804775617061,0.8043,0.5703153647422791,17.979443788528442,0.4040023529411765,0.4040023529411765,0.4045984148979187,0.4902072250843048,0.2403031289577484,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,9,0.8521033653846154,0.43567608824143045,0.8053,0.578491244506836,17.993934154510498,0.3972776470588235,0.3972776470588235,0.39788034558296204,0.4888450801372528,0.23896950483322144,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,10,0.862139423076923,0.40315080560170685,0.8295,0.4995446462392807,17.964900970458984,0.3923564705882353,0.3923564705882353,0.39296412467956543,0.4877871870994568,0.2379363477230072,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,11,0.8708333333333333,0.37585623142046803,0.8361,0.4876130537033081,18.032177925109863,0.3895282352941176,0.3895282352941176,0.3901385962963104,0.48715564608573914,0.23732063174247742,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,12,0.8838541666666667,0.3383322122005316,0.8527,0.4379297397613525,17.98576068878174,0.38888823529411765,0.38888823529411765,0.38949936628341675,0.4870104193687439,0.23717916011810303,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,13,0.8909054487179487,0.3138078723580409,0.8581,0.4217359127998352,17.999210119247437,0.38585411764705885,0.38585411764705885,0.3864683210849762,0.48630964756011963,0.23649707436561584,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,14,0.9016826923076923,0.28719813120670806,0.8407,0.48828113094568254,17.984719276428223,0.38381529411764703,0.38381529411764703,0.3844313323497772,0.4858275353908539,0.23602838814258575,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,15,0.9107371794871795,0.2559437994773571,0.8857,0.346770769739151,17.953442573547363,0.38319294117647057,0.38319294117647057,0.3838097155094147,0.4856785237789154,0.23588363826274872,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,16,0.9225761217948718,0.22403140983138328,0.8843,0.34960031270980835,17.943731546401978,0.38116823529411764,0.38116823529411764,0.3817870318889618,0.4851880967617035,0.2354075014591217,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,17,0.9331730769230769,0.19414857306923622,0.889,0.33455658826828005,17.996669054031372,0.37756823529411765,0.37756823529411765,0.3781907260417938,0.48429396748542786,0.234540656208992,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,18,0.944130608974359,0.16297053054739266,0.9004,0.29972513229846953,17.96482753753662,0.37583176470588237,0.37583176470588237,0.37645596265792847,0.4838526248931885,0.23411336541175842,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,19,0.9545272435897436,0.13390402163450535,0.9085,0.28196292357444763,17.959962129592896,0.3758235294117647,0.3758235294117647,0.3764476478099823,0.4838504195213318,0.2341112345457077,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
leaky_relu_0.001,B_near_relu,0,20,0.9646434294871795,0.10387367348258313,0.9149,0.26273998827934264,18.077237606048584,0.37476470588235294,0.37476470588235294,0.375389963388443,0.4835781455039978,0.23384781181812286,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,1.0,1.0,1.0,1.0
