Job ID: 11081162  Node: gilbreth-i003  Start: Sun Jun 21 14:50:18 EDT 2026
extraction_done.marker present, skipping extraction
Extraction step complete at Sun Jun 21 14:50:18 EDT 2026
[cache] train: 5000 images, 66.8s elapsed
[cache] train: 10000 images, 143.4s elapsed
[cache] train: 15000 images, 218.6s elapsed
[cache] train: 20000 images, 303.0s elapsed
[cache] train: 25000 images, 391.0s elapsed
[cache] train: 30000 images, 467.8s elapsed
[cache] train: 35000 images, 572.2s elapsed
[cache] train: 40000 images, 668.9s elapsed
[cache] train: 45000 images, 756.4s elapsed
[cache] train: 50000 images, 864.7s elapsed
[cache] train: done, 54750 images, shape torch.Size([54750, 3, 144, 144]), 3.41GB, 968.5s total
[cache] wrote /scratch/gilbreth/aelmersa/places365/cache/train_cache.pt
[cache] val: 5000 images, 94.9s elapsed
[cache] val: done, 7300 images, shape torch.Size([7300, 3, 144, 144]), 0.45GB, 143.7s total
[cache] wrote /scratch/gilbreth/aelmersa/places365/cache/val_cache.pt
Cache step complete at Sun Jun 21 15:11:35 EDT 2026
[places-dyn] device=cuda activations=['relu', 'gelu', 'silu', 'mish'] optimizer=sgd lr=0.1 seeds=[0, 1] epochs=25 samples_per_class_train=150 img_size=96 cache_dir=/scratch/gilbreth/aelmersa/places365/cache
[places-dyn] resnet50(silu,sgd) seed=1 epoch= 20/25 train_acc=0.345 test_acc=0.288 active_frac=1.000 eff_rank=57.10 (180.6s)
[places-dyn] resnet50(silu,sgd) seed=1 epoch= 21/25 train_acc=0.359 test_acc=0.304 active_frac=1.000 eff_rank=57.01 (189.2s)
[places-dyn] resnet50(silu,sgd) seed=1 epoch= 22/25 train_acc=0.373 test_acc=0.311 active_frac=1.000 eff_rank=57.13 (180.5s)
[places-dyn] resnet50(silu,sgd) seed=1 epoch= 23/25 train_acc=0.385 test_acc=0.322 active_frac=1.000 eff_rank=57.04 (180.5s)
[places-dyn] resnet50(silu,sgd) seed=1 epoch= 24/25 train_acc=0.392 test_acc=0.323 active_frac=1.000 eff_rank=57.11 (180.5s)
[places-dyn] silu seed=1 done in 75.7 min
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  0/25 train_acc=0.006 test_acc=0.011 active_frac=0.996 eff_rank=23.63 (194.5s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  1/25 train_acc=0.020 test_acc=0.026 active_frac=0.997 eff_rank=30.83 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  2/25 train_acc=0.032 test_acc=0.036 active_frac=0.998 eff_rank=38.59 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  3/25 train_acc=0.048 test_acc=0.052 active_frac=0.998 eff_rank=43.74 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  4/25 train_acc=0.070 test_acc=0.073 active_frac=0.999 eff_rank=47.22 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  5/25 train_acc=0.089 test_acc=0.092 active_frac=0.999 eff_rank=49.04 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  6/25 train_acc=0.104 test_acc=0.107 active_frac=0.999 eff_rank=51.45 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  7/25 train_acc=0.121 test_acc=0.121 active_frac=1.000 eff_rank=51.92 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  8/25 train_acc=0.138 test_acc=0.137 active_frac=1.000 eff_rank=51.95 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch=  9/25 train_acc=0.151 test_acc=0.139 active_frac=1.000 eff_rank=52.61 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 10/25 train_acc=0.166 test_acc=0.155 active_frac=1.000 eff_rank=52.72 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 11/25 train_acc=0.178 test_acc=0.165 active_frac=1.000 eff_rank=53.38 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 12/25 train_acc=0.192 test_acc=0.160 active_frac=1.000 eff_rank=53.32 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 13/25 train_acc=0.205 test_acc=0.188 active_frac=1.000 eff_rank=53.07 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 14/25 train_acc=0.220 test_acc=0.199 active_frac=1.000 eff_rank=53.65 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 15/25 train_acc=0.232 test_acc=0.204 active_frac=1.000 eff_rank=53.67 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 16/25 train_acc=0.245 test_acc=0.219 active_frac=1.000 eff_rank=53.25 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 17/25 train_acc=0.259 test_acc=0.222 active_frac=1.000 eff_rank=53.75 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 18/25 train_acc=0.270 test_acc=0.237 active_frac=1.000 eff_rank=53.46 (181.3s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 19/25 train_acc=0.284 test_acc=0.256 active_frac=1.000 eff_rank=53.73 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 20/25 train_acc=0.299 test_acc=0.260 active_frac=1.000 eff_rank=53.47 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 21/25 train_acc=0.311 test_acc=0.267 active_frac=1.000 eff_rank=53.63 (193.8s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 22/25 train_acc=0.326 test_acc=0.277 active_frac=1.000 eff_rank=53.86 (191.0s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 23/25 train_acc=0.334 test_acc=0.283 active_frac=1.000 eff_rank=53.81 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=0 epoch= 24/25 train_acc=0.339 test_acc=0.282 active_frac=1.000 eff_rank=53.51 (181.2s)
[places-dyn] mish seed=0 done in 76.2 min
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  0/25 train_acc=0.007 test_acc=0.012 active_frac=0.995 eff_rank=32.50 (181.0s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  1/25 train_acc=0.022 test_acc=0.029 active_frac=0.996 eff_rank=40.61 (181.0s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  2/25 train_acc=0.040 test_acc=0.047 active_frac=0.998 eff_rank=46.03 (181.0s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  3/25 train_acc=0.063 test_acc=0.076 active_frac=0.998 eff_rank=50.84 (182.0s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  4/25 train_acc=0.090 test_acc=0.097 active_frac=0.999 eff_rank=53.69 (240.7s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  5/25 train_acc=0.113 test_acc=0.109 active_frac=0.999 eff_rank=55.15 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  6/25 train_acc=0.136 test_acc=0.135 active_frac=0.999 eff_rank=56.54 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  7/25 train_acc=0.155 test_acc=0.136 active_frac=1.000 eff_rank=56.63 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  8/25 train_acc=0.177 test_acc=0.157 active_frac=1.000 eff_rank=56.70 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch=  9/25 train_acc=0.194 test_acc=0.157 active_frac=1.000 eff_rank=56.82 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 10/25 train_acc=0.205 test_acc=0.194 active_frac=1.000 eff_rank=57.14 (181.1s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 11/25 train_acc=0.220 test_acc=0.198 active_frac=1.000 eff_rank=57.20 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 12/25 train_acc=0.234 test_acc=0.203 active_frac=1.000 eff_rank=57.25 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 13/25 train_acc=0.248 test_acc=0.220 active_frac=1.000 eff_rank=57.41 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 14/25 train_acc=0.263 test_acc=0.236 active_frac=1.000 eff_rank=57.23 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 15/25 train_acc=0.274 test_acc=0.237 active_frac=1.000 eff_rank=57.49 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 16/25 train_acc=0.291 test_acc=0.258 active_frac=1.000 eff_rank=57.28 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 17/25 train_acc=0.303 test_acc=0.262 active_frac=1.000 eff_rank=57.16 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 18/25 train_acc=0.323 test_acc=0.270 active_frac=1.000 eff_rank=57.53 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 19/25 train_acc=0.337 test_acc=0.285 active_frac=1.000 eff_rank=57.77 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 20/25 train_acc=0.353 test_acc=0.295 active_frac=1.000 eff_rank=57.65 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 21/25 train_acc=0.368 test_acc=0.315 active_frac=1.000 eff_rank=57.69 (181.7s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 22/25 train_acc=0.385 test_acc=0.320 active_frac=1.000 eff_rank=57.75 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 23/25 train_acc=0.397 test_acc=0.326 active_frac=1.000 eff_rank=57.78 (181.2s)
[places-dyn] resnet50(mish,sgd) seed=1 epoch= 24/25 train_acc=0.402 test_acc=0.327 active_frac=1.000 eff_rank=57.77 (187.3s)
[places-dyn] mish seed=1 done in 76.7 min
Job complete at Mon Jun 22 01:19:37 EDT 2026
